s0023,1,C,2021-08-23 14:52:00
s0021,1,B,2021-08-23 11:12:00
s0024,1,D,2021-08-23 11:12:00
s0024,1,D,2021-08-23 07:53:00
s0035,1,A,2021-08-25 05:09:00
s0024,1,D,2021-08-23 17:12:00
