,NU,PU,PM,PS,SS,attention,cogstable,motor,perseverance,selfcontrol,cogcomplex,GMK
alpha_sess1,0.0858491853428492,0.02653705027996742,0.09194032783331745,0.2086703373657689,-0.02515378209174415,0.038082926421735934,-0.08891653806627514,0.02291780092938226,0.19553251940315164,0.09874489731749862,0.0837088844113035,-0.07660423819466189
tau_sess1,0.023130371625618453,-0.07166944577517523,-0.008347052460167672,0.09916225142193846,-0.022415946208084403,0.0064132562503082455,-0.04663463512596629,-0.1855542544430539,0.09099749551369728,0.10799305395955637,0.060433837986379746,0.03950105276669445
gamma_sess1,0.06249408832606152,-0.006287752719060994,-0.11639228151074979,0.03973886762207792,0.010631407466682728,-0.042663233548324984,-0.11301587896433264,-0.06600638735185498,-0.07696607903568876,-0.018914875055272586,-0.11364665063415506,0.09936457320578122
eta_sess1,-0.06854805416695382,-0.008560912017278044,0.0005591979589328015,-0.09835434559988859,0.038388243864522074,0.0057935514376308336,0.0030782211701243824,0.18613869669083496,-0.09334485132552152,-0.02162660639890014,-0.01517414250138042,0.03835340296526904
alpha_sess2,0.07092637872314217,0.05590035743064065,-0.0076474553617522706,-0.02055701421457692,0.019144258153862996,-0.11379599653515264,0.054004406802205654,0.07756875254334272,0.06886248322145327,-0.055999115584762546,0.041731560478783666,-0.1148052250687286
tau_sess2,0.06165712036025778,-0.009781888402298551,-0.009452917875393844,-0.03169084915727394,0.05962925319825138,-0.057279924696746615,0.0912641067358067,0.0414001268899996,0.13286534622417898,0.019588864139425757,0.05396760374083453,0.06472127431550649
gamma_sess2,0.074171961224239,0.06926871353109415,-0.21730734976536306,-0.01627701201852202,-0.09348231397155625,0.08101586129778543,0.19040967973387193,-0.1804676831844115,0.02010436970826016,-0.05986275683644202,0.06292886466768918,0.10667337864523727
eta_sess2,-0.08638930899887089,-0.0016157081923392276,-0.0760825487293251,-0.06345344272013916,-0.015160624111097485,0.015988931872069845,-0.0659016028468779,-0.04935641519104269,-0.1139604885924325,-0.010438372278326127,-0.04733038189057071,-0.006320454790393395
