trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime
1.0,LP,13.596,,1.589,1.589,0.0,0.0,1.59,0.001
2.0,LP,2.312,5.409,0.652,2.97,2.0,2.0,6.061,3.091
3.0,LP,1.203,8.778,0.696,1.906,2.0,4.0,9.474,7.568
4.0,LP,7.65,,4.831,4.831,0.0,4.0,15.814,10.983
5.0,LP,4.253,21.571,0.708,4.963,2.0,6.0,22.279,17.316
6.0,LP,0.206,24.029,0.811,1.03,2.0,8.0,24.84,23.81
7.0,LP,13.596,,7.419,7.419,0.0,8.0,33.76,26.341
8.0,LP,23.999,,4.86,4.86,0.0,8.0,40.128,35.268
9.0,LP,0.206,41.838,0.708,0.915,2.0,10.0,42.546,41.631
10.0,LP,23.999,,3.251,3.251,0.0,10.0,47.311,44.06
11.0,LP,1.203,50.024,0.626,1.838,2.0,12.0,50.65,48.812
12.0,LP,0.206,52.359,1.178,1.385,2.0,14.0,53.537,52.152
13.0,LP,4.253,,3.983,3.983,0.0,14.0,59.021,55.038
14.0,LP,7.65,,2.477,2.477,0.0,14.0,63.003,60.526
15.0,LP,0.569,65.075,0.783,1.354,2.0,16.0,65.858,64.504
16.0,LP,1.203,,1.005,1.005,0.0,16.0,68.364,67.359
17.0,LP,13.596,,2.519,2.519,0.0,16.0,72.388,69.869
18.0,LP,7.65,,5.092,5.092,0.0,16.0,78.993,73.901
19.0,LP,2.312,,1.682,1.682,0.0,16.0,82.179,80.497
20.0,LP,2.312,86.029,0.702,3.038,2.0,18.0,86.731,83.693
21.0,LP,0.206,88.439,0.75,0.957,2.0,20.0,89.189,88.232
22.0,LP,0.206,90.897,0.752,0.96,2.0,22.0,91.649,90.689
23.0,LP,7.65,,1.481,1.481,0.0,22.0,94.63,93.149
24.0,LP,23.999,,1.81,1.81,0.0,22.0,97.941,96.131
25.0,LP,13.596,,2.023,2.023,0.0,22.0,101.465,99.442
26.0,LP,1.203,104.188,0.769,1.987,2.0,24.0,104.957,102.97
27.0,LP,1.203,107.668,0.746,1.957,2.0,26.0,108.414,106.457
28.0,LP,2.312,112.228,0.788,3.1,2.0,28.0,113.016,109.916
29.0,LP,23.999,,3.313,3.313,0.0,28.0,117.83,114.517
30.0,LP,2.312,121.655,0.243,2.566,2.0,30.0,121.898,119.332
31.0,LP,7.65,,2.457,2.457,0.0,30.0,125.863,123.406
32.0,LP,7.65,,1.867,1.867,0.0,30.0,129.233,127.366
33.0,LP,1.203,131.962,0.666,1.884,2.0,32.0,132.628,130.744
34.0,LP,4.253,,3.651,3.651,0.0,32.0,137.78,134.129
35.0,LP,1.203,,0.208,0.208,0.0,32.0,139.489,139.281
36.0,LP,23.999,,6.475,6.475,0.0,32.0,147.474,140.999
