trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime
1.0,LP,23.999,,3.489,3.489,0.0,0.0,3.49,0.001
2.0,LP,4.253,9.244,1.101,5.355,2.0,2.0,10.345,4.99
3.0,LP,1.203,13.08,7.785,8.991,2.0,4.0,20.865,11.874
4.0,LP,23.999,,4.496,4.496,0.0,4.0,26.863,22.367
5.0,LP,7.65,,6.682,6.682,0.0,4.0,35.047,28.365
6.0,LP,4.253,40.801,0.882,5.136,2.0,6.0,41.683,36.547
7.0,LP,0.569,43.787,0.859,1.463,2.0,8.0,44.646,43.183
8.0,LP,0.569,46.717,0.709,1.279,2.0,10.0,47.426,46.147
9.0,LP,23.999,,3.079,3.079,0.0,10.0,52.005,48.926
10.0,LP,23.999,,6.897,6.897,0.0,10.0,60.402,53.505
11.0,LP,13.596,,6.924,6.924,0.0,10.0,68.826,61.902
12.0,LP,2.312,72.718,0.812,3.125,2.0,12.0,73.53,70.405
13.0,LP,7.65,,3.652,3.652,0.0,12.0,78.684,75.032
14.0,LP,1.203,81.389,0.658,1.861,2.0,14.0,82.047,80.186
15.0,LP,4.253,87.811,1.015,5.278,2.0,16.0,88.826,83.548
16.0,LP,13.596,,10.602,10.602,0.0,16.0,100.929,90.327
17.0,LP,1.203,,1.107,1.107,0.0,16.0,103.59,102.483
18.0,LP,7.65,,7.108,7.108,0.0,16.0,112.214,105.106
19.0,LP,7.65,,5.599,5.599,0.0,16.0,119.326,113.727
20.0,LP,13.596,,6.82,6.82,0.0,16.0,127.647,120.827
21.0,LP,4.253,,2.217,2.217,0.0,16.0,131.366,129.149
22.0,LP,23.999,,10.699,10.699,0.0,16.0,143.566,132.867
23.0,LP,0.206,145.321,1.025,1.279,2.0,18.0,146.346,145.067
24.0,LP,23.999,,18.782,18.782,0.0,18.0,166.628,147.846
25.0,LP,1.203,,0.931,0.931,0.0,18.0,169.066,168.135
26.0,LP,1.203,171.783,0.782,1.986,2.0,20.0,172.565,170.579
27.0,LP,2.312,,0.678,0.678,0.0,20.0,174.745,174.067
28.0,LP,0.206,176.456,0.954,1.16,2.0,22.0,177.41,176.25
29.0,LP,2.312,181.236,0.729,3.041,2.0,24.0,181.965,178.924
30.0,LP,13.596,,4.782,4.782,0.0,24.0,188.248,183.466
31.0,LP,23.999,,6.079,6.079,0.0,24.0,195.827,189.748
32.0,LP,2.312,199.641,0.928,3.241,2.0,26.0,200.569,197.328
33.0,LP,4.253,206.323,1.524,5.778,2.0,28.0,207.847,202.069
34.0,LP,0.206,209.555,0.771,0.978,2.0,30.0,210.326,209.348
35.0,LP,4.253,216.09,0.837,5.091,2.0,32.0,216.927,211.836
36.0,LP,7.65,226.082,0.773,8.427,2.0,34.0,226.855,218.428
37.0,LP,0.206,228.563,0.951,1.158,2.0,36.0,229.514,228.356
