trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime
1.0,LP,13.596,,12.003,12.003,0.0,0.0,12.006,0.003
2.0,LP,2.312,15.844,0.59,2.905,2.0,2.0,16.434,13.529
3.0,LP,1.203,19.156,3.289,4.498,2.0,4.0,22.445,17.947
4.0,LP,7.65,31.601,0.464,8.117,2.0,6.0,32.065,23.948
5.0,LP,4.253,37.836,0.528,4.785,2.0,8.0,38.364,33.579
6.0,LP,0.206,40.093,5.439,5.657,2.0,10.0,45.532,39.875
7.0,LP,13.596,,6.716,6.716,0.0,10.0,53.75,47.034
8.0,LP,23.999,,7.14,7.14,0.0,10.0,62.402,55.262
9.0,LP,0.206,64.119,6.181,6.39,2.0,12.0,70.3,63.91
10.0,LP,23.999,,4.997,4.997,0.0,12.0,76.802,71.805
11.0,LP,1.203,79.537,3.715,4.935,2.0,14.0,83.252,78.317
12.0,LP,0.206,84.982,3.1,3.326,2.0,16.0,88.082,84.756
13.0,LP,4.253,93.855,0.367,4.628,2.0,18.0,94.222,89.594
14.0,LP,7.65,,2.697,2.697,0.0,18.0,98.426,95.729
15.0,LP,0.569,100.516,0.491,1.079,2.0,20.0,101.007,99.928
16.0,LP,1.203,103.722,4.316,5.527,2.0,22.0,108.038,102.511
17.0,LP,13.596,,2.829,2.829,0.0,22.0,112.37,109.541
18.0,LP,7.65,,4.983,4.983,0.0,22.0,118.877,113.894
19.0,LP,2.312,122.702,0.484,2.806,2.0,24.0,123.186,120.38
20.0,LP,2.312,127.023,1.725,4.044,2.0,26.0,128.748,124.704
21.0,LP,0.206,130.468,2.736,2.945,2.0,28.0,133.204,130.259
22.0,LP,0.206,134.919,2.068,2.279,2.0,30.0,136.987,134.708
23.0,LP,7.65,,2.175,2.175,0.0,30.0,140.674,138.499
24.0,LP,23.999,,7.105,7.105,0.0,30.0,149.294,142.189
25.0,LP,13.596,164.411,0.594,14.2,2.0,32.0,165.005,150.805
26.0,LP,1.203,167.716,2.0,3.207,2.0,34.0,169.716,166.509
27.0,LP,1.203,172.427,1.903,3.111,2.0,36.0,174.33,171.219
28.0,LP,2.312,178.15,0.935,3.251,2.0,38.0,179.085,175.834
29.0,LP,23.999,,7.645,7.645,0.0,38.0,188.242,180.597
30.0,LP,2.312,192.072,0.693,3.021,2.0,40.0,192.765,189.744
31.0,LP,7.65,,6.858,6.858,0.0,40.0,201.139,194.281
32.0,LP,7.65,210.297,0.446,8.101,2.0,42.0,210.743,202.642
33.0,LP,1.203,213.453,0.501,1.709,2.0,44.0,213.954,212.245
34.0,LP,4.253,219.714,0.441,4.699,2.0,46.0,220.155,215.456
35.0,LP,1.203,222.878,0.495,1.706,2.0,48.0,223.373,221.667
36.0,LP,23.999,,16.641,16.641,0.0,48.0,241.527,224.886
37.0,LP,0.569,243.609,1.369,1.943,2.0,50.0,244.978,243.035
38.0,LP,7.65,,5.127,5.127,0.0,50.0,251.612,246.485
39.0,LP,13.596,,7.878,7.878,0.0,50.0,260.994,253.116
