trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime
1.0,LP,13.596,,3.277,3.277,0.0,0.0,3.278,0.001
2.0,LP,2.312,7.1,0.458,2.772,2.0,2.0,7.558,4.786
3.0,LP,1.203,10.268,0.443,1.652,2.0,4.0,10.711,9.059
4.0,LP,7.65,,2.45,2.45,0.0,4.0,14.662,12.212
5.0,LP,4.253,,2.564,2.564,0.0,4.0,18.733,16.169
6.0,LP,0.206,20.45,0.507,0.719,2.0,6.0,20.957,20.238
7.0,LP,13.596,,2.752,2.752,0.0,6.0,25.215,22.463
8.0,LP,23.999,,2.673,2.673,0.0,6.0,29.389,26.716
9.0,LP,0.206,31.101,0.465,0.672,2.0,8.0,31.566,30.894
10.0,LP,23.999,,2.578,2.578,0.0,8.0,35.65,33.072
11.0,LP,1.203,38.362,0.54,1.748,2.0,10.0,38.902,37.154
12.0,LP,0.206,40.61,0.794,1.001,2.0,12.0,41.404,40.403
13.0,LP,4.253,,4.039,4.039,0.0,12.0,46.944,42.905
14.0,LP,7.65,,2.712,2.712,0.0,12.0,51.159,48.447
15.0,LP,0.569,53.235,0.528,1.098,2.0,14.0,53.763,52.665
16.0,LP,1.203,56.477,0.327,1.536,2.0,16.0,56.804,55.268
17.0,LP,13.596,,2.693,2.693,0.0,16.0,60.997,58.304
18.0,LP,7.65,,2.418,2.418,0.0,16.0,64.916,62.498
19.0,LP,2.312,,2.305,2.305,0.0,16.0,68.721,66.416
20.0,LP,2.312,72.539,0.063,2.379,2.0,18.0,72.602,70.223
21.0,LP,0.206,74.311,0.462,0.67,2.0,20.0,74.773,74.103
22.0,LP,0.206,76.491,0.378,0.592,2.0,22.0,76.869,76.277
23.0,LP,7.65,,1.722,1.722,0.0,22.0,80.097,78.375
24.0,LP,23.999,,2.097,2.097,0.0,22.0,83.7,81.603
25.0,LP,13.596,,2.608,2.608,0.0,22.0,87.811,85.203
26.0,LP,1.203,90.518,0.435,1.64,2.0,24.0,90.953,89.313
27.0,LP,1.203,93.668,0.487,1.694,2.0,26.0,94.155,92.461
28.0,LP,2.312,97.974,0.379,2.692,2.0,28.0,98.353,95.661
29.0,LP,23.999,,6.072,6.072,0.0,28.0,105.931,99.859
30.0,LP,2.312,,2.159,2.159,0.0,28.0,109.592,107.433
31.0,LP,7.65,,2.452,2.452,0.0,28.0,113.55,111.098
32.0,LP,7.65,,2.524,2.524,0.0,28.0,117.58,115.056
33.0,LP,1.203,120.299,0.509,1.72,2.0,30.0,120.808,119.088
34.0,LP,4.253,,2.003,2.003,0.0,30.0,124.312,122.309
35.0,LP,1.203,127.018,0.712,1.917,2.0,32.0,127.73,125.813
36.0,LP,23.999,,2.81,2.81,0.0,32.0,132.046,129.236
37.0,LP,0.569,134.119,0.562,1.131,2.0,34.0,134.681,133.55
38.0,LP,7.65,,1.444,1.444,0.0,34.0,137.629,136.185
39.0,LP,13.596,,2.621,2.621,0.0,34.0,141.752,139.131
40.0,LP,13.596,,2.507,2.507,0.0,34.0,145.765,143.258
41.0,LP,0.569,147.842,0.47,1.042,2.0,36.0,148.312,147.27
42.0,LP,23.999,,3.085,3.085,0.0,36.0,152.898,149.813
43.0,LP,4.253,,3.301,3.301,0.0,36.0,157.704,154.403
44.0,LP,2.312,161.518,0.338,2.651,2.0,38.0,161.856,159.205
45.0,LP,0.569,163.93,0.479,1.05,2.0,40.0,164.409,163.359
46.0,LP,0.206,166.118,0.401,0.609,2.0,42.0,166.519,165.91
47.0,LP,1.203,169.229,0.525,1.732,2.0,44.0,169.754,168.022
48.0,LP,0.569,171.828,0.514,1.085,2.0,46.0,172.342,171.257
49.0,LP,4.253,178.102,0.409,4.663,2.0,48.0,178.511,173.848
50.0,LP,0.569,180.587,0.563,1.138,2.0,50.0,181.15,180.012
51.0,LP,13.596,,0.834,0.834,0.0,50.0,183.486,182.652
52.0,LP,4.253,,1.519,1.519,0.0,50.0,186.511,184.992
53.0,LP,4.253,,1.936,1.936,0.0,50.0,189.948,188.012
54.0,LP,13.596,,1.749,1.749,0.0,50.0,193.197,191.448
55.0,LP,0.206,194.905,0.64,0.847,2.0,52.0,195.545,194.698
56.0,LP,0.569,197.623,0.499,1.072,2.0,54.0,198.122,197.05
57.0,LP,0.569,200.201,0.423,0.998,2.0,56.0,200.624,199.626
58.0,LP,2.312,,1.951,1.951,0.0,56.0,204.076,202.125
59.0,LP,4.253,,2.156,2.156,0.0,56.0,207.738,205.582
60.0,LP,23.999,,2.902,2.902,0.0,56.0,212.148,209.246
61.0,LP,7.65,,2.221,2.221,0.0,56.0,215.874,213.653
62.0,LP,0.206,217.591,0.48,0.691,2.0,58.0,218.071,217.38
63.0,LP,2.312,221.893,0.206,2.522,2.0,60.0,222.099,219.577
64.0,LP,13.596,,2.75,2.75,0.0,60.0,226.351,223.601
65.0,LP,1.203,229.065,0.363,1.572,2.0,62.0,229.428,227.856
66.0,LP,0.206,231.142,0.404,0.614,2.0,64.0,231.546,230.932
67.0,LP,23.999,,2.299,2.299,0.0,64.0,235.353,233.054
68.0,LP,23.999,,2.006,2.006,0.0,64.0,238.861,236.855
69.0,LP,2.312,242.681,0.225,2.542,2.0,66.0,242.906,240.364
