trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime
1.0,LP,23.999,,2.904,2.904,0.0,0.0,2.904,0.0
2.0,LP,4.253,8.68,0.432,4.703,2.0,2.0,9.112,4.409
3.0,LP,1.203,11.839,0.552,1.772,2.0,4.0,12.391,10.619
4.0,LP,23.999,,8.373,8.373,0.0,4.0,22.271,13.898
5.0,LP,7.65,31.45,0.493,8.153,2.0,6.0,31.943,23.79
6.0,LP,4.253,37.699,0.46,4.714,2.0,8.0,38.159,33.445
7.0,LP,0.569,40.259,0.628,1.208,2.0,10.0,40.887,39.679
8.0,LP,0.569,42.969,0.39,0.97,2.0,12.0,43.359,42.389
9.0,LP,23.999,,11.674,11.674,0.0,12.0,56.543,44.869
10.0,LP,23.999,,4.366,4.366,0.0,12.0,62.425,58.059
11.0,LP,13.596,,7.181,7.181,0.0,12.0,71.111,63.93
12.0,LP,2.312,74.949,0.5,2.82,2.0,14.0,75.449,72.629
13.0,LP,7.65,,4.338,4.338,0.0,14.0,81.287,76.949
14.0,LP,1.203,84.009,0.471,1.691,2.0,16.0,84.48,82.789
15.0,LP,4.253,90.248,0.432,4.691,2.0,18.0,90.68,85.989
16.0,LP,13.596,,4.506,4.506,0.0,18.0,96.695,92.189
17.0,LP,1.203,99.429,0.555,1.775,2.0,20.0,99.984,98.209
18.0,LP,7.65,,5.238,5.238,0.0,20.0,106.727,101.489
19.0,LP,7.65,,4.312,4.312,0.0,20.0,112.551,108.239
20.0,LP,13.596,,11.444,11.444,0.0,20.0,125.503,114.059
21.0,LP,4.253,131.279,0.713,4.973,2.0,22.0,131.992,127.019
22.0,LP,23.999,,5.316,5.316,0.0,22.0,138.815,133.499
23.0,LP,0.206,140.549,0.578,0.798,2.0,24.0,141.127,140.329
24.0,LP,23.999,,4.035,4.035,0.0,24.0,146.664,142.629
25.0,LP,1.203,149.393,0.447,1.663,2.0,26.0,149.84,148.177
