trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime
1.0,LP,23.999,,5.174,5.174,0.0,0.0,5.174,0.0
2.0,LP,4.253,10.938,0.384,4.639,2.0,2.0,11.322,6.683
3.0,LP,1.203,14.026,0.383,1.587,2.0,4.0,14.409,12.822
4.0,LP,23.999,,4.875,4.875,0.0,4.0,20.785,15.91
5.0,LP,7.65,,4.767,4.767,0.0,4.0,27.068,22.301
6.0,LP,4.253,,4.121,4.121,0.0,4.0,32.705,28.584
7.0,LP,0.569,34.799,0.657,1.24,2.0,6.0,35.456,34.216
8.0,LP,0.569,37.551,0.49,1.072,2.0,8.0,38.041,36.969
9.0,LP,23.999,,3.44,3.44,0.0,8.0,42.985,39.545
10.0,LP,23.999,,3.76,3.76,0.0,8.0,48.26,44.5
11.0,LP,13.596,,3.642,3.642,0.0,8.0,53.41,49.768
12.0,LP,2.312,57.227,0.448,2.76,2.0,10.0,57.675,54.915
13.0,LP,7.65,,3.005,3.005,0.0,10.0,62.19,59.185
14.0,LP,1.203,64.915,0.448,1.661,2.0,12.0,65.363,63.702
15.0,LP,4.253,,2.866,2.866,0.0,12.0,69.734,66.868
16.0,LP,13.596,,3.269,3.269,0.0,12.0,74.504,71.235
17.0,LP,1.203,77.22,0.451,1.656,2.0,14.0,77.671,76.015
18.0,LP,7.65,,2.47,2.47,0.0,14.0,81.654,79.184
19.0,LP,7.65,,3.212,3.212,0.0,14.0,86.38,83.168
20.0,LP,13.596,,3.612,3.612,0.0,14.0,91.496,87.884
21.0,LP,4.253,,2.578,2.578,0.0,14.0,95.577,92.999
22.0,LP,23.999,,2.911,2.911,0.0,14.0,99.994,97.083
23.0,LP,0.206,101.716,0.576,0.792,2.0,16.0,102.292,101.5
24.0,LP,23.999,,3.283,3.283,0.0,16.0,107.084,103.801
25.0,LP,1.203,109.816,0.421,1.637,2.0,18.0,110.237,108.6
26.0,LP,1.203,112.942,0.379,1.583,2.0,20.0,113.321,111.738
27.0,LP,2.312,117.135,0.418,2.731,2.0,22.0,117.553,114.822
28.0,LP,0.206,119.284,0.518,0.733,2.0,24.0,119.802,119.069
29.0,LP,2.312,123.628,0.382,2.695,2.0,26.0,124.01,121.315
30.0,LP,13.596,,3.295,3.295,0.0,26.0,128.811,125.516
31.0,LP,23.999,,3.028,3.028,0.0,26.0,133.343,130.315
32.0,LP,2.312,137.168,0.446,2.765,2.0,28.0,137.614,134.849
33.0,LP,4.253,,2.768,2.768,0.0,28.0,141.887,139.119
34.0,LP,0.206,143.616,0.597,0.813,2.0,30.0,144.213,143.4
35.0,LP,4.253,,2.591,2.591,0.0,30.0,148.306,145.715
36.0,LP,7.65,,2.969,2.969,0.0,30.0,152.786,149.817
37.0,LP,0.206,154.516,0.545,0.762,2.0,32.0,155.061,154.299
38.0,LP,13.596,,2.851,2.851,0.0,32.0,159.42,156.569
39.0,LP,13.596,,2.504,2.504,0.0,32.0,163.425,160.921
40.0,LP,0.206,165.133,0.471,0.677,2.0,34.0,165.604,164.927
41.0,LP,7.65,,2.511,2.511,0.0,34.0,169.627,167.116
42.0,LP,2.312,,2.197,2.197,0.0,34.0,173.326,171.129
43.0,LP,0.569,175.4,0.359,0.932,2.0,36.0,175.759,174.827
44.0,LP,0.206,177.483,0.39,0.604,2.0,38.0,177.873,177.269
45.0,LP,1.203,180.6,0.364,1.58,2.0,40.0,180.964,179.384
46.0,LP,13.596,,1.178,1.178,0.0,40.0,183.647,182.469
47.0,LP,7.65,,1.645,1.645,0.0,40.0,186.792,185.147
48.0,LP,23.999,,2.003,2.003,0.0,40.0,190.303,188.3
49.0,LP,0.569,192.4,0.427,1.011,2.0,42.0,192.827,191.816
50.0,LP,1.203,,1.067,1.067,0.0,42.0,195.395,194.328
51.0,LP,0.569,197.469,0.398,0.971,2.0,44.0,197.867,196.896
52.0,LP,7.65,,1.414,1.414,0.0,44.0,200.783,199.369
53.0,LP,0.569,202.869,0.371,0.946,2.0,46.0,203.24,202.294
54.0,LP,2.312,,1.484,1.484,0.0,46.0,206.225,204.741
55.0,LP,23.999,,1.575,1.575,0.0,46.0,209.301,207.726
56.0,LP,4.253,,1.746,1.746,0.0,46.0,212.561,210.815
57.0,LP,2.312,,1.932,1.932,0.0,46.0,216.001,214.069
58.0,LP,1.203,218.72,0.38,1.584,2.0,48.0,219.1,217.516
59.0,LP,0.206,220.822,0.456,0.663,2.0,50.0,221.278,220.615
60.0,LP,0.206,223.001,0.386,0.603,2.0,52.0,223.387,222.784
61.0,LP,0.569,225.468,0.393,0.973,2.0,54.0,225.861,224.888
62.0,LP,13.596,,2.083,2.083,0.0,54.0,229.452,227.369
63.0,LP,0.569,231.524,0.375,0.945,2.0,56.0,231.899,230.954
64.0,LP,4.253,,1.481,1.481,0.0,56.0,234.881,233.4
65.0,LP,4.253,,1.543,1.543,0.0,56.0,237.927,236.384
66.0,LP,0.569,240.0,0.43,1.002,2.0,58.0,240.43,239.428
67.0,LP,0.206,242.146,0.368,0.583,2.0,60.0,242.514,241.931
68.0,LP,4.253,,0.928,0.928,0.0,60.0,244.944,244.016
69.0,LP,23.999,,1.383,1.383,0.0,60.0,247.828,246.445
70.0,LP,23.999,,1.583,1.583,0.0,60.0,250.912,249.329
71.0,LP,0.206,252.626,0.393,0.6,2.0,62.0,253.019,252.419
72.0,LP,13.596,,1.765,1.765,0.0,62.0,256.285,254.52
73.0,LP,0.206,258.016,0.558,0.774,2.0,64.0,258.574,257.8
74.0,LP,7.65,,1.077,1.077,0.0,64.0,261.161,260.084
75.0,LP,7.65,,1.5,1.5,0.0,64.0,264.168,262.668
76.0,LP,0.206,265.901,0.478,0.695,2.0,66.0,266.379,265.684
77.0,LP,1.203,269.101,0.367,1.584,2.0,68.0,269.468,267.884
78.0,LP,1.203,272.2,0.019,1.235,2.0,70.0,272.219,270.984
79.0,LP,4.253,,2.1,2.1,0.0,70.0,275.82,273.72
80.0,LP,1.203,278.526,0.453,1.657,2.0,72.0,278.979,277.322
81.0,LP,0.206,280.701,0.427,0.644,2.0,74.0,281.128,280.484
82.0,LP,0.206,282.835,0.346,0.552,2.0,76.0,283.181,282.629
83.0,LP,2.312,,1.848,1.848,0.0,76.0,286.532,284.684
84.0,LP,2.312,,1.655,1.655,0.0,76.0,289.688,288.033
85.0,LP,0.569,291.784,0.344,0.929,2.0,78.0,292.128,291.199
86.0,LP,1.203,294.849,0.353,1.557,2.0,80.0,295.202,293.645
87.0,LP,0.569,297.3,0.337,0.923,2.0,82.0,297.637,296.714
88.0,LP,4.253,,1.91,1.91,0.0,82.0,301.056,299.146
89.0,LP,13.596,,1.593,1.593,0.0,82.0,304.16,302.567
90.0,LP,4.253,,2.069,2.069,0.0,82.0,307.737,305.668
91.0,LP,4.253,,2.025,2.025,0.0,82.0,311.263,309.238
92.0,LP,0.206,312.984,0.382,0.599,2.0,84.0,313.366,312.767
93.0,LP,23.999,,2.81,2.81,0.0,84.0,317.678,314.868
94.0,LP,1.203,320.4,0.428,1.644,2.0,86.0,320.828,319.184
95.0,LP,23.999,,2.265,2.265,0.0,86.0,324.595,322.33
96.0,LP,0.569,326.684,0.311,0.895,2.0,88.0,326.995,326.1
97.0,LP,0.569,329.076,0.519,1.095,2.0,90.0,329.595,328.5
98.0,LP,23.999,,1.444,1.444,0.0,90.0,332.545,331.101
99.0,LP,13.596,,1.531,1.531,0.0,90.0,335.576,334.045
100.0,LP,0.569,337.668,0.383,0.967,2.0,92.0,338.051,337.084
101.0,LP,2.312,,1.535,1.535,0.0,92.0,341.087,339.552
102.0,LP,13.596,,1.518,1.518,0.0,92.0,344.118,342.6
103.0,LP,7.65,,1.897,1.897,0.0,92.0,347.516,345.619
104.0,LP,4.253,,1.635,1.635,0.0,92.0,350.653,349.018
105.0,LP,7.65,,1.668,1.668,0.0,92.0,353.83,352.162
106.0,LP,2.312,,1.763,1.763,0.0,92.0,357.093,355.33
107.0,LP,23.999,,1.822,1.822,0.0,92.0,360.422,358.6
108.0,LP,2.312,,1.757,1.757,0.0,92.0,363.68,361.923
109.0,LP,4.253,,1.766,1.766,0.0,92.0,366.952,365.186
110.0,LP,2.312,,1.634,1.634,0.0,92.0,370.087,368.453
111.0,LP,1.203,372.816,0.439,1.655,2.0,94.0,373.255,371.6
112.0,LP,7.65,,1.806,1.806,0.0,94.0,376.575,374.769
113.0,LP,1.203,379.3,0.334,1.551,2.0,96.0,379.634,378.083
114.0,LP,2.312,,2.03,2.03,0.0,96.0,383.166,381.136
115.0,LP,7.65,,1.866,1.866,0.0,96.0,386.535,384.669
116.0,LP,23.999,,1.619,1.619,0.0,96.0,389.655,388.036
117.0,LP,7.65,,2.276,2.276,0.0,96.0,393.444,391.168
118.0,LP,0.569,395.517,0.435,1.005,2.0,98.0,395.952,394.947
119.0,LP,7.65,,2.087,2.087,0.0,98.0,399.54,397.453
120.0,LP,13.596,,1.711,1.711,0.0,98.0,402.763,401.052
121.0,LP,2.312,,1.941,1.941,0.0,98.0,406.211,404.27
122.0,LP,0.206,407.923,0.629,0.836,2.0,100.0,408.552,407.716
