trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime
1.0,LP,23.999,,8.164,8.164,0.0,0.0,8.164,0.0
2.0,LP,4.253,13.919,0.534,4.787,2.0,2.0,14.453,9.666
3.0,LP,1.203,17.158,0.432,1.635,2.0,4.0,17.59,15.955
4.0,LP,23.999,,9.304,9.304,0.0,4.0,28.396,19.092
5.0,LP,7.65,,7.259,7.259,0.0,4.0,37.157,29.898
6.0,LP,4.253,42.915,0.384,4.638,2.0,6.0,43.299,38.661
7.0,LP,0.569,45.375,0.957,1.529,2.0,8.0,46.332,44.803
8.0,LP,0.569,,0.446,0.446,0.0,8.0,48.279,47.833
9.0,LP,23.999,,8.966,8.966,0.0,8.0,58.746,49.78
10.0,LP,23.999,,6.97,6.97,0.0,8.0,67.218,60.248
11.0,LP,13.596,,8.942,8.942,0.0,8.0,77.66,68.718
12.0,LP,2.312,81.488,0.379,2.692,2.0,10.0,81.867,79.175
13.0,LP,7.65,,6.807,6.807,0.0,10.0,90.175,83.368
14.0,LP,1.203,92.898,0.824,2.038,2.0,12.0,93.722,91.684
15.0,LP,4.253,99.478,0.402,4.656,2.0,14.0,99.88,95.224
16.0,LP,13.596,,9.118,9.118,0.0,14.0,110.499,101.381
17.0,LP,1.203,113.217,0.472,1.676,2.0,16.0,113.689,112.013
18.0,LP,7.65,122.84,0.402,8.052,2.0,18.0,123.242,115.19
19.0,LP,7.65,132.397,0.532,8.183,2.0,20.0,132.929,124.746
20.0,LP,13.596,,6.127,6.127,0.0,20.0,140.558,134.431
21.0,LP,4.253,146.321,0.41,4.664,2.0,22.0,146.731,142.067
22.0,LP,23.999,,7.807,7.807,0.0,22.0,156.041,148.234
23.0,LP,0.206,157.758,0.441,0.656,2.0,24.0,158.199,157.543
24.0,LP,23.999,,12.71,12.71,0.0,24.0,172.41,159.7
25.0,LP,1.203,175.115,0.493,1.697,2.0,26.0,175.608,173.911
26.0,LP,1.203,178.314,0.407,1.612,2.0,28.0,178.721,177.109
27.0,LP,2.312,182.536,0.567,2.881,2.0,30.0,183.103,180.222
28.0,LP,0.206,184.818,0.375,0.582,2.0,32.0,185.193,184.611
29.0,LP,2.312,189.01,0.86,3.175,2.0,34.0,189.87,186.695
30.0,LP,13.596,,7.548,7.548,0.0,34.0,198.923,191.375
31.0,LP,23.999,,5.344,5.344,0.0,34.0,205.771,200.427
32.0,LP,2.312,209.589,0.353,2.667,2.0,36.0,209.942,207.275
33.0,LP,4.253,215.7,0.362,4.617,2.0,38.0,216.062,211.445
34.0,LP,0.206,217.786,0.383,0.604,2.0,40.0,218.169,217.565
35.0,LP,4.253,223.929,0.408,4.662,2.0,42.0,224.337,219.675
36.0,LP,7.65,233.5,0.384,8.045,2.0,44.0,233.884,225.839
37.0,LP,0.206,235.605,0.415,0.634,2.0,46.0,236.02,235.386
38.0,LP,13.596,,6.181,6.181,0.0,46.0,243.702,237.521
39.0,LP,13.596,,6.591,6.591,0.0,46.0,251.807,245.216
40.0,LP,0.206,253.519,0.358,0.568,2.0,48.0,253.877,253.309
41.0,LP,7.65,,7.256,7.256,0.0,48.0,262.636,255.38
42.0,LP,2.312,266.466,0.417,2.733,2.0,50.0,266.883,264.15
43.0,LP,0.569,268.961,0.399,0.973,2.0,52.0,269.36,268.387
44.0,LP,0.206,271.075,0.364,0.578,2.0,54.0,271.439,270.861
45.0,LP,1.203,274.153,0.361,1.574,2.0,56.0,274.514,272.94
46.0,LP,13.596,,7.002,7.002,0.0,56.0,283.017,276.015
47.0,LP,7.65,292.183,0.391,8.054,2.0,58.0,292.574,284.52
48.0,LP,23.999,,6.185,6.185,0.0,58.0,300.264,294.079
49.0,LP,0.569,302.338,0.428,0.999,2.0,60.0,302.766,301.767
50.0,LP,1.203,305.476,0.346,1.553,2.0,62.0,305.822,304.269
51.0,LP,0.569,307.91,0.354,0.939,2.0,64.0,308.264,307.325
52.0,LP,7.65,,5.643,5.643,0.0,64.0,315.409,309.766
53.0,LP,0.569,317.492,0.459,1.041,2.0,66.0,317.951,316.91
54.0,LP,2.312,321.767,0.424,2.739,2.0,68.0,322.191,319.452
55.0,LP,23.999,,10.702,10.702,0.0,68.0,334.397,323.695
56.0,LP,4.253,340.158,0.402,4.657,2.0,70.0,340.56,335.903
57.0,LP,2.312,344.376,0.393,2.706,2.0,72.0,344.769,342.063
58.0,LP,1.203,347.49,0.387,1.603,2.0,74.0,347.877,346.274
59.0,LP,0.206,349.595,0.363,0.58,2.0,76.0,349.958,349.378
60.0,LP,0.206,351.672,0.38,0.592,2.0,78.0,352.052,351.46
61.0,LP,0.569,354.136,0.373,0.956,2.0,80.0,354.509,353.553
62.0,LP,13.596,,3.999,3.999,0.0,80.0,360.011,356.012
63.0,LP,0.569,362.083,0.673,1.243,2.0,82.0,362.756,361.513
64.0,LP,4.253,,3.693,3.693,0.0,82.0,367.953,364.26
65.0,LP,4.253,373.709,0.436,4.691,2.0,84.0,374.145,369.454
66.0,LP,0.569,376.218,0.772,1.343,2.0,86.0,376.99,375.647
67.0,LP,0.206,378.714,0.505,0.717,2.0,88.0,379.219,378.502
68.0,LP,4.253,384.975,0.361,4.615,2.0,90.0,385.336,380.721
69.0,LP,23.999,,4.154,4.154,0.0,90.0,390.993,386.839
70.0,LP,23.999,,4.379,4.379,0.0,90.0,396.886,392.507
71.0,LP,0.206,398.614,0.396,0.608,2.0,92.0,399.01,398.402
72.0,LP,13.596,,5.086,5.086,0.0,92.0,405.597,400.511
73.0,LP,0.206,407.306,0.353,0.56,2.0,94.0,407.659,407.099
74.0,LP,7.65,,3.944,3.944,0.0,94.0,413.105,409.161
75.0,LP,7.65,,4.555,4.555,0.0,94.0,419.161,414.606
76.0,LP,0.206,420.878,0.4,0.615,2.0,96.0,421.278,420.663
77.0,LP,1.203,424.004,0.41,1.618,2.0,98.0,424.414,422.796
78.0,LP,1.203,427.121,0.431,1.636,2.0,100.0,427.552,425.916
79.0,LP,4.253,433.307,0.422,4.677,2.0,102.0,433.729,429.052
80.0,LP,1.203,436.435,0.433,1.638,2.0,104.0,436.868,435.23
81.0,LP,0.206,438.59,0.364,0.582,2.0,106.0,438.954,438.372
82.0,LP,0.206,440.668,0.354,0.565,2.0,108.0,441.022,440.457
83.0,LP,2.312,444.836,0.376,2.689,2.0,110.0,445.212,442.523
84.0,LP,2.312,449.027,0.373,2.687,2.0,112.0,449.4,446.713
85.0,LP,0.569,451.487,0.439,1.021,2.0,114.0,451.926,450.905
86.0,LP,1.203,454.634,0.431,1.636,2.0,116.0,455.065,453.429
87.0,LP,0.569,457.157,0.476,1.063,2.0,118.0,457.633,456.57
88.0,LP,4.253,463.407,0.402,4.668,2.0,120.0,463.809,459.141
89.0,LP,13.596,,2.546,2.546,0.0,120.0,467.86,465.314
90.0,LP,4.253,473.619,0.433,4.689,2.0,122.0,474.052,469.363
91.0,LP,4.253,,3.657,3.657,0.0,122.0,479.213,475.556
92.0,LP,0.206,480.924,0.409,0.618,2.0,124.0,481.333,480.715
93.0,LP,23.999,,8.533,8.533,0.0,124.0,491.367,482.834
94.0,LP,1.203,,1.082,1.082,0.0,124.0,493.951,492.869
95.0,LP,23.999,,0.637,0.637,0.0,124.0,496.103,495.466
96.0,LP,0.569,498.184,0.802,1.381,2.0,126.0,498.986,497.605
97.0,LP,0.569,501.068,0.417,0.989,2.0,128.0,501.485,500.496
98.0,LP,23.999,,4.48,4.48,0.0,128.0,507.473,502.993
99.0,LP,13.596,,2.91,2.91,0.0,128.0,511.884,508.974
100.0,LP,0.569,513.958,0.499,1.072,2.0,130.0,514.457,513.385
101.0,LP,2.312,518.283,0.414,2.739,2.0,132.0,518.697,515.958
102.0,LP,13.596,,5.675,5.675,0.0,132.0,525.875,520.2
103.0,LP,7.65,,3.589,3.589,0.0,132.0,530.97,527.381
104.0,LP,4.253,536.752,0.379,4.646,2.0,134.0,537.131,532.485
105.0,LP,7.65,,5.338,5.338,0.0,134.0,543.973,538.635
106.0,LP,2.312,547.789,0.427,2.74,2.0,136.0,548.216,545.476
107.0,LP,23.999,,3.971,3.971,0.0,136.0,553.689,549.718
108.0,LP,2.312,557.517,0.647,2.962,2.0,138.0,558.164,555.202
109.0,LP,4.253,563.923,0.413,4.669,2.0,140.0,564.336,559.667
110.0,LP,2.312,568.163,0.352,2.678,2.0,142.0,568.515,565.837
111.0,LP,1.203,571.222,0.758,1.963,2.0,144.0,571.98,570.017
112.0,LP,7.65,,3.577,3.577,0.0,144.0,577.063,573.486
113.0,LP,1.203,579.779,0.413,1.619,2.0,146.0,580.192,578.573
114.0,LP,2.312,584.008,0.433,2.746,2.0,148.0,584.441,581.695
115.0,LP,7.65,,4.448,4.448,0.0,148.0,590.4,585.952
116.0,LP,23.999,,5.588,5.588,0.0,148.0,597.492,591.904
1.0,HP,9.0,,1.687,1.687,0.0,148.0,1.687,0.0
2.0,HP,10.5,,6.813,6.813,0.0,148.0,10.001,3.188
3.0,HP,3.0,14.504,0.438,3.439,2.0,150.0,14.942,11.503
4.0,HP,4.5,20.948,0.514,5.019,2.0,152.0,21.462,16.443
5.0,HP,3.0,25.967,0.831,3.833,2.0,154.0,26.798,22.965
6.0,HP,12.0,,5.709,5.709,0.0,154.0,34.011,28.302
7.0,HP,10.5,,3.843,3.843,0.0,154.0,39.355,35.512
8.0,HP,10.5,,5.381,5.381,0.0,154.0,46.237,40.856
9.0,HP,12.0,,8.755,8.755,0.0,154.0,56.493,47.738
10.0,HP,6.0,64.007,0.413,6.425,2.0,156.0,64.42,57.995
11.0,HP,12.0,,6.517,6.517,0.0,156.0,72.438,65.921
12.0,HP,9.0,,6.888,6.888,0.0,156.0,80.83,73.942
13.0,HP,1.5,83.833,0.439,1.94,2.0,158.0,84.272,82.332
14.0,HP,6.0,91.778,0.5,6.501,2.0,160.0,92.278,85.777
15.0,HP,6.0,99.792,0.442,6.446,2.0,162.0,100.234,93.788
16.0,HP,10.5,,5.747,5.747,0.0,162.0,107.482,101.735
17.0,HP,7.5,116.498,0.497,8.011,2.0,164.0,116.995,108.984
18.0,HP,1.5,120.003,0.762,2.265,2.0,166.0,120.765,118.5
19.0,HP,4.5,126.779,0.413,4.915,2.0,168.0,127.192,122.277
20.0,HP,4.5,133.213,0.537,5.045,2.0,170.0,133.75,128.705
21.0,HP,6.0,141.256,0.412,6.415,2.0,172.0,141.668,135.253
22.0,HP,7.5,150.674,0.542,8.043,2.0,174.0,151.216,143.173
23.0,HP,7.5,,7.256,7.256,0.0,174.0,159.973,152.717
24.0,HP,9.0,,8.006,8.006,0.0,174.0,169.48,161.474
25.0,HP,12.0,,5.548,5.548,0.0,174.0,176.53,170.982
26.0,HP,12.0,,6.68,6.68,0.0,174.0,184.711,178.031
27.0,HP,3.0,189.214,0.499,3.501,2.0,176.0,189.713,186.212
28.0,HP,7.5,,6.169,6.169,0.0,176.0,197.383,191.214
