trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime
1.0,LP,13.596,,9.127,9.127,0.0,0.0,9.128,0.001
2.0,LP,2.312,12.953,0.503,2.816,2.0,2.0,13.456,10.64
3.0,LP,1.203,16.17,0.341,1.545,2.0,4.0,16.511,14.966
4.0,LP,7.65,25.664,0.329,7.981,2.0,6.0,25.993,18.012
5.0,LP,4.253,31.748,0.324,4.578,2.0,8.0,32.072,27.494
6.0,LP,0.206,33.786,0.43,0.636,2.0,10.0,34.216,33.58
7.0,LP,13.596,49.313,0.391,13.988,2.0,12.0,49.704,35.716
8.0,LP,23.999,,12.012,12.012,0.0,12.0,63.216,51.204
9.0,LP,0.206,64.939,0.413,0.621,2.0,14.0,65.352,64.731
10.0,LP,23.999,,3.371,3.371,0.0,14.0,70.224,66.853
11.0,LP,1.203,72.928,0.392,1.595,2.0,16.0,73.32,71.725
12.0,LP,0.206,75.038,0.458,0.675,2.0,18.0,75.496,74.821
13.0,LP,4.253,81.25,0.342,4.596,2.0,20.0,81.592,76.996
14.0,LP,7.65,,3.518,3.518,0.0,20.0,86.624,83.106
15.0,LP,0.569,88.706,0.302,0.871,2.0,22.0,89.008,88.137
16.0,LP,1.203,91.719,0.273,1.478,2.0,24.0,91.992,90.514
17.0,LP,13.596,,8.844,8.844,0.0,24.0,102.344,93.5
18.0,LP,7.65,,3.428,3.428,0.0,24.0,107.28,103.852
19.0,LP,2.312,111.099,0.389,2.708,2.0,26.0,111.488,108.78
20.0,LP,2.312,115.308,0.372,2.688,2.0,28.0,115.68,112.992
21.0,LP,0.206,117.404,0.388,0.602,2.0,30.0,117.792,117.19
22.0,LP,0.206,119.5,0.308,0.515,2.0,32.0,119.808,119.293
23.0,LP,7.65,128.96,0.512,8.164,2.0,34.0,129.472,121.308
24.0,LP,23.999,,7.395,7.395,0.0,34.0,138.368,130.973
25.0,LP,13.596,,1.604,1.604,0.0,34.0,141.48,139.876
26.0,LP,1.203,144.199,0.353,1.57,2.0,36.0,144.552,142.982
27.0,LP,1.203,147.271,0.401,1.618,2.0,38.0,147.672,146.054
28.0,LP,2.312,151.485,0.371,2.683,2.0,40.0,151.856,149.173
29.0,LP,23.999,,12.555,12.555,0.0,40.0,165.912,153.357
30.0,LP,2.312,169.726,0.426,2.738,2.0,42.0,170.152,167.414
31.0,LP,7.65,,5.019,5.019,0.0,42.0,176.672,171.653
32.0,LP,7.65,,1.611,1.611,0.0,42.0,179.784,178.173
33.0,LP,1.203,182.503,0.297,1.515,2.0,44.0,182.8,181.285
34.0,LP,4.253,,1.985,1.985,0.0,44.0,186.296,184.311
35.0,LP,1.203,189.029,1.131,2.349,2.0,46.0,190.16,187.811
36.0,LP,23.999,,5.995,5.995,0.0,46.0,197.656,191.661
