trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime
1.0,LP,13.596,,1.298,1.298,0.0,0.0,1.299,0.001
2.0,LP,2.312,5.14,0.607,2.937,2.0,2.0,5.747,2.81
3.0,LP,1.203,8.469,0.707,1.917,2.0,4.0,9.176,7.259
4.0,LP,7.65,,4.65,4.65,0.0,4.0,15.335,10.685
5.0,LP,4.253,,2.463,2.463,0.0,4.0,19.302,16.839
6.0,LP,0.206,21.039,0.718,0.938,2.0,6.0,21.757,20.819
7.0,LP,13.596,,5.409,5.409,0.0,6.0,28.668,23.259
8.0,LP,23.999,,3.315,3.315,0.0,6.0,33.494,30.179
9.0,LP,0.206,35.219,0.55,0.77,2.0,8.0,35.769,34.999
10.0,LP,23.999,,6.528,6.528,0.0,8.0,43.817,37.289
11.0,LP,1.203,46.539,0.343,1.558,2.0,10.0,46.882,45.324
12.0,LP,0.206,48.609,0.674,0.894,2.0,12.0,49.283,48.389
13.0,LP,4.253,55.068,0.534,4.803,2.0,14.0,55.602,50.799
14.0,LP,7.65,64.779,0.476,8.146,2.0,16.0,65.255,57.109
15.0,LP,0.569,67.328,0.754,1.324,2.0,18.0,68.082,66.758
16.0,LP,1.203,70.818,0.551,1.774,2.0,20.0,71.369,69.595
17.0,LP,13.596,,7.339,7.339,0.0,20.0,80.218,72.879
18.0,LP,7.65,,7.024,7.024,0.0,20.0,88.753,81.729
19.0,LP,2.312,92.578,0.437,2.757,2.0,22.0,93.015,90.258
20.0,LP,2.312,96.859,0.741,3.072,2.0,24.0,97.6,94.528
21.0,LP,0.206,99.327,0.648,0.867,2.0,26.0,99.975,99.108
22.0,LP,0.206,101.7,0.502,0.714,2.0,28.0,102.202,101.488
23.0,LP,7.65,111.378,0.692,8.361,2.0,30.0,112.07,103.709
24.0,LP,23.999,,7.554,7.554,0.0,30.0,121.132,113.578
25.0,LP,13.596,,9.262,9.262,0.0,30.0,131.91,122.648
26.0,LP,1.203,134.638,0.578,1.798,2.0,32.0,135.216,133.418
27.0,LP,1.203,137.943,0.502,1.707,2.0,34.0,138.445,136.738
28.0,LP,2.312,142.298,0.448,2.778,2.0,36.0,142.746,139.968
29.0,LP,23.999,,6.868,6.868,0.0,36.0,151.126,144.258
30.0,LP,2.312,154.968,0.44,2.77,2.0,38.0,155.408,152.638
31.0,LP,7.65,164.588,1.007,8.667,2.0,40.0,165.595,156.928
32.0,LP,7.65,174.778,0.508,8.177,2.0,42.0,175.286,167.109
33.0,LP,1.203,178.018,0.412,1.633,2.0,44.0,178.43,176.797
34.0,LP,4.253,184.207,0.518,4.778,2.0,46.0,184.725,179.947
35.0,LP,1.203,187.437,0.578,1.788,2.0,48.0,188.015,186.227
36.0,LP,23.999,,10.55,10.55,0.0,48.0,200.067,189.517
37.0,LP,0.569,202.157,0.509,1.089,2.0,50.0,202.666,201.577
38.0,LP,7.65,211.837,0.639,8.298,2.0,52.0,212.476,204.178
39.0,LP,13.596,,12.517,12.517,0.0,52.0,226.504,213.987
40.0,LP,13.596,,7.17,7.17,0.0,52.0,235.192,228.022
41.0,LP,0.569,237.286,0.533,1.121,2.0,54.0,237.819,236.698
42.0,LP,23.999,,11.643,11.643,0.0,54.0,250.98,239.337
43.0,LP,4.253,256.756,0.566,4.825,2.0,56.0,257.322,252.497
44.0,LP,2.312,261.157,0.731,3.051,2.0,58.0,261.888,258.837
45.0,LP,0.569,263.967,0.675,1.245,2.0,60.0,264.642,263.397
46.0,LP,0.206,266.376,0.593,0.813,2.0,62.0,266.969,266.156
47.0,LP,1.203,269.691,0.681,1.885,2.0,64.0,270.372,268.487
48.0,LP,0.569,272.456,0.544,1.123,2.0,66.0,273.0,271.877
49.0,LP,4.253,278.776,0.549,4.819,2.0,68.0,279.325,274.506
50.0,LP,0.569,281.406,0.622,1.191,2.0,70.0,282.028,280.837
51.0,LP,13.596,,9.155,9.155,0.0,70.0,292.692,283.537
52.0,LP,4.253,298.457,0.603,4.864,2.0,72.0,299.06,294.196
53.0,LP,4.253,304.836,0.543,4.803,2.0,74.0,305.379,300.576
54.0,LP,13.596,,6.434,6.434,0.0,74.0,313.33,306.896
55.0,LP,0.206,315.066,0.582,0.802,2.0,76.0,315.648,314.846
56.0,LP,0.569,317.726,1.019,1.589,2.0,78.0,318.745,317.156
57.0,LP,0.569,320.831,0.585,1.16,2.0,80.0,321.416,320.256
58.0,LP,2.312,325.236,0.675,2.996,2.0,82.0,325.911,322.915
59.0,LP,4.253,331.676,1.318,5.577,2.0,84.0,332.994,327.417
60.0,LP,23.999,,11.585,11.585,0.0,84.0,346.081,334.496
61.0,LP,7.65,,4.112,4.112,0.0,84.0,351.698,347.586
