trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime
1.0,LP,23.999,,17.264,17.264,0.0,0.0,17.265,0.001
2.0,LP,4.253,23.021,0.603,4.858,2.0,2.0,23.624,18.766
3.0,LP,1.203,26.33,0.564,1.768,2.0,4.0,26.894,25.126
4.0,LP,23.999,,10.14,10.14,0.0,4.0,38.534,28.394
5.0,LP,7.65,47.691,0.667,8.322,2.0,6.0,48.358,40.036
6.0,LP,4.253,54.12,0.441,4.697,2.0,8.0,54.561,49.864
7.0,LP,0.569,56.634,0.614,1.184,2.0,10.0,57.248,56.064
8.0,LP,0.569,59.323,0.419,0.991,2.0,12.0,59.742,58.751
9.0,LP,23.999,,11.62,11.62,0.0,12.0,72.863,61.243
10.0,LP,23.999,,12.871,12.871,0.0,12.0,87.235,74.364
11.0,LP,13.596,102.335,0.555,14.153,2.0,14.0,102.89,88.737
12.0,LP,2.312,106.706,0.515,2.827,2.0,16.0,107.221,104.394
13.0,LP,7.65,116.373,0.449,8.1,2.0,18.0,116.822,108.722
14.0,LP,1.203,119.534,0.605,1.815,2.0,20.0,120.139,118.324
15.0,LP,4.253,125.898,0.429,4.684,2.0,22.0,126.327,121.643
16.0,LP,13.596,141.427,0.524,14.122,2.0,24.0,141.951,127.829
17.0,LP,1.203,144.658,0.646,1.85,2.0,26.0,145.304,143.454
18.0,LP,7.65,154.459,0.433,8.088,2.0,28.0,154.892,146.804
19.0,LP,7.65,164.046,0.452,8.104,2.0,30.0,164.498,156.394
20.0,LP,13.596,179.595,0.422,14.019,2.0,32.0,180.017,165.998
21.0,LP,4.253,185.775,0.597,4.855,2.0,34.0,186.372,181.517
22.0,LP,23.999,,15.979,15.979,0.0,34.0,203.856,187.877
23.0,LP,0.206,205.565,0.512,0.72,2.0,36.0,206.077,205.357
24.0,LP,23.999,,14.871,14.871,0.0,36.0,222.451,207.58
25.0,LP,1.203,225.161,0.425,1.632,2.0,38.0,225.586,223.954
26.0,LP,1.203,228.298,0.434,1.64,2.0,40.0,228.732,227.092
27.0,LP,2.312,232.547,0.396,2.71,2.0,42.0,232.943,230.233
28.0,LP,0.206,234.656,0.631,0.841,2.0,44.0,235.287,234.446
29.0,LP,2.312,239.1,0.437,2.749,2.0,46.0,239.537,236.788
30.0,LP,13.596,254.637,0.471,14.069,2.0,48.0,255.108,241.039
31.0,LP,23.999,280.612,0.679,24.681,2.0,50.0,281.291,256.61
32.0,LP,2.312,285.111,0.506,2.822,2.0,52.0,285.617,282.795
33.0,LP,4.253,291.372,0.402,4.656,2.0,54.0,291.774,287.118
34.0,LP,0.206,293.482,0.594,0.801,2.0,56.0,294.076,293.275
35.0,LP,4.253,299.839,0.518,4.776,2.0,58.0,300.357,295.581
36.0,LP,7.65,309.513,0.709,8.36,2.0,60.0,310.222,301.862
37.0,LP,0.206,311.933,0.484,0.693,2.0,62.0,312.417,311.724
38.0,LP,13.596,327.515,0.697,14.294,2.0,64.0,328.212,313.918
39.0,LP,13.596,343.314,0.456,14.055,2.0,66.0,343.77,329.715
40.0,LP,0.206,345.482,0.512,0.722,2.0,68.0,345.994,345.272
41.0,LP,7.65,355.152,0.479,8.133,2.0,70.0,355.631,347.498
42.0,LP,2.312,359.448,0.513,2.829,2.0,72.0,359.961,357.132
43.0,LP,0.569,362.036,0.997,1.568,2.0,74.0,363.033,361.465
44.0,LP,0.206,364.743,0.496,0.705,2.0,76.0,365.239,364.534
45.0,LP,1.203,367.945,0.695,1.899,2.0,78.0,368.64,366.741
46.0,LP,13.596,383.741,0.563,14.162,2.0,80.0,384.304,370.142
47.0,LP,7.65,393.456,0.471,8.122,2.0,82.0,393.927,385.805
48.0,LP,23.999,419.429,0.763,24.763,2.0,84.0,420.192,395.429
49.0,LP,0.569,422.263,0.459,1.029,2.0,86.0,422.722,421.693
50.0,LP,1.203,425.427,0.439,1.644,2.0,88.0,425.866,424.222
51.0,LP,0.569,427.941,0.489,1.061,2.0,90.0,428.43,427.369
52.0,LP,7.65,437.586,0.436,8.091,2.0,92.0,438.022,429.931
53.0,LP,0.569,440.093,0.451,1.021,2.0,94.0,440.544,439.523
54.0,LP,2.312,444.359,0.391,2.705,2.0,96.0,444.75,442.045
55.0,LP,23.999,470.255,0.643,24.643,2.0,98.0,470.898,446.255
56.0,LP,4.253,476.658,0.483,4.737,2.0,100.0,477.141,472.404
57.0,LP,2.312,480.955,0.388,2.701,2.0,102.0,481.343,478.642
