trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime
1.0,LP,13.596,,2.983,2.983,0.0,0.0,2.984,0.001
2.0,LP,2.312,6.801,0.405,2.719,2.0,2.0,7.206,4.487
3.0,LP,1.203,9.913,0.384,1.588,2.0,4.0,10.297,8.709
4.0,LP,7.65,,2.643,2.643,0.0,4.0,14.443,11.8
5.0,LP,4.253,,2.879,2.879,0.0,4.0,18.825,15.946
6.0,LP,0.206,20.534,0.583,0.791,2.0,6.0,21.117,20.326
7.0,LP,13.596,,1.803,1.803,0.0,6.0,24.422,22.619
8.0,LP,23.999,,2.652,2.652,0.0,6.0,28.576,25.924
9.0,LP,0.206,30.286,0.551,0.76,2.0,8.0,30.837,30.077
10.0,LP,23.999,,1.877,1.877,0.0,8.0,34.216,32.339
11.0,LP,1.203,36.922,0.25,1.455,2.0,10.0,37.172,35.717
12.0,LP,0.206,38.882,0.38,0.588,2.0,12.0,39.262,38.674
13.0,LP,4.253,,0.712,0.712,0.0,12.0,41.476,40.764
14.0,LP,7.65,,0.602,0.602,0.0,12.0,43.58,42.978
15.0,LP,0.569,45.653,0.121,0.692,2.0,14.0,45.774,45.082
16.0,LP,1.203,,0.868,0.868,0.0,14.0,48.144,47.276
17.0,LP,13.596,,0.905,0.905,0.0,14.0,50.551,49.646
18.0,LP,7.65,,1.217,1.217,0.0,14.0,53.269,52.052
19.0,LP,2.312,,0.961,0.961,0.0,14.0,55.732,54.771
20.0,LP,2.312,,1.872,1.872,0.0,14.0,59.106,57.234
21.0,LP,0.206,60.817,0.416,0.624,2.0,16.0,61.233,60.609
22.0,LP,0.206,62.943,0.289,0.496,2.0,18.0,63.232,62.736
23.0,LP,7.65,,1.086,1.086,0.0,18.0,65.821,64.735
24.0,LP,23.999,,1.507,1.507,0.0,18.0,68.831,67.324
25.0,LP,13.596,,1.699,1.699,0.0,18.0,72.031,70.332
26.0,LP,1.203,,0.712,0.712,0.0,18.0,74.244,73.532
27.0,LP,1.203,,0.974,0.974,0.0,18.0,76.721,75.747
28.0,LP,2.312,,0.923,0.923,0.0,18.0,79.145,78.222
29.0,LP,23.999,,1.084,1.084,0.0,18.0,81.731,80.647
30.0,LP,2.312,,1.675,1.675,0.0,18.0,84.908,83.233
31.0,LP,7.65,,2.542,2.542,0.0,18.0,88.953,86.411
32.0,LP,7.65,,1.497,1.497,0.0,18.0,91.952,90.455
33.0,LP,1.203,94.658,0.242,1.446,2.0,20.0,94.9,93.454
34.0,LP,4.253,,1.256,1.256,0.0,20.0,97.658,96.402
35.0,LP,1.203,100.364,0.41,1.615,2.0,22.0,100.774,99.159
36.0,LP,23.999,,1.564,1.564,0.0,22.0,103.839,102.275
37.0,LP,0.569,105.912,0.355,0.926,2.0,24.0,106.267,105.341
38.0,LP,7.65,,2.554,2.554,0.0,24.0,110.323,107.769
39.0,LP,13.596,,7.014,7.014,0.0,24.0,118.839,111.825
40.0,LP,13.596,,2.823,2.823,0.0,24.0,123.163,120.34
41.0,LP,0.569,125.236,0.402,0.973,2.0,26.0,125.638,124.665
42.0,LP,23.999,,1.997,1.997,0.0,26.0,129.138,127.141
43.0,LP,4.253,,2.941,2.941,0.0,26.0,133.581,130.64
44.0,LP,2.312,137.398,0.209,2.524,2.0,28.0,137.607,135.083
45.0,LP,0.569,139.68,0.469,1.04,2.0,30.0,140.149,139.109
46.0,LP,0.206,141.858,0.39,0.598,2.0,32.0,142.248,141.65
47.0,LP,1.203,,1.052,1.052,0.0,32.0,144.802,143.75
48.0,LP,0.569,,0.454,0.454,0.0,32.0,146.757,146.303
49.0,LP,4.253,,0.577,0.577,0.0,32.0,148.835,148.258
50.0,LP,0.569,150.908,0.393,0.963,2.0,34.0,151.301,150.338
51.0,LP,13.596,,3.025,3.025,0.0,34.0,155.835,152.81
52.0,LP,4.253,,2.377,2.377,0.0,34.0,159.715,157.338
53.0,LP,4.253,,2.872,2.872,0.0,34.0,164.088,161.216
54.0,LP,13.596,,0.948,0.948,0.0,34.0,166.539,165.591
55.0,LP,0.206,168.248,0.477,0.685,2.0,36.0,168.725,168.04
56.0,LP,0.569,170.798,0.269,0.84,2.0,38.0,171.067,170.227
57.0,LP,0.569,173.14,0.437,1.008,2.0,40.0,173.577,172.569
58.0,LP,2.312,,1.228,1.228,0.0,40.0,176.307,175.079
59.0,LP,4.253,,1.445,1.445,0.0,40.0,179.256,177.811
60.0,LP,23.999,,1.99,1.99,0.0,40.0,182.749,180.759
61.0,LP,7.65,,1.927,1.927,0.0,40.0,186.177,184.25
62.0,LP,0.206,187.889,0.457,0.666,2.0,42.0,188.346,187.68
63.0,LP,2.312,,1.388,1.388,0.0,42.0,191.237,189.849
64.0,LP,13.596,,1.924,1.924,0.0,42.0,194.662,192.738
65.0,LP,1.203,197.369,0.291,1.496,2.0,44.0,197.66,196.164
66.0,LP,0.206,199.37,0.343,0.55,2.0,46.0,199.713,199.163
67.0,LP,23.999,,2.191,2.191,0.0,46.0,203.407,201.216
68.0,LP,23.999,,4.215,4.215,0.0,46.0,209.125,204.91
69.0,LP,2.312,,1.305,1.305,0.0,46.0,211.932,210.627
70.0,LP,4.253,,0.825,0.825,0.0,46.0,214.26,213.435
71.0,LP,1.203,216.966,0.386,1.59,2.0,48.0,217.352,215.762
72.0,LP,13.596,,2.865,2.865,0.0,48.0,221.719,218.854
73.0,LP,0.569,223.792,0.484,1.054,2.0,50.0,224.276,223.222
74.0,LP,2.312,,1.874,1.874,0.0,50.0,227.652,225.778
75.0,LP,23.999,,2.127,2.127,0.0,50.0,231.281,229.154
76.0,LP,23.999,,1.543,1.543,0.0,50.0,234.326,232.783
77.0,LP,13.596,,2.081,2.081,0.0,50.0,237.91,235.829
78.0,LP,23.999,,1.638,1.638,0.0,50.0,241.051,239.413
79.0,LP,0.206,242.761,0.49,0.697,2.0,52.0,243.251,242.554
80.0,LP,4.253,,1.66,1.66,0.0,52.0,246.414,244.754
81.0,LP,0.569,248.487,0.39,0.961,2.0,54.0,248.877,247.916
82.0,LP,23.999,,2.763,2.763,0.0,54.0,253.143,250.38
83.0,LP,7.65,,1.928,1.928,0.0,54.0,256.573,254.645
84.0,LP,23.999,,1.6,1.6,0.0,54.0,259.675,258.075
85.0,LP,1.203,,1.106,1.106,0.0,54.0,262.284,261.178
86.0,LP,2.312,,1.929,1.929,0.0,54.0,265.715,263.786
87.0,LP,0.569,267.787,0.468,1.039,2.0,56.0,268.255,267.216
88.0,LP,7.65,,0.965,0.965,0.0,56.0,270.723,269.758
89.0,LP,2.312,,1.517,1.517,0.0,56.0,273.741,272.224
90.0,LP,13.596,,1.756,1.756,0.0,56.0,277.0,275.244
91.0,LP,4.253,,3.136,3.136,0.0,56.0,281.638,278.502
92.0,LP,2.312,,1.712,1.712,0.0,56.0,284.852,283.14
93.0,LP,0.206,286.562,0.463,0.671,2.0,58.0,287.025,286.354
94.0,LP,0.569,289.099,0.334,0.906,2.0,60.0,289.433,288.527
95.0,LP,0.206,291.143,0.519,0.727,2.0,62.0,291.662,290.935
96.0,LP,2.312,,0.874,0.874,0.0,62.0,294.038,293.164
97.0,LP,2.312,,1.399,1.399,0.0,62.0,296.938,295.539
98.0,LP,7.65,,1.108,1.108,0.0,62.0,299.548,298.44
99.0,LP,13.596,,1.304,1.304,0.0,62.0,302.354,301.05
100.0,LP,7.65,,2.31,2.31,0.0,62.0,306.167,303.857
101.0,LP,0.569,308.24,0.404,0.974,2.0,64.0,308.644,307.67
102.0,LP,1.203,311.35,0.015,1.219,2.0,66.0,311.365,310.146
103.0,LP,1.203,314.073,0.377,1.582,2.0,68.0,314.45,312.868
104.0,LP,23.999,,1.73,1.73,0.0,68.0,317.683,315.953
105.0,LP,4.253,,2.025,2.025,0.0,68.0,321.209,319.184
106.0,LP,7.65,,1.812,1.812,0.0,68.0,324.523,322.711
107.0,LP,1.203,327.229,0.318,1.522,2.0,70.0,327.547,326.025
108.0,LP,0.569,329.621,0.438,1.009,2.0,72.0,330.059,329.05
109.0,LP,13.596,,1.205,1.205,0.0,72.0,332.767,331.562
110.0,LP,0.206,334.476,0.468,0.676,2.0,74.0,334.944,334.268
111.0,LP,13.596,,0.668,0.668,0.0,74.0,337.113,336.445
112.0,LP,2.312,,0.452,0.452,0.0,74.0,339.067,338.615
113.0,LP,1.203,341.774,0.398,1.603,2.0,76.0,342.172,340.569
114.0,LP,7.65,,2.649,2.649,0.0,76.0,346.323,343.674
115.0,LP,4.253,,1.342,1.342,0.0,76.0,349.168,347.826
116.0,LP,4.253,,1.628,1.628,0.0,76.0,352.299,350.671
117.0,LP,13.596,,1.692,1.692,0.0,76.0,355.493,353.801
118.0,LP,13.596,,0.854,0.854,0.0,76.0,357.85,356.996
119.0,LP,7.65,,1.358,1.358,0.0,76.0,360.709,359.351
120.0,LP,7.65,,2.805,2.805,0.0,76.0,365.015,362.21
121.0,LP,0.206,366.726,0.438,0.646,2.0,78.0,367.164,366.518
