,NU,PU,PM,PS,SS,attention,cogstable,motor,perseverance,selfcontrol,cogcomplex,UPPS,BIS,GMK
init_wtw,0.345839292,0.60236418,0.018763368,0.159337119,0.155394874,0.84289326,0.62785458,0.063993792,0.292368424,0.791126089,0.964702727,0.074120723,0.312411733,0.514321664
