,NU,PU,PM,PS,SS,attention,cogstable,motor,perseverance,selfcontrol,cogcomplex,UPPS,BIS,GMK
HP,0.5080535141820022,0.9889413099309311,0.5553098621692378,0.21584341948671878,0.7892556808058349,0.3364242691256527,0.5385303600819683,0.9151729514560214,0.015326424674544776,0.017282944796445106,0.2906844089968306,0.19188519587122713,0.15086150220802724,0.4961023709973581
LP,0.9724259074842179,0.7159207602043747,0.4140061781122434,0.13284398371093167,0.5714251767884988,0.9323352871555173,0.7139669534916278,0.857012230228204,0.1475916782511652,0.15720278277229782,0.9551510106467185,0.18151450646787123,0.4543380842801876,0.09537690963554586
