,NU,PU,PM,PS,SS,attention,cogstable,motor,perseverance,selfcontrol,cogcomplex,UPPS,BIS,GMK
init_wtw,-0.056342045,-0.031100613,-0.139637739,-0.083879324,-0.08467674,-0.011833374,-0.028937363,-0.110255318,-0.062806961,-0.015812617,0.002642258,-0.106517231,-0.06026076,-0.039489042
