,NU,PU,PM,PS,SS,attention,cogstable,motor,perseverance,selfcontrol,cogcomplex,UPPS,BIS
HP,0.691017787084954,0.6698479294799115,0.6447050433416981,0.5073004207634624,0.09110500586175965,0.645598575224279,0.1890726251491731,0.718115059848002,0.8217014862947982,0.2511210115729867,0.8010600377572029,0.7900471000931847,0.727804235991122
LP,0.07723805192027665,0.17130564960676453,0.5109209323092219,0.14164605061280897,0.16880890308550411,0.9825550235154715,0.5563523813186599,0.46556594045958155,0.255247016654531,0.17429112325608234,0.5141719300916683,0.4661918897649755,0.2675150038548488
