id,sess,key,block,auc,std_wtw,auc1,auc2,auc3,auc4,std_wtw1,std_wtw2,std_wtw3,std_wtw4,ready_RT_mean,ready_RT_se,sell_RT_median,sell_RT_mean,sell_RT_se,condition
s0001,1,"('s0001', 1)",1,10.149766541465253,3.790738361897444,8.944070707070708,8.394921428571429,12.0,12.0,4.217004471443234,8.394921428571429,0.0,0.0,0.22765217391304046,0.07327207393237936,0.7415,0.8068965517241381,0.03643460163073003,LP
s0001,1,"('s0001', 1)",2,11.162408584169455,1.9560082479809082,12.0,9.99458181818182,11.242,11.1608,0.0,9.99458181818182,1.0719738802788055,2.5175999999999994,0.24849999999999822,0.02664870203804478,0.7090000000000001,0.8590000000000002,0.06007042214103577,HP
s0003,1,"('s0003', 1)",1,3.9080588731444,1.6760357026912938,4.203026315789474,3.73149,3.9489788359788354,3.7359002849002856,2.4852725276921777,3.73149,1.4173110241702858,1.4233075955057715,0.30758333333332843,0.020221198940074216,0.787,0.831344827586207,0.03384681298060714,LP
s0003,1,"('s0003', 1)",2,8.127521538615307,4.457391085971123,3.7141172413793098,12.0,10.674084033613443,11.059363636363635,2.6467862941582787,12.0,2.808971358661154,2.974553359069293,0.3759866666666697,0.04356320769062295,0.726,0.7797499999999999,0.018022109781383043,HP
s0005,1,"('s0005', 1)",1,5.5361442307692315,1.7026518890871558,6.844538461538462,5.116914285714286,5.034738095238096,5.141252525252526,2.7527984422956444,5.116914285714286,0.551028478199492,0.6642279538041402,0.27500000000000296,0.010768998926013672,0.7085,0.7781129032258064,0.019459570201952,LP
s0005,1,"('s0005', 1)",2,10.688482926829268,2.6030186080969058,8.846461538461538,12.0,11.386545454545455,11.2908,3.4208988385956878,12.0,1.9399136046196568,1.4183999999999997,0.3529218749999998,0.025007814254212484,0.8370000000000001,0.8197090909090909,0.017496817613398843,HP
s0006,1,"('s0006', 1)",1,7.228024083546462,1.5264973310283,8.240999999999998,6.956270833333333,6.8004999999999995,7.022222222222222,1.9867712873272931,6.956270833333333,1.3331080343505548,0.5155214787588666,0.31418279569892205,0.014468387811482554,0.745,0.7745932203389829,0.017823081501550115,LP
s0006,1,"('s0006', 1)",2,9.951942373991935,1.7860388820110413,8.436625000000001,9.394857142857143,11.15,11.235666666666667,1.645749468897074,9.394857142857143,0.7430292053479461,1.7091012908023393,0.41195312500000214,0.026477321421399677,0.765,0.7285714285714286,0.029973652181088748,HP
s0007,1,"('s0007', 1)",1,5.017698522167487,2.1591876291055727,7.276757575757577,5.781092307692308,4.442571428571428,2.849,1.708598114533685,5.781092307692308,0.9417676172485221,0.3795433346235222,0.1814122807017525,0.014825167699651243,0.746,0.7656969696969694,0.013347117009286386,LP
s0007,1,"('s0007', 1)",2,6.286856899649456,2.7657012254415774,6.414807057416269,6.259322916666667,4.897078947368421,9.21848,3.144396365359507,6.259322916666667,2.287958195486454,3.164880416319075,0.25045679012345656,0.024564818029640365,0.797,0.8124705882352942,0.024565505793761253,HP
s0008,1,"('s0008', 1)",1,7.056724902607133,2.181757353047274,9.324,7.071449760765551,5.724857142857145,6.0570462962962965,1.6998728628929873,7.071449760765551,0.6878532710171407,1.763015337763681,0.259760869565217,0.012554675975056297,0.7240000000000001,0.803072727272727,0.02762860961251871,LP
s0008,1,"('s0008', 1)",2,8.070277037617556,1.548914003373319,8.000186813186813,9.35138888888889,6.796691666666667,8.177111111111111,1.547945599976126,9.35138888888889,1.3887354447432065,1.0083675966018262,0.2942857142857148,0.02219625950154827,0.752,0.774948717948718,0.020191487935104318,HP
s0009,1,"('s0009', 1)",1,3.9241100142045453,1.613068890785388,5.977247863247864,3.5567954545454548,3.35855,3.173461538461539,1.8967465528036045,3.5567954545454548,1.1359163470520182,0.7209353556195233,0.5351391304347808,0.035202699859847975,0.7430000000000001,0.8271206896551726,0.02914570471274049,LP
s0009,1,"('s0009', 1)",2,3.524513531816391,0.9372290372716727,3.5442488687782805,3.3571250000000004,3.8291304347826087,3.997839619047619,0.885456671582439,3.3571250000000004,0.9646243041745104,2.711373030876362,0.43921296296296014,0.02304760033409404,0.8370000000000001,0.8279473684210525,0.04213837340816479,HP
s0010,1,"('s0010', 1)",1,5.199715036650433,2.855585385216722,8.7026875,6.087647727272727,3.5041243333333343,4.133044444444444,2.3928542898270573,6.087647727272727,1.1033474637247729,2.650824529634805,0.24483018867924455,0.03617342200976314,0.693,0.768122807017544,0.0241623098588155,LP
s0010,1,"('s0010', 1)",2,6.68942636602411,2.3963363061153014,7.982904761904761,6.991660714285713,6.75475625,4.778808779761905,2.677853198521993,6.991660714285713,1.4089065695907366,1.8244591439788171,0.4228961038960999,0.1486889878467919,0.705,0.7703947368421049,0.019559255075406776,HP
s0011,1,"('s0011', 1)",1,5.053555244755245,2.060267616276492,7.618818181818181,5.029190476190475,4.155538461538462,3.2651428571428576,2.176261326422344,5.029190476190475,0.6788156445530265,0.5607354682077123,0.35221818181817893,0.02141269949058472,0.7440000000000001,0.7252615384615385,0.019094784156293076,LP
s0011,1,"('s0011', 1)",2,4.703973298727158,0.7797501149380975,4.947529824561403,4.789352941176471,3.9360909090909093,5.272629807692308,0.6726345296771524,4.789352941176471,0.6341394007742501,0.5953499475712078,0.36984946236558736,0.0253639797937193,0.7450000000000001,0.6838846153846154,0.02485897067155718,HP
s0012,1,"('s0012', 1)",1,5.043980603448277,1.101840073584165,5.9350555555555555,4.934345454545455,4.863294642857143,4.4427792207792205,0.9018324332459559,4.934345454545455,1.1946000499150395,0.41930470039819046,0.8219897959183701,0.12048457061606918,0.763,0.8618620689655171,0.025949901979931474,LP
s0012,1,"('s0012', 1)",2,8.003866838649156,2.3150499643614757,5.691133333333333,9.274666666666667,8.455324999999998,10.196285714285715,0.7774224820234849,9.274666666666667,0.9835720458487014,2.3304508125673706,1.1698000000000093,0.2317183458655152,0.7255,0.7633684210526317,0.025074084718083495,HP
