id,sess,key,block,auc,std_wtw,auc1,auc2,auc3,auc4,std_wtw1,std_wtw2,std_wtw3,std_wtw4,ready_RT_mean,ready_RT_se,sell_RT_median,sell_RT_mean,sell_RT_se,condition
s0044,2,"('s0044', 2)",2,11.826021739130434,1.167081653734618,12.0,12.0,12.0,11.1997,0.0,12.0,0.0,2.4009,0.15764062499999426,0.01593733711907435,0.807,0.8108412698412698,0.024245066162668073,HP
s0045,2,"('s0045', 2)",1,4.644020534391535,2.0953657397148904,6.138049879807692,3.78697064777328,4.815420454545455,3.73975,3.371919516251019,3.78697064777328,0.9477278176775193,0.8811660952964544,0.3266576576576546,0.02065386981571897,0.8690000000000001,0.9176935483870968,0.04127911004961062,LP
s0045,2,"('s0045', 2)",2,5.0071993172151155,1.239238344438256,4.965494318181818,6.204433333333334,4.67042156862745,4.236714285714285,1.0891433195049502,6.204433333333334,0.9069867247752572,1.0788235277753417,0.2867415730337077,0.03745718433792688,0.877,1.022551724137931,0.14088159309429646,HP
s0046,2,"('s0046', 2)",1,2.714092013888889,0.4857074789161795,2.9996666666666667,2.6653734015345267,2.5111065088757396,2.708036437246964,0.5088385779524764,2.6653734015345267,0.38611323018731425,0.5701973330982241,0.2606267605633775,0.006651344955705839,0.6980000000000001,0.6844137931034485,0.020566082615594585,LP
s0046,2,"('s0046', 2)",2,3.2031226200296987,0.8586508127249214,3.312336730420215,3.0049071875,3.227213362068966,3.295798816568048,0.7545765363699131,3.0049071875,0.7512847672217144,0.9580348079548243,0.3488362068965522,0.02297206901457871,0.505,0.7678947368421054,0.07905497560253326,HP
s0047,2,"('s0047', 2)",1,3.7358553339664446,0.8717165289437205,4.340562500000001,3.6265020833333343,3.8822352941176472,3.181,0.971520005503618,3.6265020833333343,0.7140641369621512,0.46143214560756385,0.3350661157024829,0.008666247758991833,0.813,0.8343050847457628,0.04920556026809287,LP
s0047,2,"('s0047', 2)",2,5.480026121146062,1.1836851100182617,4.981796626984127,6.193120535714286,5.58678431372549,5.4070535714285715,0.9385230731515497,6.193120535714286,1.9577873296119876,0.9487428838363439,0.27775581395348264,0.012546677974267787,0.8375,0.8168928571428572,0.02190513750694687,HP
s0048,2,"('s0048', 2)",1,3.9352321139430297,1.5305519771209488,4.653184210526315,3.405596638655462,3.46448,4.404742857142858,1.7096613127787463,3.405596638655462,1.208133963432864,2.0724629613961145,0.31500840336134645,0.04090562180923768,0.7330000000000001,0.8154310344827587,0.059488730894928975,LP
s0048,2,"('s0048', 2)",2,6.02726675602777,2.22507349622602,6.357717105263158,6.217679012345679,5.480987969924812,6.360285714285714,2.750768605855643,6.217679012345679,1.668252384353276,2.444807164327751,0.3251686746987987,0.04179814081033003,0.736,0.7755714285714285,0.06891298607770362,HP
s0049,2,"('s0049', 2)",1,5.407907954545455,1.9697940748234204,6.854051948051948,4.678209523809524,4.8134500000000005,4.872642857142858,2.8681372926986834,4.678209523809524,1.2073147535612518,0.44464918335526415,0.06736036036036828,0.0050944299890216815,0.7615,0.721348484848485,0.010373013045582326,LP
s0049,2,"('s0049', 2)",2,9.075306651146423,3.393953822691244,5.489611111111111,10.372075000000002,10.118616666666666,12.0,1.2387548228598724,10.372075000000002,3.146074096349643,0.0,0.09773972602739456,0.007107359098045268,0.7925,0.7741851851851853,0.010435084920944394,HP
s0050,2,"('s0050', 2)",1,4.765499380837702,1.3907074804788493,4.038304761904762,5.589375,5.004535714285715,4.316909090909091,1.4618617673011705,5.589375,1.116139327648878,1.1925233334515708,0.7440400000000058,0.035076222487605724,1.0619999999999998,1.0728035714285713,0.01581212278010282,LP
s0050,2,"('s0050', 2)",2,4.317305962996001,1.5891940630653438,4.615346842415896,4.860111111111111,4.448511278195489,3.385150833333333,2.409660136249715,4.860111111111111,0.6444062443579665,0.7671665973454781,0.6366236559139806,0.05882472856666616,1.032,1.0154347826086956,0.0465112066942457,HP
s0051,2,"('s0051', 2)",1,4.655778171509568,2.5059812018227947,4.098234817813766,3.879722222222223,4.167825910931174,8.797600000000001,1.409962730119552,3.879722222222223,2.273783117636612,3.6247851025957387,0.41720000000000085,0.02469698947758977,0.8340000000000001,0.8280983606557376,0.01792136523415475,LP
s0051,2,"('s0051', 2)",2,9.120097442999096,4.190505201680154,8.906089285714286,11.344,7.332840909090908,9.792,3.3988050639252285,11.344,5.061779814479735,3.855719474581452,0.3635352112676057,0.031048648602443697,0.7775000000000001,0.8156153846153846,0.024453541778390916,HP
s0052,2,"('s0052', 2)",1,5.101071969508727,1.912089460465767,5.857359375000001,4.829615384615384,4.281971428571428,5.366300000000002,2.670627228866942,4.829615384615384,0.5345271601125234,2.212698626112468,0.25040540540540457,0.006799520867816612,0.502,0.5656818181818183,0.01879874025109038,LP
s0052,2,"('s0052', 2)",2,8.973341280928288,3.0122132034110196,5.812042016806722,9.215960372960373,12.0,12.0,1.1975193224521903,9.215960372960373,0.0,0.0,0.25382857142856824,0.011955392796124373,0.502,0.51768,0.01086530036400283,HP
s0054,2,"('s0054', 2)",1,8.889318311470928,2.8717139929042177,10.412020833333333,9.985964285714285,8.920050000000002,5.956654545454545,1.917788227898475,9.985964285714285,2.4025082929097246,1.8695513338103524,0.17538636363637108,0.014402013172612681,0.727,0.7766718749999999,0.018925494527465614,LP
s0054,2,"('s0054', 2)",2,8.871718482499475,2.289227123334054,7.833634615384614,9.522777777777776,9.525544444444444,9.408384615384614,2.055202507604376,9.522777777777776,2.616606093401277,2.499579140117798,0.18008571428571996,0.012935092954347666,0.737,0.8180000000000002,0.035623928365800986,HP
s0057,2,"('s0057', 2)",1,6.52877768932056,2.8923683146935604,6.423820512820513,7.681486842105263,6.596748251748254,5.4397,2.7940903466459797,7.681486842105263,3.2102698500358793,2.0015181263231168,0.44490425531914807,0.1783816686428851,0.948,1.278983050847458,0.12517490318339528,LP
s0057,2,"('s0057', 2)",2,7.03337629021202,3.314309715445763,5.055418475723623,7.6429467703349285,7.968571428571429,8.094755555555556,2.3006585805593813,7.6429467703349285,2.355841523502589,3.4040230391931874,0.4393157894736797,0.05863878407764516,0.773,1.281365853658537,0.18422734369656918,HP
s0058,2,"('s0058', 2)",1,9.469311827956988,1.4257353581101495,9.348125,9.98,9.6468,9.23525,2.2578554226023866,9.98,1.2679301873526,0.6838186437206871,0.2885679012345637,0.011392124579955745,0.693,0.7125,0.010029470463478008,LP
s0058,2,"('s0058', 2)",2,10.758697670794549,2.4191999094725003,8.694222624434389,11.82,11.760666666666665,12.0,3.5312581211034653,11.82,0.1692519489465992,0.0,0.29551562500001183,0.020453130875040932,0.8005,0.7726851851851853,0.012187037573769427,HP
s0059,2,"('s0059', 2)",1,10.937949248120301,1.5784448302081109,11.2736,12.0,10.86725,9.0692,0.8897538086459645,12.0,1.118431127740998,2.17716029726798,0.4473698630136981,0.02404111936032334,0.7140000000000001,0.8453454545454546,0.05372378833913929,LP
s0059,2,"('s0059', 2)",2,10.661010000000001,1.731518526460447,9.613249999999999,12.0,10.324785714285715,12.0,2.0123872483943046,12.0,1.598687326642501,0.0,0.4332499999999988,0.029738221473488046,0.8859999999999999,0.8509636363636361,0.02672097592660723,HP
s0060,2,"('s0060', 2)",1,4.604895454545455,0.7267486657443253,4.110838235294119,5.194383116883117,4.461922077922078,4.740961538461538,0.40863501657757667,5.194383116883117,0.5769044748907127,0.6607411503391318,0.4432432432432408,0.013988912419437897,0.693,0.7388360655737706,0.022957214335466346,LP
s0060,2,"('s0060', 2)",2,5.024865342349958,0.694014531145625,4.6171216931216925,5.5227916666666665,4.942485576923077,5.142411111111111,0.5246598202547305,5.5227916666666665,0.5079082762661651,0.4661927806878097,0.4806022727272753,0.01849564067868071,0.6920000000000001,0.7132592592592594,0.02296371519631651,HP
s0062,2,"('s0062', 2)",1,7.002464747765491,2.896263722140733,8.10785648148148,7.445181818181817,6.64388695652174,6.499916666666666,4.629706235456485,7.445181818181817,2.372628468195292,1.985562072325002,0.23025274725274197,0.022532969543245004,0.7090000000000001,0.7117636363636365,0.004579867090811326,LP
s0062,2,"('s0062', 2)",2,8.516475852272729,2.360420529989129,6.9755714285714285,9.138833333333332,9.25575,9.026333333333332,1.7146065698411408,9.138833333333332,2.2470000695371595,2.7475839487730953,0.42731884057971165,0.04479997549261908,0.707,0.6965217391304348,0.009974624663330645,HP
s0063,2,"('s0063', 2)",1,4.875594530143826,1.998129560471649,5.046127272727274,5.232285714285714,4.198690476190476,5.31084670231729,2.255090273293734,5.232285714285714,1.57901511630774,2.532376356031106,0.1268869565217389,0.014682318444002793,0.7290000000000001,0.8208615384615384,0.036231215917044396,LP
s0063,2,"('s0063', 2)",2,4.559827892167159,1.8212472055935105,3.545452380952381,5.048709989258862,5.01290058479532,5.0117844444444435,1.4584825317265455,5.048709989258862,1.2858176894363733,2.373224392829508,0.17702020202019425,0.010154213217995955,0.716,0.7847407407407408,0.051107342657440685,HP
s0064,2,"('s0064', 2)",1,5.821227738920831,2.1054251745956685,7.315124999999999,5.630895833333334,5.223313725490196,4.60318,1.893381055864966,5.630895833333334,1.7891915634151434,1.764821449212356,0.40372549019607984,0.04644486993484485,0.685,0.8824354838709672,0.0746903480098419,LP
s0064,2,"('s0064', 2)",2,6.346691970032261,2.7159777456636798,6.0792203125,6.46937,7.258091666666666,5.8735859375,1.8030911203211981,6.46937,4.146479862477395,2.082528370632618,0.5206794871794865,0.07436009392081552,0.7240000000000001,0.9483714285714285,0.09725017673318423,HP
s0066,2,"('s0066', 2)",1,6.134125967731399,2.4620822366563457,7.60061125,5.318223214285714,6.122917027417027,5.446,2.716011570322085,5.318223214285714,2.507552550736046,1.5045178060001243,0.4561458333333335,0.017468728130369895,0.8825,1.1581785714285715,0.1047908756493203,LP
s0066,2,"('s0066', 2)",2,6.59381188847283,2.978594795833367,6.345588947368421,7.907234027777777,7.187500487329435,5.171883597883596,2.6307046264379528,7.907234027777777,3.6416774137033805,3.0512429832880086,0.5720259740259788,0.03670297591789919,0.935,1.2157894736842103,0.22939584072566896,HP
