trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime,trialReadyTime
1.0,LP,23.999,,,0.501,0.0,0.0,2.557,2.056,0.001
2.0,LP,4.253,8.88,0.669,5.07,2.0,2.0,9.549,4.479,4.059
3.0,LP,1.203,12.583,0.986,2.258,2.0,4.0,13.569,11.311,11.056
4.0,LP,23.999,,,4.838,0.0,4.0,20.477,15.639,15.073
5.0,LP,7.65,29.935,0.893,8.565,2.0,6.0,30.828,22.263,21.98
6.0,LP,4.253,36.759,5.276,9.565,2.0,8.0,42.035,32.47,32.331
7.0,LP,0.569,45.263,1.14,1.772,2.0,10.0,46.403,44.631,43.538
8.0,LP,0.569,48.767,1.382,2.022,2.0,12.0,50.149,48.127,47.905
9.0,LP,23.999,,,5.14,0.0,12.0,57.035,51.895,51.652
10.0,LP,23.999,,,10.283,0.0,12.0,110.786,100.503,58.538
11.0,LP,13.596,,,10.591,0.0,12.0,123.764,113.173,112.288
12.0,LP,2.312,127.965,0.821,3.14,2.0,14.0,128.786,125.646,125.266
13.0,LP,7.65,,,3.167,0.0,14.0,133.677,130.51,130.287
14.0,LP,1.203,136.686,0.804,2.1,2.0,16.0,137.49,135.39,135.177
15.0,LP,4.253,143.717,0.655,4.959,2.0,18.0,144.372,139.413,139.001
16.0,LP,13.596,,,6.015,0.0,18.0,152.156,146.141,145.882
17.0,LP,1.203,154.949,0.948,2.227,2.0,20.0,155.897,153.67,153.657
18.0,LP,7.65,,,2.947,0.0,20.0,160.76,157.813,157.406
19.0,LP,7.65,,,3.557,0.0,20.0,165.939,162.382,162.269
20.0,LP,13.596,,,3.046,0.0,20.0,170.531,167.485,167.449
21.0,LP,4.253,176.494,0.508,4.846,2.0,22.0,177.002,172.156,172.041
22.0,LP,23.999,,,3.227,0.0,22.0,182.064,178.837,178.513
23.0,LP,0.206,183.966,0.788,1.084,2.0,24.0,184.754,183.67,183.574
24.0,LP,23.999,,,2.859,0.0,24.0,189.295,186.436,186.265
25.0,LP,1.203,192.365,0.65,1.995,2.0,26.0,193.015,191.02,190.805
26.0,LP,1.203,196.037,0.64,1.927,2.0,28.0,196.677,194.75,194.527
27.0,LP,2.312,200.639,0.778,3.108,2.0,30.0,201.417,198.309,198.186
28.0,LP,0.206,203.285,0.923,1.211,2.0,32.0,204.208,202.997,202.927
29.0,LP,2.312,208.229,0.67,3.095,2.0,34.0,208.899,205.804,205.718
30.0,LP,13.596,,,3.439,0.0,34.0,213.933,210.494,210.401
31.0,LP,23.999,,,3.108,0.0,34.0,218.681,215.573,215.444
32.0,LP,2.312,222.804,0.67,3.03,2.0,36.0,223.474,220.444,220.183
33.0,LP,4.253,229.388,0.667,5.043,2.0,38.0,230.055,225.012,224.985
34.0,LP,0.206,232.084,1.052,1.405,2.0,40.0,233.136,231.731,231.556
35.0,LP,4.253,239.427,0.831,5.094,2.0,42.0,240.258,235.164,234.639
36.0,LP,7.65,,,4.005,0.0,42.0,246.081,242.076,241.768
37.0,LP,0.206,248.052,0.812,1.116,2.0,44.0,248.864,247.748,247.583
38.0,LP,13.596,,,3.683,0.0,44.0,254.094,250.411,250.373
39.0,LP,13.596,,,2.958,0.0,44.0,258.634,255.676,255.594
40.0,LP,0.206,260.509,0.956,1.238,2.0,46.0,261.465,260.227,260.144
41.0,LP,7.65,,,2.832,0.0,46.0,265.828,262.996,262.967
42.0,LP,2.312,269.995,0.854,3.262,2.0,48.0,270.849,267.587,267.338
43.0,LP,0.569,273.203,0.806,1.438,2.0,50.0,274.009,272.571,272.358
44.0,LP,0.206,275.891,0.828,1.14,2.0,52.0,276.719,275.579,275.509
45.0,LP,1.203,279.675,0.824,2.064,2.0,54.0,280.499,278.435,278.219
46.0,LP,13.596,,,2.202,0.0,54.0,284.381,282.179,282.01
47.0,LP,7.65,,,2.657,0.0,54.0,288.732,286.075,285.891
48.0,LP,23.999,,,6.097,0.0,54.0,296.556,290.459,290.234
49.0,LP,0.569,298.947,0.849,1.528,2.0,56.0,299.796,298.268,298.067
50.0,LP,1.203,302.707,0.912,2.176,2.0,58.0,303.619,301.443,301.298
51.0,LP,0.569,305.893,0.837,1.519,2.0,60.0,306.73,305.211,305.129
52.0,LP,7.65,,,5.808,0.0,60.0,314.051,308.243,308.24
53.0,LP,0.569,,,0.505,0.0,60.0,316.292,315.787,315.553
54.0,LP,2.312,397.108,0.829,3.152,2.0,62.0,397.937,394.785,317.801
55.0,LP,23.999,,,3.202,0.0,62.0,402.699,399.497,399.438
56.0,LP,4.253,,,3.413,0.0,62.0,407.638,404.225,404.199
57.0,LP,2.312,411.49,0.849,3.178,2.0,64.0,412.339,409.161,409.14
58.0,LP,1.203,415.49,1.031,2.328,2.0,66.0,416.521,414.193,413.84
59.0,LP,0.206,418.506,1.005,1.342,2.0,68.0,419.511,418.169,418.032
60.0,LP,0.206,421.425,0.826,1.186,2.0,70.0,422.251,421.065,421.013
61.0,LP,0.569,424.617,0.817,1.462,2.0,72.0,425.434,423.972,423.754
62.0,LP,13.596,,,3.117,0.0,72.0,430.143,427.026,426.943
63.0,LP,0.569,432.52,0.815,1.438,2.0,74.0,433.335,431.897,431.655
64.0,LP,4.253,,,4.377,0.0,74.0,439.306,434.929,434.837
65.0,LP,4.253,,,2.126,0.0,74.0,443.007,440.881,440.817
66.0,LP,0.569,445.249,0.808,1.433,2.0,76.0,446.057,444.624,444.508
67.0,LP,0.206,448.097,1.014,1.334,2.0,78.0,449.111,447.777,447.559
68.0,LP,4.253,,,4.07,0.0,78.0,454.823,450.753,450.621
69.0,LP,23.999,,,3.406,0.0,78.0,460.054,456.648,456.334
70.0,LP,23.999,,,3.268,0.0,78.0,517.988,514.72,461.566
71.0,LP,0.206,519.8,0.947,1.243,2.0,80.0,520.747,519.504,519.497
72.0,LP,13.596,,,1.799,0.0,80.0,524.199,522.4,522.254
73.0,LP,0.206,526.056,0.812,1.117,2.0,82.0,526.868,525.751,525.709
74.0,LP,7.65,,,2.902,0.0,82.0,531.349,528.447,528.369
75.0,LP,7.65,,,3.214,0.0,82.0,536.14,532.926,532.86
76.0,LP,0.206,537.975,0.806,1.126,2.0,84.0,538.781,537.655,537.651
77.0,LP,1.203,541.56,0.651,1.876,2.0,86.0,542.211,540.335,540.291
78.0,LP,1.203,545.104,0.802,2.051,2.0,88.0,545.906,543.855,543.722
79.0,LP,4.253,,,2.509,0.0,88.0,549.963,547.454,547.414
80.0,LP,1.203,552.784,0.669,1.894,2.0,90.0,553.453,551.559,551.475
81.0,LP,0.206,555.335,0.839,1.159,2.0,92.0,556.174,555.015,554.963
82.0,LP,0.206,558.103,0.831,1.175,2.0,94.0,558.934,557.759,557.685
