trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime,trialReadyTime
1.0,LP,13.596,14.748,0.706,14.377,2.0,2.0,15.454,1.077,0.0
2.0,LP,2.312,19.671,0.689,3.122,2.0,4.0,20.36,17.238,16.958
3.0,LP,1.203,23.676,0.688,2.053,2.0,6.0,24.364,22.311,21.863
4.0,LP,7.65,33.943,0.701,8.485,2.0,8.0,34.644,26.159,25.868
5.0,LP,4.253,40.766,0.71,5.013,2.0,10.0,41.476,36.463,36.148
6.0,LP,0.206,43.687,0.878,1.271,2.0,12.0,44.565,43.294,42.98
7.0,LP,13.596,59.97,0.708,14.427,2.0,14.0,60.678,46.251,46.069
8.0,LP,23.999,,,21.309,0.0,14.0,83.632,62.323,62.183
9.0,LP,0.206,,,0.5,0.0,14.0,85.801,85.301,85.135
10.0,LP,23.999,,,6.157,0.0,14.0,93.529,87.372,87.302
11.0,LP,1.203,96.506,0.723,1.988,2.0,16.0,97.229,95.241,95.031
12.0,LP,0.206,99.324,0.69,1.084,2.0,18.0,100.014,98.93,98.731
13.0,LP,4.253,106.068,0.702,5.088,2.0,20.0,106.77,101.682,101.515
14.0,LP,7.65,116.197,0.503,8.32,2.0,22.0,116.7,108.38,108.273
15.0,LP,0.569,118.98,0.908,1.495,2.0,24.0,119.888,118.393,118.201
16.0,LP,1.203,122.841,0.695,1.928,2.0,26.0,123.536,121.608,121.392
17.0,LP,13.596,,,8.907,0.0,26.0,134.139,125.232,125.037
18.0,LP,7.65,143.624,0.72,8.52,2.0,28.0,144.344,135.824,135.643
19.0,LP,2.312,148.363,0.689,3.184,2.0,30.0,149.052,145.868,145.848
20.0,LP,2.312,152.928,0.713,3.025,2.0,32.0,153.641,150.616,150.555
21.0,LP,0.206,155.555,6.119,6.509,2.0,34.0,161.674,155.165,155.145
22.0,LP,0.206,163.553,2.524,2.733,2.0,36.0,166.077,163.344,163.175
23.0,LP,7.65,,,5.325,0.0,36.0,173.24,167.915,167.581
24.0,LP,23.999,,,14.337,0.0,36.0,189.251,174.914,174.744
25.0,LP,13.596,,,7.309,0.0,36.0,198.191,190.882,190.754
26.0,LP,1.203,201.072,0.731,2.065,2.0,38.0,201.803,199.738,199.693
27.0,LP,1.203,204.831,0.746,2.083,2.0,40.0,205.577,203.494,203.306
28.0,LP,2.312,209.51,0.704,3.118,2.0,42.0,210.214,207.096,207.082
29.0,LP,23.999,,,14.968,0.0,42.0,226.878,211.91,211.715
30.0,LP,2.312,230.727,0.72,3.044,2.0,44.0,231.447,228.403,228.382
31.0,LP,7.65,240.776,0.714,8.443,2.0,46.0,241.49,233.047,232.951
32.0,LP,7.65,250.899,0.959,8.648,2.0,48.0,251.858,243.21,242.994
33.0,LP,1.203,254.843,0.788,2.116,2.0,50.0,255.631,253.515,253.36
34.0,LP,4.253,261.617,0.818,5.092,2.0,52.0,262.435,257.343,257.135
35.0,LP,1.203,265.936,0.807,2.127,2.0,54.0,266.743,264.616,263.938
36.0,LP,23.999,,,8.824,0.0,54.0,277.272,268.448,268.246
37.0,LP,0.569,279.435,2.065,2.698,2.0,56.0,281.5,278.802,278.776
38.0,LP,7.65,291.031,0.747,8.635,2.0,58.0,291.778,283.143,283.001
39.0,LP,13.596,307.159,0.739,14.36,2.0,60.0,307.898,293.538,293.285
40.0,LP,13.596,323.094,0.959,14.603,2.0,62.0,324.053,309.45,309.399
41.0,LP,0.569,326.314,0.729,1.421,2.0,64.0,327.043,325.622,325.557
42.0,LP,23.999,,,14.626,0.0,64.0,343.232,328.606,328.546
43.0,LP,4.253,349.27,0.959,5.292,2.0,66.0,350.229,344.937,344.736
44.0,LP,2.312,354.161,0.746,3.114,2.0,68.0,354.907,351.793,351.731
45.0,LP,0.569,357.295,1.97,2.684,2.0,70.0,359.265,356.581,356.408
46.0,LP,0.206,361.065,0.94,1.232,2.0,72.0,362.005,360.773,360.769
47.0,LP,1.203,364.885,1.408,2.773,2.0,74.0,366.293,363.52,363.508
48.0,LP,0.569,368.649,2.098,2.766,2.0,76.0,370.747,367.981,367.794
49.0,LP,4.253,,,4.644,0.0,76.0,377.108,372.464,372.257
50.0,LP,0.569,379.212,0.901,1.482,2.0,78.0,380.113,378.631,378.609
51.0,LP,13.596,,,3.616,0.0,78.0,385.401,381.785,381.614
52.0,LP,4.253,,,4.147,0.0,78.0,391.081,386.934,386.902
53.0,LP,4.253,396.956,0.966,5.282,2.0,80.0,397.922,392.64,392.585
54.0,LP,13.596,,,7.986,0.0,80.0,407.55,399.564,399.424
55.0,LP,0.206,409.417,0.971,1.191,2.0,82.0,410.388,409.197,409.053
56.0,LP,0.569,412.703,0.721,1.476,2.0,84.0,413.424,411.948,411.892
57.0,LP,0.569,415.764,1.584,2.334,2.0,86.0,417.348,415.014,414.928
58.0,LP,2.312,421.221,0.719,3.063,2.0,88.0,421.94,418.877,418.852
59.0,LP,4.253,427.834,0.769,5.072,2.0,90.0,428.603,423.531,423.444
60.0,LP,23.999,,,9.01,0.0,90.0,439.389,430.379,430.105
61.0,LP,7.65,,,6.974,0.0,90.0,447.98,441.006,440.892
62.0,LP,0.206,449.93,0.901,1.285,2.0,92.0,450.831,449.546,449.484
63.0,LP,2.312,454.77,0.901,3.264,2.0,94.0,455.671,452.407,452.333
64.0,LP,13.596,,,10.444,0.0,94.0,467.73,457.286,457.175
65.0,LP,1.203,470.573,2.182,3.418,2.0,96.0,472.755,469.337,469.232
66.0,LP,0.206,474.89,0.936,1.344,2.0,98.0,475.826,474.482,474.256
67.0,LP,23.999,,,8.954,0.0,98.0,486.535,477.581,477.33
68.0,LP,23.999,,,6.016,0.0,98.0,494.245,488.229,488.039
69.0,LP,2.312,498.268,0.946,3.345,2.0,100.0,499.214,495.869,495.748
70.0,LP,4.253,505.113,0.885,5.225,2.0,102.0,505.998,500.773,500.717
71.0,LP,1.203,508.875,2.598,3.855,2.0,104.0,511.473,507.618,507.499
72.0,LP,13.596,,,11.83,0.0,104.0,524.807,512.977,512.976
73.0,LP,0.569,527.192,0.926,1.537,2.0,106.0,528.118,526.581,526.31
74.0,LP,2.312,532.064,0.911,3.227,2.0,108.0,532.975,529.748,529.62
75.0,LP,23.999,,,14.257,0.0,108.0,548.797,534.54,534.478
