trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime,trialReadyTime
1.0,LP,13.596,,,4.956,0.0,0.0,5.854,0.898,0.001
2.0,LP,2.312,9.907,0.502,2.863,2.0,2.0,10.409,7.546,7.356
3.0,LP,1.203,13.319,0.501,1.755,2.0,4.0,13.82,12.065,11.915
4.0,LP,7.65,,,6.161,0.0,4.0,21.868,15.707,15.323
5.0,LP,4.253,,,1.475,0.0,4.0,24.975,23.5,23.37
6.0,LP,0.206,27.062,0.842,1.111,2.0,6.0,27.904,26.793,26.478
7.0,LP,13.596,,,2.435,0.0,6.0,32.196,29.761,29.407
8.0,LP,23.999,,,1.414,0.0,6.0,35.362,33.948,33.699
9.0,LP,0.206,37.359,0.799,1.117,2.0,8.0,38.158,37.041,36.864
10.0,LP,23.999,,,1.731,0.0,8.0,41.666,39.935,39.66
11.0,LP,1.203,,,1.661,0.0,8.0,44.92,43.259,43.169
12.0,LP,0.206,47.063,1.43,1.754,2.0,10.0,48.493,46.739,46.424
13.0,LP,4.253,,,1.772,0.0,10.0,52.343,50.571,49.995
14.0,LP,7.65,,,2.17,0.0,10.0,57.507,55.337,53.845
15.0,LP,0.569,60.871,0.501,1.098,2.0,12.0,61.372,60.274,59.01
16.0,LP,1.203,,,1.399,0.0,12.0,64.925,63.526,62.876
17.0,LP,13.596,,,1.467,0.0,12.0,68.331,66.864,66.427
18.0,LP,7.65,,,1.368,0.0,12.0,72.364,70.996,69.834
19.0,LP,2.312,,,1.44,0.0,12.0,75.917,74.477,73.867
20.0,LP,2.312,,,1.373,0.0,12.0,79.59,78.217,77.419
21.0,LP,0.206,81.712,0.806,1.098,2.0,14.0,82.518,81.42,81.092
22.0,LP,0.206,85.012,0.772,1.069,2.0,16.0,85.784,84.715,84.021
23.0,LP,7.65,,,1.471,0.0,16.0,90.111,88.64,87.286
24.0,LP,23.999,,,1.118,0.0,16.0,93.118,92.0,91.614
25.0,LP,13.596,,,1.11,0.0,16.0,95.983,94.873,94.62
26.0,LP,1.203,,,1.211,0.0,16.0,98.973,97.762,97.485
27.0,LP,1.203,,,1.413,0.0,16.0,102.182,100.769,100.474
28.0,LP,2.312,,,1.222,0.0,16.0,105.385,104.163,103.685
29.0,LP,23.999,,,1.145,0.0,16.0,108.305,107.16,106.888
30.0,LP,2.312,,,1.159,0.0,16.0,111.267,110.108,109.807
31.0,LP,7.65,,,1.17,0.0,16.0,114.314,113.144,112.77
32.0,LP,7.65,,,1.144,0.0,16.0,117.295,116.151,115.815
33.0,LP,1.203,,,1.117,0.0,16.0,120.25,119.133,118.798
34.0,LP,4.253,,,1.122,0.0,16.0,123.106,121.984,121.753
35.0,LP,1.203,,,1.071,0.0,16.0,125.797,124.726,124.612
36.0,LP,23.999,,,1.074,0.0,16.0,128.646,127.572,127.298
