trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime,trialReadyTime
1.0,LP,13.596,,,6.892,0.0,0.0,7.95,1.058,0.0
2.0,LP,2.312,11.887,0.895,3.303,2.0,2.0,12.782,9.479,9.451
3.0,LP,1.203,15.962,0.894,2.258,2.0,4.0,16.856,14.598,14.282
4.0,LP,7.65,,,6.119,0.0,4.0,24.801,18.682,18.356
5.0,LP,4.253,30.881,0.703,4.978,2.0,6.0,31.584,26.606,26.302
6.0,LP,0.206,33.614,0.864,1.228,2.0,8.0,34.478,33.25,33.085
7.0,LP,13.596,,,5.044,0.0,8.0,41.132,36.088,35.978
8.0,LP,23.999,,,5.3,0.0,8.0,48.036,42.736,42.633
9.0,LP,0.206,50.161,1.095,1.326,2.0,10.0,51.256,49.93,49.536
10.0,LP,23.999,,,2.835,0.0,10.0,55.78,52.945,52.756
11.0,LP,1.203,59.244,0.992,2.342,2.0,12.0,60.236,57.894,57.281
12.0,LP,0.206,62.006,1.595,1.858,2.0,14.0,63.601,61.743,61.736
13.0,LP,4.253,69.794,0.756,5.228,2.0,16.0,70.55,65.322,65.102
14.0,LP,7.65,,,4.597,0.0,16.0,76.824,72.227,72.05
15.0,LP,0.569,79.213,0.741,1.5,2.0,18.0,79.954,78.454,78.324
16.0,LP,1.203,82.87,0.702,1.988,2.0,20.0,83.572,81.584,81.454
17.0,LP,13.596,,,3.71,0.0,20.0,88.959,85.249,85.073
18.0,LP,7.65,,,4.485,0.0,20.0,95.026,90.541,90.459
19.0,LP,2.312,99.191,0.725,3.194,2.0,22.0,99.916,96.722,96.526
20.0,LP,2.312,103.796,0.706,3.074,2.0,24.0,104.502,101.428,101.417
21.0,LP,0.206,106.363,1.524,1.737,2.0,26.0,107.887,106.15,106.004
22.0,LP,0.206,109.724,0.898,1.104,2.0,28.0,110.622,109.518,109.387
23.0,LP,7.65,,,4.222,0.0,28.0,116.358,112.136,112.122
24.0,LP,23.999,,,4.064,0.0,28.0,121.998,117.934,117.858
25.0,LP,13.596,,,4.047,0.0,28.0,127.662,123.615,123.499
26.0,LP,1.203,130.58,0.745,2.11,2.0,30.0,131.325,129.215,129.163
