sess,condition,NU,PU,PM,PS,SS,attention,cogstable,motor,perseverance,selfcontrol,cogcomplex,GMK
1,HP,-0.04638706092604132,-0.004828677506706112,0.08555361972056925,-0.08525486865607407,0.10659773158839717,-0.013512988449293236,0.0024009686355384707,0.23811227251230807,0.02825302135882488,0.07180521536463597,0.042236972885769664,-0.07327721573232839
1,LP,-0.08567980601504228,-0.04022164345685439,0.016132215766980023,-0.1282407012820517,0.15243643955037,-0.01698134228685956,0.07203715676812895,0.2179570190491772,-0.04528386360449414,0.025868789754745058,-0.05738644085271152,0.01171136908566794
2,HP,-0.0447765427248662,-0.018850326979294577,0.040930539136107,-0.10581612552318759,0.04641871589503689,-0.04217589014425706,-0.07390396763182128,0.08912636783765841,-0.044333080389991675,0.03575573321240525,-0.06326903074532891,-0.07352487270130809
2,LP,-0.0438061074235522,-0.016750890807660908,-0.004601823924440987,-0.10013745536044057,0.0648194461490427,0.04888871416698083,-0.04008943218154306,0.04780454856805341,-0.06784885911803389,0.07552725060475234,-0.059715612179919,0.02141919364086117
