,NU,PU,PM,PS,SS,attention,cogstable,motor,perseverance,selfcontrol,cogcomplex
LP_AUC_1,0.8824,0.7032,0.4202,0.962,0.022199999999999998,0.5860000000000001,0.16800000000000004,0.0013999999999999568,0.7268,0.36019999999999996,0.7807999999999999
HP_AUC_1,0.7474000000000001,0.5178,0.12519999999999998,0.876,0.07740000000000002,0.5766,0.48019999999999996,0.00039999999999995595,0.3528,0.15800000000000003,0.2774
LP_AUC_2,0.6912,0.589,0.5329999999999999,0.8924,0.21899999999999997,0.2812,0.6828000000000001,0.2744,0.8042,0.17900000000000005,0.771
HP_AUC_2,0.7038,0.5900000000000001,0.29700000000000004,0.9068,0.2862,0.7036,0.81,0.13380000000000003,0.6986,0.33320000000000005,0.7842
