block,condition,auc,std_wtw,id,sess,key
1,LP,5.741007444828523,1.6907214926336813,s1010,2,"('s1010', 2)"
2,HP,7.905859360287475,2.6962652131221283,s1010,2,"('s1010', 2)"
1,LP,5.038185043787875,1.5141774078935388,s1020,2,"('s1020', 2)"
2,HP,6.022389571981643,2.1485430514654182,s1020,2,"('s1020', 2)"
1,LP,4.278487994462605,2.919316530493703,s1023,2,"('s1023', 2)"
2,HP,9.317463414865971,4.13706730527078,s1023,2,"('s1023', 2)"
1,LP,5.786269757621986,2.1879862949682423,s1032,2,"('s1032', 2)"
2,HP,8.944204958614682,3.5463828606076397,s1032,2,"('s1032', 2)"
1,LP,6.410299665326588,1.5094931550230937,s1040,2,"('s1040', 2)"
2,HP,9.040974240808172,2.4021390336153408,s1040,2,"('s1040', 2)"
1,LP,5.987709264915024,2.061275881578806,s1044,2,"('s1044', 2)"
2,HP,10.30653200465117,2.8246822530710167,s1044,2,"('s1044', 2)"
1,LP,5.492260458716808,1.0021762580161628,s1047,2,"('s1047', 2)"
2,HP,5.641447264710066,1.1177352801796592,s1047,2,"('s1047', 2)"
1,LP,5.316138869377079,1.6552364454521036,s1048,2,"('s1048', 2)"
2,HP,7.103333793579145,2.280351828866789,s1048,2,"('s1048', 2)"
1,LP,5.286091291946611,1.0729767319627164,s1053,2,"('s1053', 2)"
2,HP,7.600932027894828,1.3096392540756783,s1053,2,"('s1053', 2)"
1,LP,3.8354814712838112,2.2983018379963127,s1107,2,"('s1107', 2)"
2,HP,5.705018939228176,3.5603351342595957,s1107,2,"('s1107', 2)"
1,LP,4.458998589355005,2.560423886991225,s1109,2,"('s1109', 2)"
2,HP,9.406577213826006,4.050153039959368,s1109,2,"('s1109', 2)"
1,LP,5.687142205608066,1.6343926068599361,s1116,2,"('s1116', 2)"
2,HP,6.907872233605092,2.336954863562486,s1116,2,"('s1116', 2)"
1,LP,4.8828142726848345,1.8956653827202197,s1117,2,"('s1117', 2)"
2,HP,5.057857161505138,1.9140318568616261,s1117,2,"('s1117', 2)"
1,LP,5.519964163949174,2.337864310480661,s1136,2,"('s1136', 2)"
2,HP,9.828159942054528,3.327768311898631,s1136,2,"('s1136', 2)"
1,LP,5.418796872131458,1.4133950794923293,s1143,2,"('s1143', 2)"
2,HP,5.613755709128218,1.4694614977724634,s1143,2,"('s1143', 2)"
1,LP,5.552657744179765,1.556477603699032,s1148,2,"('s1148', 2)"
2,HP,7.993372322826568,2.471621164001412,s1148,2,"('s1148', 2)"
1,LP,5.855661681339076,1.467299924970822,s1207,2,"('s1207', 2)"
2,HP,6.665090099911147,1.92726144909593,s1207,2,"('s1207', 2)"
1,LP,4.144805214056605,1.725841952674672,s1210,2,"('s1210', 2)"
2,HP,4.1946360582711115,1.717995317390826,s1210,2,"('s1210', 2)"
1,LP,5.406107341626511,1.6647054184493537,s1212,2,"('s1212', 2)"
2,HP,6.65493240294492,1.9018569842697979,s1212,2,"('s1212', 2)"
1,LP,4.866513851909149,1.8384345005450897,s1222,2,"('s1222', 2)"
2,HP,7.793336762774454,2.8805542974293465,s1222,2,"('s1222', 2)"
1,LP,5.55699365787261,0.8530575950202633,s1234,2,"('s1234', 2)"
2,HP,5.966486418725468,0.9991013488553058,s1234,2,"('s1234', 2)"
1,LP,7.529928299067298,1.2575760105108633,s1246,2,"('s1246', 2)"
2,HP,8.125061938268377,1.4971712539260362,s1246,2,"('s1246', 2)"
1,LP,5.453741475392799,1.2681469662177018,s1252,2,"('s1252', 2)"
2,HP,6.1483508071947,1.4881917499000323,s1252,2,"('s1252', 2)"
1,LP,6.210405927129104,2.6345509420798408,s1255,2,"('s1255', 2)"
2,HP,10.348146438651515,3.045321296099776,s1255,2,"('s1255', 2)"
1,LP,6.123797100741876,1.8314582237294417,s1265,2,"('s1265', 2)"
2,HP,10.268800934415427,2.623142926512935,s1265,2,"('s1265', 2)"
