id,sess,key,block,auc,auc_rh,std_wtw,std_wtw_rh,init_wtw,sell_RT_median,sell_RT_mean,sell_RT_se,condition,auc1,auc2,std_wtw1,std_wtw2
s1023,1,"('s1023', 1)",2,3.8226351947072548,4.200345275467775,2.247478306244386,2.3556424086327916,2.525,0.4655,0.44614285714285723,0.014574029379739702,HP,2.8559150345622113,5.390907890625,1.2956082229285386,2.5955364014088556
s1024,1,"('s1024', 1)",1,1.9245728978713663,1.6766741453079665,1.2131104606757803,0.5377052699634055,3.174,0.378,0.3688591549295774,0.01102366745272063,LP,2.292044298605415,1.6050906339598605,1.6192068061166451,0.5127267059212361
s1024,1,"('s1024', 1)",2,2.3941903736731294,2.6005860721378706,1.135390959212116,1.1315608087220677,2.838,0.469,0.44494736842105265,0.04386718014752429,HP,1.9012557342537515,3.1268747431302275,0.9931651663962427,0.9295299956908183
s1025,1,"('s1025', 1)",1,4.722615400483291,4.3009767561778895,1.801009475917029,1.387627658556908,5.63,0.5155000000000001,0.5605571428571429,0.02839148072648846,LP,5.517307208237987,3.9310526570908517,1.8767156873601656,1.291067615583909
s1025,1,"('s1025', 1)",2,3.8684524616550595,3.873089873420158,1.9631508317320399,2.0633783322727006,2.7,0.555,0.6205517241379312,0.06284928249111356,HP,4.339294346978557,3.4328267842822777,2.0894573084003043,1.7620531912753308
s1026,1,"('s1026', 1)",1,5.172581499009464,4.763873317954632,2.063817386494222,1.4165628239651116,10.308,0.355,0.39129230769230766,0.018426334680032144,LP,5.419119883040936,4.857768346595935,2.4039372776646637,1.476127942561251
s1026,1,"('s1026', 1)",2,10.945505119219403,11.441542386185244,2.338011800562407,2.044216579914528,7.5,0.403,0.5646885245901639,0.06592656139552638,HP,10.571173213617659,11.334222222222223,2.424757495736861,2.148807806122808
s1027,1,"('s1027', 1)",1,4.0633902937871085,3.619045597968293,2.292994727638446,1.885740676230454,6.709,0.4195,0.5161029411764705,0.04718426360246282,LP,4.885027138157894,3.2900365261813533,2.8188740046452208,1.2252308517357653
s1027,1,"('s1027', 1)",2,4.69654311858912,4.834677555998268,2.6386775184988247,2.8673090567041646,1.304,0.511,0.9286129032258066,0.18200277683339422,HP,4.850649956293708,4.720297715747456,2.1213635606071524,3.355316267273188
s1028,1,"('s1028', 1)",1,11.78705882352941,11.975071428571429,0.766608073083152,0.061760440743378185,12.0,0.5305,0.6325,0.036382952577838565,LP,11.6579,11.971571428571428,0.977323738584099,0.06963549411626456
s1028,1,"('s1028', 1)",2,11.118560173160175,11.283909090909091,1.185217417686422,0.9301967978038994,10.028,0.55,0.6794666666666666,0.08575039509681143,HP,11.035746527777778,11.173285714285715,1.4038149441993375,0.8336377620809574
s1029,1,"('s1029', 1)",1,4.275744549359517,3.520094904125436,3.2534780270486667,2.347674538706696,12.0,1.406,1.4588727272727267,0.12871404414449128,LP,6.351445962732919,2.575299417565013,3.9046184366858294,0.5670319821461108
s1029,1,"('s1029', 1)",2,5.848305332192937,6.53850444437224,2.380617335405669,2.120142922516429,3.84,1.032,1.5182368421052632,0.23020288665099808,HP,4.832743571428571,7.394310596955128,1.9496824666270558,2.3752551539694036
s1030,1,"('s1030', 1)",1,4.80757644680919,4.701014386189258,0.9271591078366069,0.7813440771017748,8.243,0.4825,0.47900000000000004,0.014434440107759282,LP,4.754784380305603,4.877630303030303,1.162512216035978,0.60865625193628
s1030,1,"('s1030', 1)",2,5.727607362615658,6.477914708646615,2.9466883576628002,2.8636180423613435,2.775,0.499,0.495897435897436,0.023425874389015534,HP,6.286754235504576,5.1603142857142865,3.8696621801467463,1.347425631007003
s1031,1,"('s1031', 1)",1,11.695186513629842,11.705857142857143,1.5944956051805446,1.7151328502123537,12.0,0.458,0.7246666666666666,0.0802536417513953,LP,11.895999999999999,11.509761904761904,0.2941564209736038,2.192411412224795
s1031,1,"('s1031', 1)",2,12.0,12.0,0.0,0.0,12.0,0.509,0.6195454545454544,0.04453706466970073,HP,12.0,12.0,0.0,0.0
s1032,1,"('s1032', 1)",1,8.352177142857142,8.269324175824176,1.6209571496499717,1.4508018205056685,12.0,0.4085,0.4743333333333333,0.042091083811417275,LP,9.034432748538014,7.594354166666666,1.5624374419787577,1.3538460875345615
s1032,1,"('s1032', 1)",2,9.7369064171123,9.992099588477366,1.4633946212301903,1.4070723459687327,8.476,0.413,0.4478363636363638,0.03294314424607084,HP,9.917357142857142,9.603983333333334,1.293213583461363,1.7269746909134354
s1033,1,"('s1033', 1)",1,9.453588235294118,8.929823361823363,2.143829356173435,1.9711117555442,12.0,0.409,0.4443281249999999,0.01725343962943711,LP,12.0,7.946074074074075,0.0,1.2808506893233855
s1033,1,"('s1033', 1)",2,10.889150529777128,12.0,1.8401390105093802,0.0,6.153,0.433,0.4486779661016949,0.012113236690440118,HP,9.878574162679426,12.0,2.0203705627946262,0.0
s1034,1,"('s1034', 1)",1,1.4043600402217309,1.0253375149361625,1.734122459651142,0.9911139498440249,12.0,0.378,0.3401153846153846,0.024864197036399683,LP,2.1508853458049892,0.8558497953390112,2.305631434464175,0.7616094615869297
s1034,1,"('s1034', 1)",2,5.940217225242213,6.976771175052531,4.3833507160268805,3.8513272464917407,2.788,0.442,0.4368604651162791,0.012127035416311731,HP,5.745213734567899,6.380799216287589,4.785856680776592,3.7770332516382465
s1035,1,"('s1035', 1)",1,7.05124030075188,7.004740361919749,1.970248324259668,2.089597258716255,8.868,0.403,0.4418550724637681,0.015009305737152834,LP,6.950200000000001,7.098862318840579,1.7926397741877755,2.100726140820135
s1035,1,"('s1035', 1)",2,11.455361904761904,11.69216043956044,1.5533968194086,1.1124169540930473,4.987,0.404,0.45390476190476187,0.03614180599712114,HP,10.997402014652016,12.0,1.9608260034630163,0.0
s1036,1,"('s1036', 1)",1,3.0342722129965107,2.923533807588077,1.434518141238056,1.1319193959011173,10.281,0.385,0.4434411764705882,0.023358741152188403,LP,3.2216128571428566,2.8175261499684945,1.7845583899042226,0.7763608858363291
s1036,1,"('s1036', 1)",2,5.260615330888772,5.193850233357896,1.181546691910698,0.895556735573347,3.16,0.4525,0.52571875,0.0563942808349275,HP,5.442226646809486,5.067651354489164,1.259309555903499,1.0436831516394078
s1037,1,"('s1037', 1)",1,9.078435863682902,8.788824691358025,2.928715439615705,3.0409719198913825,10.384,0.5934999999999999,0.9370294117647059,0.09414078982607887,LP,10.20965882352941,7.904379930966471,2.011076273470567,3.2645201921102975
s1037,1,"('s1037', 1)",2,9.042447360498109,9.10411586474501,2.700931876039956,2.781508233975196,4.703,1.053,1.4323137254901959,0.15380012566482018,HP,9.110470707070709,8.93176245210728,2.549570997000351,2.8601487106719814
s1038,1,"('s1038', 1)",1,4.4956538027108435,4.470728042328043,1.4166548047806071,1.4249512158883195,7.767,0.345,0.35762500000000014,0.010223570214185589,LP,4.604169253510717,4.38194316436252,1.2681857420367129,1.5455417633929633
s1038,1,"('s1038', 1)",2,5.952943498924077,6.116834504101117,2.372828072854787,2.3828188106745034,1.548,0.465,0.5255853658536586,0.02765208286235808,HP,5.761871504706535,6.279364708634054,2.7529949781166825,1.9262714764702116
s1039,1,"('s1039', 1)",1,3.338703887310865,3.409361661354236,1.9894466776098298,1.8261983640178088,11.68,0.473,0.6423968253968255,0.06223132643016714,LP,3.35032861724203,3.327987084865736,1.9830434486814805,2.040827886096915
s1039,1,"('s1039', 1)",2,10.362811353034111,11.78572222222222,3.0513808988384024,0.8834899110004065,3.791,0.935,1.180315789473684,0.13384019117251805,HP,9.070170629370631,12.0,3.589625395364274,0.0
s1040,1,"('s1040', 1)",1,8.541385714285713,7.921593103448275,1.88383642217423,1.3990786549408358,12.0,0.3905,0.4280142857142857,0.01974460911036941,LP,9.607631578947368,7.2204999999999995,1.8294877846884925,0.723680264343308
s1040,1,"('s1040', 1)",2,11.163801282051281,12.0,1.4306511804960589,0.0,8.674,0.67,0.8281147540983607,0.06642843885747228,HP,10.539538461538461,12.0,1.6416290442272217,0.0
s1041,1,"('s1041', 1)",1,3.878464458247068,3.9057457627118644,0.7810704201643808,0.5295123946059881,7.204,0.4315,0.4533823529411765,0.015421093794819419,LP,3.812464103896105,3.928519607843137,0.9866612084945037,0.3729808576908039
s1041,1,"('s1041', 1)",2,10.1680530002405,11.332354166666667,2.8468843038055605,1.457921884666046,3.046,0.4175,0.4473103448275863,0.011650356250812217,HP,8.730857931034484,12.0,3.0952103729665703,0.0
s1042,1,"('s1042', 1)",1,6.212226541176472,6.377450246936164,2.8338290131974526,3.141399489136712,6.563,0.42,0.5386301369863012,0.03775360114304195,LP,6.691969867947178,5.7758820085885585,2.353169330462973,3.285617553914208
s1042,1,"('s1042', 1)",2,7.394332978365352,7.7300489361702125,2.4247619647992873,2.5702014880344723,7.437,0.47850000000000004,0.8267045454545453,0.12505931063785847,HP,6.865326914983165,8.166160666088299,2.172050094213155,2.599452014527281
