id,sess,key,block,auc,auc_rh,std_wtw,std_wtw_rh,init_wtw,sell_RT_median,sell_RT_mean,sell_RT_se,condition,auc1,auc2,std_wtw1,std_wtw2
s1043,1,"('s1043', 1)",1,10.229157894736842,10.382771428571429,1.7736031067188143,1.8633447083244732,11.188,0.343,0.37326760563380296,0.013736430721301308,LP,10.628923076923078,9.594666666666667,1.3765799013686313,2.1157289261360703
s1043,1,"('s1043', 1)",2,11.560516352941178,12.0,1.557640072323849,0.0,10.5,0.369,0.42178125000000005,0.023037667321163097,HP,11.168844457013577,12.0,2.105298001448109,0.0
s1044,1,"('s1044', 1)",1,6.230191587620678,6.188478494623655,1.6902860974729883,1.572534619649753,0.384,0.403,0.40039743589743604,0.013904368832529898,LP,7.0771220147633525,5.0670625000000005,1.8026806916230163,0.5889555399503384
s1044,1,"('s1044', 1)",2,8.622194675664993,9.209489040453033,3.149944095800634,3.270819470088057,4.521,0.483,0.4868113207547169,0.01400066256388168,HP,9.072805176470588,8.162333175969252,2.4271237703085378,3.701284810462991
s1046,1,"('s1046', 1)",1,9.695468790572257,9.58929842872468,3.206948345896529,3.4154008064413124,10.825,0.8109999999999999,0.8504242424242427,0.035823860370035245,LP,10.859663306451614,8.467123923514816,2.2483589816636878,3.580667098449
s1046,1,"('s1046', 1)",2,11.327374220374221,11.408839861751149,2.3426792662177602,2.310013777648779,5.626,0.86,1.0581967213114756,0.08391011693207175,HP,11.063705069124424,11.667941176470586,2.6047661907371804,1.9075327141004221
s1047,1,"('s1047', 1)",1,5.425638351555929,5.3396196002578975,1.0953773963555833,0.9664065170176602,9.593,0.532,0.5700000000000003,0.01620516643428461,LP,5.730314516129032,5.038847494553377,1.1214095635155434,0.9221647300663013
s1047,1,"('s1047', 1)",2,4.9481079452054795,4.961480207916833,0.5107649625590713,0.521444482920866,5.275,0.589,0.602625,0.03798984110711375,HP,4.884919958419959,5.017012731481482,0.4917105795172053,0.5236895470945143
s1048,1,"('s1048', 1)",1,4.278754411764706,3.9976027568922303,1.203432203170414,0.6006874665110614,10.975,0.364,0.37247826086956515,0.008118700584392673,LP,4.880527629233513,3.709171428571428,1.4325738699035346,0.450487660782187
s1048,1,"('s1048', 1)",2,5.606291626183076,5.766988585089747,1.8472376913426813,2.0240777080732353,5.565,0.406,0.40771428571428564,0.021541741972977035,HP,5.937269333820485,5.200693979933111,2.326589353581921,0.8926755210739531
s1049,1,"('s1049', 1)",1,5.202413075060533,5.111615327380951,1.0768499291010007,1.4008561466277798,3.85,0.4845,0.6000555555555553,0.04060085887125637,LP,5.528480938416423,4.819200549450549,1.0995327841762148,0.8898437144541417
s1049,1,"('s1049', 1)",2,6.822691280601746,6.850388281249999,1.0978323848004112,1.0300217262747855,5.494,0.503,0.6326097560975608,0.06983192090962666,HP,6.553464778503994,7.156337597402597,1.0994790165172488,1.0019322591558197
s1050,1,"('s1050', 1)",1,3.2892073476939343,3.042741173922461,1.0624573404115851,0.918200782508197,5.23,0.3445,0.3435394736842106,0.009259969561744992,LP,3.973796992481204,2.5810263331138907,1.0862557077168093,0.2855657804688263
s1050,1,"('s1050', 1)",2,4.485912905452037,4.6267026567302425,1.5304573308047016,1.624002453743707,3.571,0.387,0.5030000000000001,0.05625619632885091,HP,5.057061192621192,3.9623684614204646,1.9880618725078847,0.548361892915091
s1051,1,"('s1051', 1)",1,5.77210612635098,5.432280723616412,2.384452618337288,2.049807210995648,9.218,0.38,0.4203521126760562,0.024744888391829978,LP,6.393931660899653,5.200680055401662,2.934307288511012,1.4770608176194462
s1051,1,"('s1051', 1)",2,7.071537118909458,7.290682726530613,2.3764260752772532,2.3712605700998637,5.824,0.3615,0.3669545454545455,0.01920033451804443,HP,6.768266526442308,7.491969454123114,2.0195104300251785,2.7075395179723767
s1052,1,"('s1052', 1)",1,10.941752093023254,12.0,2.3909833208609292,0.0,1.26,0.495,0.75115873015873,0.12114932557010712,LP,10.188891428571427,12.0,2.920011257255348,0.0
s1052,1,"('s1052', 1)",2,11.50150114566285,11.420097321428571,2.1802803331629335,2.3408227286102963,12.0,0.5535000000000001,0.8301774193548388,0.12189231725299023,HP,12.0,11.006357142857144,0.0,2.9802055768037223
s1053,1,"('s1053', 1)",1,6.211621651785716,5.953442940038684,1.0793320620784903,0.90871900141536,7.902,0.377,0.414109589041096,0.015753657671222936,LP,6.636486956521739,5.668775599128541,1.1270402358869576,0.7053657712229
s1053,1,"('s1053', 1)",2,7.8364778240340245,8.25126456398349,1.4980994780009584,1.3480152772528722,5.767,0.4015,0.40599999999999997,0.013558282787141808,HP,7.175551440329219,8.769635416666667,1.649129722986845,0.5509127108677561
s1054,1,"('s1054', 1)",1,8.576853587074016,8.01721546149324,4.142066776191335,4.194116750374346,12.0,0.729,0.749728813559322,0.058966561256843165,LP,11.266744897959184,6.787917497057849,1.6323790283098483,4.481888439302806
s1054,1,"('s1054', 1)",2,9.611809406332995,9.967499396031062,3.660228946580801,3.8492719529530297,5.643,0.888,0.8659454545454547,0.06466788091424051,HP,10.529138586956522,8.707924220234565,2.12545185984323,4.471760616883721
s1055,1,"('s1055', 1)",1,3.4794498698095433,3.018689186176143,1.857463580622416,0.8935599008092265,12.0,0.43,0.49101449275362336,0.03350229072195525,LP,4.126907103825136,2.90666514939309,2.3601678147815672,0.9992940093269607
s1055,1,"('s1055', 1)",2,4.0180417039876755,3.9239231214203896,2.193349417883128,2.2408829641583954,3.269,0.4535,0.45553846153846156,0.023757666515299064,HP,3.658361444936398,4.450442273412861,1.9602280060208548,2.360504089256811
s1056,1,"('s1056', 1)",1,4.622507827625211,4.5034205804365985,2.0035024060380833,1.7848226451843794,12.0,0.357,0.3624285714285713,0.008494453686979125,LP,5.597013004002645,3.7962707327775345,2.3781942453084866,1.0812008165801257
s1056,1,"('s1056', 1)",2,9.199404491544424,9.144539901069972,2.967107907316612,2.8890818978149735,6.382,0.384,0.3984,0.007026730544766915,HP,9.481904812834225,8.937840458579883,2.7249534916559703,3.083008689779416
s1057,1,"('s1057', 1)",1,5.436025712626217,5.429681061921297,2.0999190958090046,1.8139111669021126,7.7,0.417,0.42544927536231875,0.011635245043124869,LP,5.529937739463603,5.423160739687056,2.5149546778643153,1.6210860892905925
s1057,1,"('s1057', 1)",2,6.349762086522611,6.290113916474435,2.4807602207134414,2.4692601576906807,5.543,0.458,1.0036666666666665,0.18610552220601378,HP,6.082617647058823,6.646387512677485,2.250653709150324,2.622716918049849
s1058,1,"('s1058', 1)",1,9.560924107142858,9.408966346153845,1.041248308700296,0.9586345401453708,12.0,0.3915,0.4234583333333332,0.014863212954948064,LP,9.94872685185185,9.006777777777778,1.1673956866799613,0.42668692081555765
s1058,1,"('s1058', 1)",2,10.679524705882352,11.011406954887219,1.8225533097927966,1.8019675213803168,9.467,0.431,0.5007068965517241,0.04025557478413843,HP,10.864275641025639,10.432344618055557,1.4795790573141192,2.121840714865098
s1059,1,"('s1059', 1)",1,2.9666383773359417,3.0110489795918385,1.6988442090897704,1.4289670588414762,12.0,0.443,0.4488985507246377,0.012043472068355656,LP,2.37180660866789,3.784057142857143,1.6168149371088298,1.4640625073083877
s1059,1,"('s1059', 1)",2,9.608531809861919,10.616076923076921,2.2463108978292157,0.6961175256143572,2.913,0.4475,0.44798148148148154,0.012793883857409627,HP,8.528406211180126,10.986687499999999,2.5997760626100224,0.431393920731099
s1060,1,"('s1060', 1)",1,5.165014165666267,4.828178659878922,1.632824746009162,1.2477331135883705,12.0,0.409,0.41765671641791036,0.00586863516488375,LP,6.2948137254901955,4.234262044270833,1.6632969294103335,0.8428968807733237
s1060,1,"('s1060', 1)",2,6.379761228553924,6.166777682234195,1.782503841326064,1.3393138725555933,4.636,0.437,0.4874634146341463,0.021044585896411182,HP,6.070553439153439,6.662795120144833,1.9309484895683984,1.2511441654986484
s1061,1,"('s1061', 1)",1,4.459789787575133,4.482876953845438,3.3240518382236717,3.5331470533128604,3.464,0.395,0.38914516129032267,0.018089913695481977,LP,4.849258524121212,4.044415929492098,3.452464095752526,3.055433081502765
s1061,1,"('s1061', 1)",2,7.190466054888509,7.425382308231257,3.893448524217659,3.9312709536455195,3.006,0.43,0.43644,0.015248217207267215,HP,6.769336389602388,7.7790408474317925,3.729533530968139,4.096916024645907
s1062,1,"('s1062', 1)",1,10.148886956521741,9.907171052631577,1.9108976126510289,1.9187064062468184,12.0,0.5415000000000001,0.583609375,0.030424371664914195,LP,10.555350168350168,9.776696428571428,1.9464384444731002,1.7951736179430313
s1062,1,"('s1062', 1)",2,10.270001583710405,10.264824571428573,1.7379037173247855,1.8881376797171536,10.5,0.486,0.4923018867924528,0.008225012209688616,HP,10.24220535714286,10.202956043956044,1.5976147294951537,1.8283054302877062
s1063,1,"('s1063', 1)",1,1.5161760129280903,1.4669252491694356,0.4482406059484585,0.3665001844482411,0.435,0.364,0.3437123287671234,0.011529356322709804,LP,1.6942833150584797,1.3379838704505373,0.47875367949950115,0.32892657694668603
s1063,1,"('s1063', 1)",2,1.3567423874462916,1.312753034682081,0.6615554278457251,0.6648415334394858,4.085,0.429,0.365,0.052573600514653554,HP,1.7113702127659574,1.0469601139601141,0.7098677724984206,0.4149218954463417
s1064,1,"('s1064', 1)",1,3.322850053172633,3.393793243243243,1.0661418979024933,1.0733142670999731,3.929,0.475,0.5029210526315788,0.021005199553816904,LP,2.833050420168067,3.9383681972789115,0.6505481499604702,1.1368873731793796
s1064,1,"('s1064', 1)",2,10.404206561255696,11.585300904977375,2.446342257417056,1.2545700323287179,5.332,0.4045,0.46488333333333354,0.05042113804781717,HP,9.494386531440163,11.657428571428571,2.6995963433302474,1.235158851223235
s1065,1,"('s1065', 1)",1,3.611443981481482,3.5272494344365315,0.9095795618137718,0.6392288554618802,7.562,0.408,0.42578260869565215,0.009892105813794313,LP,3.8333942857142853,3.4295945945945947,1.1697149814686096,0.6073994393228404
s1065,1,"('s1065', 1)",2,11.684452380952381,12.0,1.4122133624441322,0.0,5.622,0.38,0.3949846153846155,0.011578402508234657,HP,11.447791666666667,12.0,1.8328721991082428,0.0
s1066,1,"('s1066', 1)",1,3.303044444444445,3.263763157894737,0.5281563588927362,0.48175283578097455,3.431,0.404,0.4175774647887324,0.009741667418831318,LP,3.423273369992145,3.1796220374220376,0.5868211974082111,0.4262998844098172
s1066,1,"('s1066', 1)",2,5.024239538239538,5.2412591911764705,1.9969968261301294,2.1743468506513812,3.63,0.441,0.4324571428571428,0.01715453615773892,HP,3.964674418604651,6.497456648284314,0.4890781894463337,2.380981691812871
s1067,1,"('s1067', 1)",1,3.9874054592369728,3.6161566159471046,2.0317811710342624,1.58967556109015,5.043,0.398,0.40444927536231867,0.012703021093382555,LP,5.258732108047897,2.980919768808778,2.291388553659022,0.9434837572761866
s1067,1,"('s1067', 1)",2,3.6181865145281416,3.5880071920702528,0.9701331126824553,1.2614338406021512,4.871,0.399,0.4325172413793103,0.02747705217828537,HP,3.8371818181818185,3.4893048709677412,0.7332241876577661,1.5862294015541283
s1068,1,"('s1068', 1)",1,3.34167748986787,3.039275678821964,1.4367784815617128,0.73202753610659,12.0,0.5295000000000001,0.6029264705882355,0.0390334250129606,LP,3.512823284457478,3.2045727598566307,1.9288147083597322,0.7851231793248572
s1068,1,"('s1068', 1)",2,4.978694684385383,4.954200423280424,1.0384617834849792,0.8368481510454032,2.791,0.474,0.8515757575757575,0.21266526779293732,HP,5.025868595041323,4.898885714285715,1.3049352962353482,0.5717868786163454
s1069,1,"('s1069', 1)",1,1.7362959801906088,1.407492701304544,2.0563847897003975,0.7223028738660265,12.0,0.3385,0.3437702702702703,0.017555729351192914,LP,2.2881799355158723,1.5725073554194178,3.427541885299917,0.7556089194764142
s1069,1,"('s1069', 1)",2,5.5740087954050335,5.052777892246642,4.228273541536324,3.840052060792697,2.055,0.406,0.42281395348837214,0.014826534609172366,HP,4.601363527108731,6.826835135135137,4.125627988623047,3.967122278093363
s1070,1,"('s1070', 1)",1,6.2237607666078905,6.208418252290346,1.6393118966310984,1.5212226111738174,0.484,0.502,0.7201690140845072,0.18789265569426256,LP,6.2750153162055335,5.990833333333335,1.658165450230627,1.4532124927708607
s1070,1,"('s1070', 1)",2,9.307492071062612,9.588925925925926,1.9279402713378515,1.49874696668469,6.474,0.485,0.5556111111111112,0.04886067800442993,HP,8.97673585471574,9.513072222222224,2.107667610619763,1.387506228336594
s1071,1,"('s1071', 1)",1,6.800129850746271,6.948479623824452,2.216186622834389,1.7171176495255314,5.04,0.336,0.3550277777777778,0.0096709754968691,LP,6.91760333084232,6.629910256410257,2.7404335035607894,1.4179427693226174
s1071,1,"('s1071', 1)",2,6.393332256543922,6.53387997903564,1.3215147652793229,1.7410904295635599,4.104,0.3485,0.3815454545454544,0.020463216711132975,HP,6.50979730642257,6.65682380952381,1.2990057642133201,2.1726720486216227
s1072,1,"('s1072', 1)",1,5.617527945924133,4.842655870445344,2.818561615135471,1.906083288587448,12.0,0.429,0.42658823529411766,0.011632757026039334,LP,8.146113984962408,3.762805882352941,2.662383523086017,0.6699317462781416
s1072,1,"('s1072', 1)",2,5.166332289875014,4.9278887619097675,1.4511195252761488,1.2969059045013507,3.904,0.409,0.4160857142857143,0.023865657041150803,HP,4.890648717948718,5.539151498963999,1.4046703125136981,1.4251097699484434
s1073,1,"('s1073', 1)",1,4.192233703562211,3.920236852672494,1.7978226659361172,1.4491202279672823,11.652,0.493,0.5378059701492539,0.022100594646262562,LP,4.691861635544906,3.7237272848920253,2.041188118840701,1.3781280813075885
s1073,1,"('s1073', 1)",2,5.773328386201029,5.577849171062281,3.524164275319541,3.678920353093064,7.176,0.6315,1.1014499999999998,0.20019181411211598,HP,7.048650435714285,4.859336598935657,2.484400777035256,3.9386760304667776
s1074,1,"('s1074', 1)",1,6.878967303377236,6.847966360569715,3.71310646509818,3.617682563707749,12.0,0.816,1.0589402985074627,0.08951666676734876,LP,7.2293422494172495,6.442012246117086,3.695231505556886,3.7174310337369776
s1074,1,"('s1074', 1)",2,8.844306267017304,9.41733488167114,2.275656640291982,2.011088142958011,3.553,0.791,0.8771000000000003,0.03387947166057936,HP,8.24928035982009,9.467605499438834,2.198861094249286,2.121613405475415
s1075,1,"('s1075', 1)",1,5.450359520111276,4.784557841558292,3.703958437023999,3.3438295593106453,4.324,0.434,0.4728732394366197,0.018968259119591248,LP,8.818626495726496,3.1229545454545455,3.7248128613324387,0.7568395441419417
s1075,1,"('s1075', 1)",2,4.6830282282282285,4.820711588011259,0.7654547609330016,1.252345122354665,3.326,0.4135,0.4221250000000001,0.019534762184212788,HP,4.7099133089133085,4.6533181818181815,0.712315244211908,0.8175164616043501
s1076,1,"('s1076', 1)",1,3.346825335097488,2.8893747008547006,1.9457122150404333,1.287870394432852,12.0,0.399,0.3959154929577465,0.01223921370449483,LP,4.057970078139889,2.650640072601011,2.3696204160984844,1.011522508347469
s1076,1,"('s1076', 1)",2,5.318764975437975,5.2006944403015325,2.5296834668731525,2.3819327195948237,2.018,0.3825,0.39919999999999994,0.016045606875403618,HP,5.970720471236232,4.747655982905982,2.913997797109175,2.085874561530143
s1077,1,"('s1077', 1)",1,3.285669196710943,3.203384950773558,0.930122182227094,0.7279460456264191,6.544,0.376,0.43324324324324326,0.024317212254643904,LP,3.2687744897959186,3.3201527777777784,1.0808514595986705,0.7460421465890742
s1077,1,"('s1077', 1)",2,4.337659270516717,4.145896097046413,1.503487300892145,0.8236275279935298,4.146,0.472,0.5615151515151514,0.03636977527000002,HP,4.386854518950438,4.196983506583507,1.7601074465202138,0.8430978355560689
s1078,1,"('s1078', 1)",1,5.224319147837401,5.108090335514549,1.742613128434055,1.739123164800082,3.072,0.505,0.5616478873239436,0.03174150515665283,LP,5.577759324009323,4.750819984424059,1.5133250111958658,1.6575075815545892
s1078,1,"('s1078', 1)",2,5.984485279739221,6.087461489578651,2.4521450993062834,2.6745567019532936,4.893,0.635,0.8365405405405406,0.10657326409704687,HP,5.412151470588235,6.748462577777778,1.4731190759271922,3.1677376117313374
s1079,1,"('s1079', 1)",1,3.8660666228790364,3.73991114749976,1.0534836354891248,0.9724860983253121,3.768,0.371,0.36820547945205484,0.008751805087467725,LP,4.424155357142858,3.3138061818181814,0.9438521538695338,0.8177604774226451
s1079,1,"('s1079', 1)",2,5.452602157626611,5.627010913430089,1.3919092015178833,1.4834723591324175,4.34,0.356,0.3537714285714286,0.014401875485252307,HP,5.111393734567901,5.834129523809523,1.0904485694978943,1.5778196476043893
s1080,1,"('s1080', 1)",1,6.462894270833334,6.00573488372093,1.8625426624380184,1.3926450087552935,12.0,0.478,0.5690147058823529,0.043093326805420384,LP,7.463562929061785,5.5230476190476185,2.1530444466944743,0.783743123380813
s1080,1,"('s1080', 1)",2,6.283425339366516,5.980820855614974,1.3188767242075958,0.8644380076256121,6.759,0.53,0.6626341463414634,0.058409340929256155,HP,6.4633906250000015,5.995483091787439,1.5882360938546962,0.7054490730319579
s1081,1,"('s1081', 1)",1,5.134526687598117,4.967516551724137,1.3801734737259028,1.07704321179369,0.596,0.3995,0.41461538461538455,0.008728900187178345,LP,5.459316475815482,4.741396551724139,1.7461766935596126,0.5262023977866171
s1081,1,"('s1081', 1)",2,4.954904680290047,4.701133128520225,1.2758915670934086,0.890509310592088,7.378,0.4255,0.4053125,0.01789331652788793,HP,5.395945238095238,4.534400000000001,1.6531912782726288,0.4615826669417436
s1082,1,"('s1082', 1)",1,3.70400474784189,3.4498389231463387,1.763735756437796,1.3966233893343754,12.0,0.393,0.3911,0.008740245875213333,LP,3.9553545506912444,3.4977629928315417,1.7339413413255553,1.8712923632351401
s1082,1,"('s1082', 1)",2,11.042138015793011,12.0,2.631285975619711,0.0,4.933,0.478,0.5454354838709679,0.030594505000007686,HP,10.266906056301654,12.0,3.35197363081127,0.0
s1085,1,"('s1085', 1)",1,5.404670058358788,5.221785035284353,3.27959882660283,3.016790838393325,6.902,0.508,0.7599436619718308,0.07062933828678827,LP,4.908645331660209,6.132616073781293,3.003939371702606,3.619817585851592
s1085,1,"('s1085', 1)",2,7.8977266295040405,8.863132878086418,3.504623638178692,3.0738747263787003,5.734,0.458,0.5245102040816327,0.03725151322239922,HP,7.3875384021842345,8.656574078341015,3.2781290225496824,3.707870530539127
s1086,1,"('s1086', 1)",1,8.980748859126983,8.650881393790485,3.1428857684689295,3.3256880196606513,12.0,0.488,0.5488805970149254,0.02910865276128758,LP,9.448523636363637,8.46255,2.452473884156899,3.8093943806726025
s1086,1,"('s1086', 1)",2,8.042640737263337,8.803782004830918,3.3290667399256653,3.214963561466783,9.0,0.5495000000000001,0.6763200000000001,0.10117807841622613,HP,9.128996449888495,6.723450340136056,3.5472866783703947,2.50029704233614
s1087,1,"('s1087', 1)",1,3.1177639487140327,2.9949148955413487,1.350198023727447,1.1990659447236196,1.589,0.752,0.7316769230769232,0.022554770761741335,LP,2.9164192550164603,3.3232930763178596,1.4279103082691236,1.1386677264263103
s1087,1,"('s1087', 1)",2,7.841941473391063,8.767342091076749,3.246650941191598,3.2437925184732,2.892,0.8474999999999999,1.0189565217391305,0.14721947774697608,HP,6.041556521739131,10.401406250000003,1.939100771245379,2.8178056273829353
s1088,1,"('s1088', 1)",1,4.717876790123457,4.4945505019658745,2.238065630361849,2.153159559771659,2.955,0.525,0.969614285714286,0.21284209083200062,LP,5.315366452991453,4.177664239738315,2.6840639995401907,1.6020859540613874
s1088,1,"('s1088', 1)",2,4.529219023235216,4.6539007317652805,1.557527173311317,1.5705700468133037,3.198,0.5954999999999999,0.7826333333333332,0.15049357670555125,HP,4.088263751214771,5.053760946236559,1.3823959700096256,1.59864312509915
s1089,1,"('s1089', 1)",1,7.257881679695867,6.68532963863463,2.578391993735842,2.491612671689056,8.243,1.125,1.4733880597014928,0.12831854290825784,LP,7.68109178338002,6.764681818181817,2.374443663210343,2.7364158523408224
s1089,1,"('s1089', 1)",2,5.218831714473806,4.987006244661854,2.1189945861017176,1.9893796791816911,7.544,0.732,0.773030303030303,0.06635769289627963,HP,5.03359402875929,5.397837365591399,2.08117776429229,2.1195205678614095
s1090,1,"('s1090', 1)",1,5.046385045981608,5.015622837370241,0.8083761605054536,0.7234389451395746,7.224,0.463,0.48214084507042254,0.024801543550702253,LP,5.1181436950146635,4.972250877192982,0.7357434884645725,0.8708520037866542
s1090,1,"('s1090', 1)",2,5.191520477028841,5.373376821705426,0.8994895332504979,0.6923162143981468,2.476,0.4675,0.47666666666666657,0.02211355374559366,HP,4.897088523305916,5.544113970588236,0.9987780203224601,0.5884712709772729
s1091,1,"('s1091', 1)",1,2.9856222124413145,2.8349478570017776,0.8590413667947477,0.5118248318996752,8.168,0.476,0.4966027397260273,0.01631282824786014,LP,3.1726530612244903,2.8139446808510638,1.1122944212902826,0.5320104553477933
s1091,1,"('s1091', 1)",2,3.9624532732106927,4.206415009041591,1.1258152248741422,1.0857056788035615,2.477,0.505,0.5146129032258064,0.030693024673692313,HP,3.4630165289256194,4.566996610488655,0.9018696648012827,1.0638669089285506
s1092,1,"('s1092', 1)",1,11.824029411764707,11.793689655172413,1.4403813421797875,1.5576089457318945,12.0,0.593,0.6736349206349211,0.03372896208213306,LP,12.0,11.685105263157896,0.0,1.915429906251275
s1092,1,"('s1092', 1)",2,11.648779487179489,12.0,1.597999290006497,0.0,7.579,0.657,0.8126190476190476,0.06263487006559326,HP,11.314764267990075,12.0,2.2174528692418307,0.0
s1094,1,"('s1094', 1)",1,4.873852328863796,4.960284994425863,1.841257140951152,1.6983365068782295,10.007,0.3425,0.4266029411764705,0.03790753261931659,LP,4.072541822955738,5.845628571428572,1.6211008846292736,1.5918770786305667
s1094,1,"('s1094', 1)",2,8.940387939244992,9.115363389601095,2.6724730562275845,2.7896969326425487,7.483,0.394,0.54764,0.07782045366097526,HP,8.203151322751324,9.980922379478109,1.9650452477687816,3.0971280932996432
s1095,1,"('s1095', 1)",1,9.994047037284192,10.170508351960985,3.708406912577542,3.5818830219541047,1.385,0.533,0.987714285714286,0.21724819155512898,LP,10.499608391608392,9.536084460522176,2.8837974976551357,4.249893035951017
s1095,1,"('s1095', 1)",2,11.82477777777778,12.0,1.2756370328217077,0.0,7.5,0.663,1.2837868852459013,0.24888645971179515,HP,11.662071428571428,12.0,1.755928365130362,0.0
s1097,1,"('s1097', 1)",1,3.4853837272375063,3.1973750954927422,1.8423094266544715,1.08137535110769,12.0,0.705,0.7031492537313433,0.0320732360722432,LP,4.028453757536607,2.985407082748949,2.346031503949044,0.9073028901607305
s1097,1,"('s1097', 1)",2,10.37193185836151,11.767684210526317,2.9050786818737415,1.4131217794071749,5.143,0.785,1.049732142857143,0.0994621168366745,HP,9.077337912087913,12.0,3.36794853080404,0.0
s1098,1,"('s1098', 1)",1,11.44695,11.643625000000004,0.9493666559870324,0.6338459863208097,12.0,0.4185,0.46817741935483864,0.01753492908094739,LP,11.471363636363638,11.41711111111111,1.0738627195763284,0.7692983014040848
s1098,1,"('s1098', 1)",2,11.790285714285714,11.7064,0.4192597947695487,0.4705968975673343,12.0,0.4775,0.5902187499999999,0.033053412243111695,HP,11.7064,12.0,0.4705968975673343,0.0
s1099,1,"('s1099', 1)",1,11.359622504537205,11.229093167701864,1.4939281230392307,1.6707778818413335,12.0,0.47050000000000003,0.5666833333333332,0.042551814765234335,LP,11.901,10.70357142857143,0.3130654883566697,1.9998305897638182
s1099,1,"('s1099', 1)",2,10.568529886779888,10.644016225749558,2.0543783901118005,2.1678995718272125,8.957,0.452,0.49613793103448284,0.028944331828383848,HP,10.504021164021164,10.627129824561402,1.8572798564461281,2.2674909947375217
s1101,1,"('s1101', 1)",1,5.082984848866051,5.0881090871671795,1.9564101291807978,2.0908975802370793,6.632,0.5285,0.6933472222222223,0.04830829555724275,LP,5.98324500907441,4.280597390913181,1.699514561802333,1.8880173663522577
s1101,1,"('s1101', 1)",2,5.802152239757691,5.6453156240757165,2.9470840594169916,2.9798489708476934,6.59,0.488,0.5707297297297298,0.03866239877590195,HP,6.660192410714286,5.013078762755103,3.1627040442138514,2.5320991837239806
s1102,1,"('s1102', 1)",1,4.971053872909428,4.681320696786595,3.8242222044761283,3.650107853808696,11.814,0.652,0.9277846153846151,0.11078610019473865,LP,5.330142635159326,4.529626781609195,3.6232147853066037,3.9581703570466735
s1102,1,"('s1102', 1)",2,8.169328372407962,8.407242486990361,3.8389367967199557,4.018209049458303,5.93,0.828,1.239829787234042,0.1936087450163539,HP,7.780394678333682,8.382230225708488,3.4017968420891918,4.079132739987591
s1103,1,"('s1103', 1)",1,3.6169065986394564,3.3916730769230767,1.0429719588271624,0.7741269827547635,7.347,0.377,0.3757222222222222,0.009714803165720695,LP,4.217624489795918,3.054267080745342,1.1486360846283972,0.4671524769734284
s1103,1,"('s1103', 1)",2,8.410044849368319,8.463812988281251,1.5701425020626247,1.4041211755306207,3.885,0.415,0.45472340425531915,0.01909507086175976,HP,8.599782993519836,8.4420625,1.8940726935857084,1.7076089540183812
s1105,1,"('s1105', 1)",1,10.277541218637992,9.907884615384615,2.230695268502067,2.287768098234997,12.0,0.4135,0.45926562500000007,0.02923359617972728,LP,12.0,8.839762962962963,0.0,2.228690867045154
