trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime,trialReadyTime
1.0,LP,23.999,,,6.91,0.0,0.0,7.413,0.503,0.0
2.0,LP,4.253,,,4.021,0.0,0.0,12.973,8.952,8.914
3.0,LP,1.203,15.745,0.869,2.133,2.0,2.0,16.614,14.481,14.474
4.0,LP,23.999,,,4.517,0.0,2.0,22.694,18.177,18.116
5.0,LP,7.65,,,2.973,0.0,2.0,27.351,24.378,24.196
6.0,LP,4.253,,,2.428,0.0,2.0,31.359,28.931,28.852
7.0,LP,0.569,33.603,0.877,1.509,2.0,4.0,34.48,32.971,32.86
8.0,LP,0.569,36.627,1.389,2.013,2.0,6.0,38.016,36.003,35.981
9.0,LP,23.999,,,2.445,0.0,6.0,42.057,39.612,39.517
10.0,LP,23.999,,,2.805,0.0,6.0,46.497,43.692,43.559
11.0,LP,13.596,,,3.116,0.0,6.0,51.201,48.085,47.998
12.0,LP,2.312,,,2.677,0.0,6.0,55.698,53.021,52.702
13.0,LP,7.65,,,2.885,0.0,6.0,60.283,57.398,57.199
14.0,LP,1.203,63.422,0.957,2.293,2.0,8.0,64.379,62.086,61.784
15.0,LP,4.253,,,2.588,0.0,8.0,68.483,65.895,65.88
16.0,LP,13.596,,,2.789,0.0,8.0,72.9,70.111,69.984
17.0,LP,1.203,75.88,0.66,1.9,2.0,10.0,76.54,74.64,74.402
18.0,LP,7.65,,,2.196,0.0,10.0,80.516,78.32,78.042
19.0,LP,7.65,,,2.58,0.0,10.0,84.701,82.121,82.018
20.0,LP,13.596,,,2.501,0.0,10.0,88.99,86.489,86.202
21.0,LP,4.253,,,2.436,0.0,10.0,93.238,90.802,90.491
22.0,LP,23.999,,,2.428,0.0,10.0,97.454,95.026,94.739
23.0,LP,0.206,99.346,1.285,1.54,2.0,12.0,100.631,99.091,98.956
24.0,LP,23.999,,,2.261,0.0,12.0,104.736,102.475,102.133
25.0,LP,1.203,107.563,0.741,1.981,2.0,14.0,108.304,106.323,106.238
26.0,LP,1.203,111.388,0.893,2.117,2.0,16.0,112.281,110.164,109.805
27.0,LP,2.312,,,2.462,0.0,16.0,116.466,114.004,113.782
28.0,LP,0.206,118.237,0.996,1.26,2.0,18.0,119.233,117.973,117.967
29.0,LP,2.312,,,2.589,0.0,18.0,123.45,120.861,120.734
30.0,LP,13.596,,,2.613,0.0,18.0,127.826,125.213,124.952
31.0,LP,23.999,,,2.372,0.0,18.0,132.01,129.638,129.327
32.0,LP,2.312,135.998,0.501,2.981,2.0,20.0,136.499,133.518,133.512
33.0,LP,4.253,,,2.349,0.0,20.0,140.724,138.375,138.0
34.0,LP,0.206,142.543,0.981,1.244,2.0,22.0,143.524,142.28,142.225
35.0,LP,4.253,,,2.228,0.0,22.0,147.356,145.128,145.025
36.0,LP,7.65,,,2.245,0.0,22.0,151.245,149.0,148.858
37.0,LP,0.206,153.352,1.493,1.74,2.0,24.0,154.845,153.105,152.746
38.0,LP,13.596,,,2.173,0.0,24.0,158.774,156.601,156.346
39.0,LP,13.596,,,2.789,0.0,24.0,163.278,160.489,160.275
40.0,LP,0.206,165.41,1.205,1.461,2.0,26.0,166.615,165.154,164.78
41.0,LP,7.65,,,2.285,0.0,26.0,170.847,168.562,168.117
42.0,LP,2.312,,,2.349,0.0,26.0,174.984,172.635,172.349
43.0,LP,0.569,177.418,0.933,1.548,2.0,28.0,178.351,176.803,176.486
44.0,LP,0.206,180.435,1.237,1.517,2.0,30.0,181.672,180.155,179.853
45.0,LP,1.203,184.843,0.813,2.141,2.0,32.0,185.656,183.515,183.173
46.0,LP,13.596,,,2.492,0.0,32.0,189.84,187.348,187.158
47.0,LP,7.65,,,2.566,0.0,32.0,194.186,191.62,191.342
48.0,LP,23.999,,,2.717,0.0,32.0,198.826,196.109,195.687
49.0,LP,0.569,201.277,0.925,1.533,2.0,34.0,202.202,200.669,200.328
