trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime,trialReadyTime
1.0,LP,23.999,,,17.213,0.0,0.0,18.608,1.395,0.001
2.0,LP,4.253,25.065,1.012,5.458,2.0,2.0,26.077,20.619,20.109
3.0,LP,1.203,29.327,0.7,1.967,2.0,4.0,30.027,28.06,27.583
4.0,LP,23.999,,,8.555,0.0,4.0,40.611,32.056,31.539
5.0,LP,7.65,50.375,0.707,8.54,2.0,6.0,51.082,42.542,42.122
6.0,LP,4.253,57.259,2.059,6.385,2.0,8.0,59.318,52.933,52.594
7.0,LP,0.569,61.884,0.93,1.561,2.0,10.0,62.814,61.253,60.819
8.0,LP,0.569,65.351,0.701,1.308,2.0,12.0,66.052,64.744,64.315
9.0,LP,23.999,,,8.775,0.0,12.0,76.771,67.996,67.562
10.0,LP,23.999,,,9.013,0.0,12.0,87.608,78.595,78.274
11.0,LP,13.596,,,11.111,0.0,12.0,100.548,89.437,89.11
12.0,LP,2.312,104.82,0.688,3.086,2.0,14.0,105.508,102.422,102.05
13.0,LP,7.65,115.195,0.742,8.515,2.0,16.0,115.937,107.422,107.012
14.0,LP,1.203,119.065,0.918,2.186,2.0,18.0,119.983,117.797,117.439
15.0,LP,4.253,126.226,0.719,5.039,2.0,20.0,126.945,121.906,121.485
16.0,LP,13.596,,,8.674,0.0,20.0,137.625,128.951,128.447
17.0,LP,1.203,140.671,0.716,1.926,2.0,22.0,141.387,139.461,139.13
18.0,LP,7.65,,,4.746,0.0,22.0,148.058,143.312,142.888
19.0,LP,7.65,157.609,0.735,8.436,2.0,24.0,158.344,149.908,149.559
20.0,LP,13.596,,,13.162,0.0,24.0,173.459,160.297,159.846
21.0,LP,4.253,179.909,0.967,5.279,2.0,26.0,180.876,175.597,174.973
22.0,LP,23.999,,,11.953,0.0,26.0,194.856,182.903,182.387
23.0,LP,0.206,196.81,0.957,1.193,2.0,28.0,197.767,196.574,196.363
24.0,LP,23.999,,,9.776,0.0,28.0,209.489,199.713,199.278
25.0,LP,1.203,212.605,0.704,1.993,2.0,30.0,213.309,211.316,210.996
26.0,LP,1.203,216.471,0.745,2.022,2.0,32.0,217.216,215.194,214.81
27.0,LP,2.312,221.462,0.724,3.045,2.0,34.0,222.186,219.141,218.722
28.0,LP,0.206,224.397,0.708,0.934,2.0,36.0,225.105,224.171,223.701
29.0,LP,2.312,229.269,0.73,3.055,2.0,38.0,229.999,226.944,226.612
30.0,LP,13.596,,,7.333,0.0,38.0,239.255,231.922,231.501
31.0,LP,23.999,,,8.867,0.0,38.0,249.995,241.128,240.768
32.0,LP,2.312,254.249,0.708,3.059,2.0,40.0,254.957,251.898,251.507
33.0,LP,4.253,261.322,0.732,5.187,2.0,42.0,262.054,256.867,256.464
34.0,LP,0.206,264.22,0.876,1.132,2.0,44.0,265.096,263.964,263.559
35.0,LP,4.253,271.379,0.706,5.135,2.0,46.0,272.085,266.95,266.609
36.0,LP,7.65,,,8.077,0.0,46.0,282.05,273.973,273.593
37.0,LP,0.206,284.325,0.709,1.139,2.0,48.0,285.034,283.895,283.559
38.0,LP,13.596,,,6.089,0.0,48.0,293.068,286.979,286.543
39.0,LP,13.596,,,7.827,0.0,48.0,302.733,294.906,294.577
40.0,LP,0.206,306.091,1.125,1.386,2.0,50.0,307.216,305.83,304.245
41.0,LP,7.65,,,4.843,0.0,50.0,313.961,309.118,308.718
42.0,LP,2.312,318.13,0.947,3.28,2.0,52.0,319.077,315.797,315.468
43.0,LP,0.569,321.753,5.815,6.502,2.0,54.0,327.568,321.066,320.585
44.0,LP,0.206,329.667,4.269,4.492,2.0,56.0,333.936,329.444,329.075
45.0,LP,1.203,336.967,0.725,1.936,2.0,58.0,337.692,335.756,335.442
46.0,LP,13.596,,,4.917,0.0,58.0,344.471,339.554,339.194
47.0,LP,7.65,,,5.141,0.0,58.0,351.471,346.33,345.983
48.0,LP,23.999,,,7.664,0.0,58.0,360.941,353.277,352.973
49.0,LP,0.569,363.726,0.736,1.436,2.0,60.0,364.462,363.026,362.457
50.0,LP,1.203,367.655,0.954,2.259,2.0,62.0,368.609,366.35,365.975
51.0,LP,0.569,371.189,0.697,1.373,2.0,64.0,371.886,370.513,370.125
52.0,LP,7.65,,,4.746,0.0,64.0,378.518,373.772,373.393
53.0,LP,0.569,381.015,0.718,1.389,2.0,66.0,381.733,380.344,380.02
54.0,LP,2.312,386.176,0.707,3.211,2.0,68.0,386.883,383.672,383.247
55.0,LP,23.999,,,5.561,0.0,68.0,394.308,388.747,388.4
56.0,LP,4.253,400.422,0.719,5.03,2.0,70.0,401.141,396.111,395.81
57.0,LP,2.312,405.201,0.69,3.022,2.0,72.0,405.891,402.869,402.644
58.0,LP,1.203,409.071,0.715,2.012,2.0,74.0,409.786,407.774,407.407
59.0,LP,0.206,411.862,0.738,0.992,2.0,76.0,412.6,411.608,411.295
60.0,LP,0.206,414.635,0.706,0.93,2.0,78.0,415.341,414.411,414.102
61.0,LP,0.569,417.872,0.919,1.573,2.0,80.0,418.791,417.218,416.843
62.0,LP,13.596,,,5.486,0.0,80.0,426.148,420.662,420.292
63.0,LP,0.569,428.687,0.692,1.352,2.0,82.0,429.379,428.027,427.65
64.0,LP,4.253,,,3.696,0.0,82.0,434.901,431.205,430.892
65.0,LP,4.253,,,4.379,0.0,82.0,441.093,436.714,436.413
66.0,LP,0.569,443.637,0.715,1.396,2.0,84.0,444.352,442.956,442.596
67.0,LP,0.206,446.447,0.917,1.15,2.0,86.0,447.364,446.214,445.86
