,NU,PU,PM,PS,SS,Attentional,Motor,Nonplanning,attention,cogstable,motor,perseverance,selfcontrol,cogcomplex,UPPS,BIS,GMK
alpha,0.21721294730400395,0.6896239933966568,0.6052895820801623,0.4100790726029838,0.4052319153215048,0.17267310191168175,0.28680781479406237,0.061089966958169824,0.300425906823961,0.22320338878500487,0.23149088206583743,0.39925871521381806,0.04699063134083029,0.27037256302996987,0.612962170725855,0.07634829150694773,0.3445065579196226
tau,0.7942319908266685,0.13973054509198035,0.5132104734856335,0.6056837173252825,0.6935653307583984,0.13453908176143778,0.1658826856186583,0.46453647090907557,0.3253944185983815,0.11103210351983836,0.03004193526653311,0.8504130424831692,0.9708989830068291,0.32037547960423707,0.7353009998363231,0.20070517986880113,0.008070981671394336
gamma,0.2294528884782337,0.4159361380852227,0.14102412001102435,0.8783713207453088,0.7794942279810897,0.7313931155449773,0.79213424895174,0.9382533287077752,0.6600315892361817,0.9739488992624488,0.206011382855168,0.6894984233291175,0.7330449693667669,0.4800571506545587,0.4830059406503352,0.9314847272004491,0.8777137492207374
eta,0.9684846781795691,0.5105219719160464,0.9227668737865328,0.40061963254590305,0.7411112686858994,0.2947234714471543,0.43111885666030525,0.8325018667104018,0.5969838439926343,0.1639027932988136,0.19546325956990965,0.6636898366158139,0.7002109480480605,0.5784815607876739,0.7613124245727612,0.5137877970386797,0.005250839968984158
