,NU,PU,PM,PS,SS,attention,cogstable,motor,perseverance,selfcontrol,cogcomplex,UPPS,BIS,GMK
HP,0.18269613033965265,0.8233158930478298,0.38024496000359,0.2031288024389082,0.5020144686832932,0.5416990802751891,0.6616252363493259,0.9006791010817742,0.3289128778346543,0.05008759198318398,0.1378606210942596,0.08903718131629178,0.169548782200048,0.32882452553149477
LP,0.686971152195276,0.9198323836092016,0.35599622403498055,0.28613607334406765,0.10032973151897888,0.2843106227505891,0.8067432451316023,0.8283039616990282,0.42750875508598707,0.2174527961586043,0.5724058787968086,0.1462063606561882,0.514495800137363,0.07343914814680673
