,NU,PU,PM,PS,SS,attention,cogstable,motor,perseverance,selfcontrol,cogcomplex,UPPS,BIS,GMK
HP,-0.10717433613922207,-0.10014439855766093,-0.1012426309898949,-0.06770476701458025,-0.05932598403641204,0.005711871267256412,-0.051537252437099945,-0.027843250585689944,-0.026417670160104715,-0.12249935776471345,-0.10174225767509809,-0.15165257874821034,-0.06398723911873415,-0.0007715564723957387
LP,-0.0907158590949564,-0.002496677697403323,-0.079104256618622,-0.1068880395859428,-0.07977498390763575,-0.08264611280954562,-0.06683286998874632,-0.029187611481283425,-0.08167083289276884,-0.16608895594821288,-0.11378883831736505,-0.1320083701925198,-0.11792634710503118,0.04519255022982421
