,NU,PU,PM,PS,SS,attention,cogstable,motor,perseverance,selfcontrol,cogcomplex,UPPS,BIS,GMK
HP,0.2433508801155411,0.8699153782048242,0.3655128504437284,0.19437270888274985,0.6849419701933219,0.2971264579831192,0.43322923501849553,0.9538690269007721,0.007620765462837416,0.012970795158943295,0.15215946309625825,0.1030900618306198,0.11077263166096579,0.9214819410163257
LP,0.7600785497554812,0.6240975068953769,0.44107510334990385,0.2802313737191265,0.5749688755764091,0.8527602743202831,0.42880535607351744,0.9381037522682979,0.1504148783850274,0.26382981889811213,0.9886171041004448,0.13462745435071155,0.3215303020144895,0.08844805426095562
