,NU,PU,PM,PS,SS,Attentional,Motor,Nonplanning,attention,cogstable,motor,perseverance,selfcontrol,cogcomplex,UPPS,BIS,GMK
GMK,0.032302577990179694,0.018224403228227253,0.18352019272934741,0.8367148162313307,0.16867953898474905,0.26726334226606036,0.007650434169956246,0.20634771184625705,0.7717541218725679,0.11318321144612807,0.007381732592897731,0.19007870472743651,0.9809152305325424,0.0973205353240511,0.03219761513611285,0.028158509626271193,0.0
