,NU,PU,PM,PS,SS,attention,cogstable,motor,perseverance,selfcontrol,cogcomplex,UPPS,BIS,GMK
HP,-0.06969818440791445,-0.009777920745077886,-0.053991057329724486,-0.07737007827469708,-0.024221731833896285,0.06219229748549075,-0.04676629649299183,0.003454034362216563,-0.1583205189046625,-0.1475362498451383,-0.08534267208745366,-0.09727004598007571,-0.09500280920681677,-0.005970968465378782
LP,-0.018264582328411147,-0.02925377426539619,-0.0459735364969391,-0.0644058245962437,-0.03347185242641196,-0.011081343682724483,-0.04721693386689085,-0.004636512579185372,-0.08570621119917028,-0.06664272572529881,-0.0008518450002165491,-0.0893100564393718,-0.05913789408024302,0.1029292697520103
