,NU,PU,PM,PS,SS,Attentional,Motor,Nonplanning,attention,cogstable,motor,perseverance,selfcontrol,cogcomplex,UPPS,BIS,GMK
auc_ave,0.08191584677529222,0.3264584102485165,0.09443848761469067,0.12551825647627307,0.2413534688820117,0.5225929657271031,0.39535871564060143,0.005702319298492877,0.5738746288032164,0.2902374572158188,0.5762583380666748,0.2955120972092082,0.012803052427141557,0.05768448105246172,0.012258618408860973,0.11280266761048145,0.647677395894219
auc_delta,0.8397338932651008,0.062177515523719744,0.8383606717717218,0.5794758459181122,0.8588620780544947,0.3167476599190837,0.4006075695592176,0.35665118143476915,0.20201486724079934,0.6513836209855153,0.6935115081769919,0.4210351761336152,0.2356729241287387,0.7983275871477624,0.7326156402905102,0.2899310764405202,0.3360828751823881
std_wtw_ave,0.2640550667071782,0.05531129094260243,0.049034359281604135,0.27062836750291874,0.32637277051090774,0.12598361389412654,0.05388378832982347,0.45520025587450397,0.48168652207743334,0.053460567686016244,0.050148451235975854,0.26392185773247445,0.914665228098323,0.2661485212866819,0.0822746971245408,0.37486479761431357,0.22660175913505523
