id,cb,sess,nblock,batch,quit_midway,block1_duration,block2_duration,block1_screenEnterTime,block2_screenEnterTime,block1_screenExitTime,block2_screenExitTime
s0135,C,1,2,2,False,576,599,1.0,1.0,,
s0136,A,1,2,2,False,599,597,17.0,0.0,,
s0137,B,1,2,2,False,587,598,0.0,0.0,,
s0138,B,1,2,2,False,597,596,0.0,1.0,,
s0139,B,1,2,2,False,599,598,0.0,0.0,,
s0140,A,1,2,2,False,596,597,0.0,0.0,,
s0141,A,1,2,2,False,598,587,0.0,0.0,,
s0142,B,1,2,2,False,598,596,0.0,1.0,,
s0143,C,1,2,2,False,596,595,0.0,0.0,,
s0144,D,1,2,2,False,600,598,0.0,1.0,,
s0145,B,1,2,2,False,599,597,2.0,1.0,,
s0146,A,1,2,2,False,599,586,1.0,0.0,,
s0147,C,1,2,2,False,598,598,1.0,1.0,,
s0148,A,1,2,2,False,593,599,0.0,0.0,,
s0149,A,1,2,2,False,596,599,1.0,0.0,,
s0150,A,1,2,2,False,592,595,0.0,0.0,,
s0151,D,1,2,2,False,599,598,0.0,1.0,,
s0152,B,1,2,2,False,592,537,0.0,0.0,,
s0153,B,1,2,2,False,582,598,0.0,0.0,,
s0154,B,1,2,2,False,597,599,1.0,0.0,,
s0155,B,1,2,2,False,598,597,1.0,0.0,,
s0156,B,1,2,2,False,595,594,0.0,0.0,,
s0157,A,1,2,2,False,595,597,1.0,0.0,,
s0158,D,1,2,2,False,599,598,1.0,1.0,,
s0159,C,1,2,2,False,599,598,0.0,0.0,,
s0160,B,1,2,2,False,598,599,3.0,1.0,,
s0161,D,1,2,2,False,596,597,0.0,0.0,,
s0162,C,1,2,2,False,598,598,1.0,1.0,630.0,923.0
s0163,A,1,2,2,False,599,592,0.0,0.0,,
s0164,A,1,2,2,False,593,599,0.0,0.0,,
s0165,C,1,2,2,False,599,595,1.0,0.0,,
s0166,C,1,2,2,False,592,598,0.0,1.0,,
s0167,C,1,2,2,False,599,596,0.0,0.0,,
s0168,A,1,2,2,False,598,599,0.0,0.0,,
s0169,C,1,2,2,False,598,590,0.0,1.0,,
s0170,B,1,2,2,False,599,598,0.0,0.0,,
s0171,D,1,2,2,False,597,599,0.0,0.0,,
s0172,A,1,2,2,False,595,590,0.0,0.0,,
s0173,C,1,2,2,False,594,592,1.0,1.0,,
s0174,A,1,2,2,False,596,594,,,,
s0175,D,1,2,2,False,598,598,0.0,0.0,,
s0176,B,1,2,2,False,588,595,0.0,1.0,,
s0177,A,1,2,2,False,594,593,0.0,0.0,,
s0178,A,1,2,2,False,599,596,0.0,1.0,,
s0179,D,1,2,2,False,596,593,1.0,0.0,,
s0180,B,1,2,2,False,594,598,0.0,0.0,,
s0181,D,1,2,2,False,595,599,0.0,0.0,,
s0182,D,1,2,2,False,595,592,1.0,0.0,,
s0183,A,1,2,2,False,598,599,0.0,0.0,,
s0184,A,1,2,2,False,599,598,0.0,0.0,,
s0185,C,1,2,2,False,590,598,0.0,2.0,,
s0186,C,1,2,2,False,586,596,0.0,0.0,,
s0187,C,1,2,2,False,593,599,0.0,1.0,,
s0188,B,1,2,2,False,599,595,0.0,1.0,,
s0189,D,1,2,2,False,599,598,0.0,1.0,,
s0190,D,1,2,2,False,597,597,0.0,,475.0,
s0191,B,1,2,2,False,597,596,0.0,0.0,,
s0192,C,1,2,2,False,597,599,0.0,0.0,,
s0194,D,1,2,2,False,596,589,0.0,1.0,,
s0195,A,1,2,2,False,591,591,1.0,0.0,,
s0196,B,1,2,2,False,596,599,0.0,1.0,,
s0197,C,1,2,2,False,598,598,0.0,0.0,,
s0198,C,1,2,2,False,599,594,0.0,1.0,,
s0199,A,1,2,2,False,595,587,0.0,1.0,,
s0200,C,1,2,2,False,599,597,,0.0,,
s0201,A,1,2,2,False,597,598,0.0,0.0,,
s0203,D,1,2,2,False,597,599,0.0,0.0,,
s0204,A,1,2,2,False,599,597,0.0,0.0,,
s0205,B,1,2,2,False,594,598,0.0,0.0,,
s0206,C,1,2,2,False,596,591,0.0,0.0,,
s0207,B,1,2,2,False,597,596,0.0,0.0,,
s0208,D,1,2,2,False,599,599,0.0,1.0,,
s0209,A,1,2,2,False,596,597,1.0,0.0,,
s0210,D,1,2,2,False,599,598,0.0,1.0,339728.0,
s0211,A,1,2,2,False,599,597,0.0,0.0,,
s0212,D,1,2,2,False,595,599,0.0,0.0,,
s0213,A,1,2,2,False,598,599,1.0,1.0,,
s0214,D,1,2,2,False,598,593,0.0,0.0,,
s0215,A,1,2,2,False,599,596,0.0,0.0,,
s0216,C,1,2,2,False,599,596,0.0,0.0,,
s0217,A,1,2,2,False,597,589,0.0,0.0,,
s0218,B,1,2,2,False,597,598,1.0,1.0,,
s0219,B,1,2,2,False,593,596,0.0,0.0,,
s0220,D,1,2,2,False,596,597,0.0,1.0,,
s0221,B,1,2,2,False,596,595,0.0,0.0,,
s0222,B,1,2,2,False,599,598,2.0,0.0,,
s0223,C,1,2,2,False,594,594,0.0,1.0,,
s0224,A,1,2,2,False,599,599,0.0,0.0,,
s0225,C,1,2,2,False,598,596,1.0,0.0,,
s0226,D,1,2,2,False,590,599,0.0,1.0,,
s0227,C,1,2,2,False,599,589,0.0,0.0,,
s0228,B,1,2,2,False,592,598,38520.0,0.0,,
s0229,B,1,2,2,False,598,594,0.0,0.0,,
s0230,D,1,2,2,False,595,598,0.0,0.0,,
s0231,D,1,2,2,False,593,597,0.0,0.0,,
s0232,D,1,2,2,False,596,594,1.0,1.0,,
s0233,B,1,2,2,False,596,594,0.0,0.0,,
s0234,B,1,2,2,False,594,599,0.0,1.0,,
s0235,D,1,2,2,False,591,599,0.0,0.0,,
s0236,D,1,2,2,False,599,597,1.0,1.0,,
s0237,A,1,2,2,False,599,596,0.0,0.0,,
s0238,B,1,2,2,False,599,596,0.0,0.0,,
s0239,B,1,2,2,False,578,596,0.0,0.0,,
s0240,D,1,2,2,False,595,592,0.0,1.0,,
s0241,D,1,2,2,False,598,591,1.0,1.0,,
s0242,B,1,2,2,False,593,599,0.0,0.0,,
s0243,C,1,2,2,False,595,597,0.0,0.0,,
s0244,C,1,2,2,False,594,596,0.0,0.0,,
s0245,A,1,2,2,False,598,593,0.0,0.0,,
s0246,D,1,2,2,False,596,594,0.0,0.0,,
s0247,A,1,2,2,False,597,592,1.0,0.0,,
s0248,A,1,2,2,False,598,591,0.0,0.0,,
s0249,D,1,2,2,False,577,596,1.0,0.0,,
s0250,A,1,2,2,False,598,593,0.0,0.0,170660.0,392835.0
s0251,D,1,2,2,False,577,594,1.0,1.0,,
s0252,B,1,2,2,False,595,596,1.0,0.0,,
s0253,C,1,2,2,False,597,597,0.0,0.0,,
s0254,A,1,2,2,False,597,593,,,,
s0255,A,1,2,2,False,597,595,1.0,0.0,,1026.0
s0256,A,1,2,2,False,599,596,0.0,0.0,,
s0257,D,1,2,2,False,599,598,0.0,0.0,,
s0258,C,1,2,2,False,598,588,0.0,0.0,,
s0259,C,1,2,2,False,598,598,0.0,0.0,,
s0260,B,1,2,2,False,596,591,0.0,0.0,,
s0261,B,1,2,2,False,597,598,0.0,1.0,,
s0262,A,1,2,2,False,596,593,0.0,1.0,,
s0263,D,1,2,2,False,598,599,1.0,0.0,,
s0264,A,1,2,2,False,598,598,0.0,0.0,,
s0265,C,1,2,2,False,598,594,1.0,0.0,,
s0266,B,1,2,2,False,597,589,0.0,0.0,,
s0267,B,1,2,2,False,595,591,2.0,1.0,,237938.0
s0268,A,1,2,2,False,598,598,0.0,0.0,,
s0269,A,1,2,2,False,599,599,0.0,0.0,,
s0270,D,1,2,2,False,597,598,0.0,0.0,,
s0271,B,1,2,2,False,592,596,1.0,0.0,,
s0272,C,1,2,2,False,598,599,0.0,0.0,,
s0273,B,1,2,2,False,599,597,0.0,1.0,2096.0,2382.0
s0274,B,1,2,2,False,598,599,0.0,0.0,,
s0275,B,1,2,2,False,597,589,0.0,0.0,,
s0276,D,1,2,2,False,597,596,0.0,1.0,,
s0277,A,1,2,2,False,599,599,0.0,0.0,,
s0278,A,1,2,2,False,599,595,0.0,0.0,,
s0279,D,1,2,2,False,597,597,0.0,0.0,,
s0280,A,1,2,2,False,596,592,0.0,0.0,,
s0281,D,1,2,2,False,598,598,1.0,1.0,,
s0282,C,1,2,2,False,597,596,0.0,0.0,,
s0283,A,1,2,2,False,597,598,0.0,0.0,,
s0284,C,1,2,2,False,599,596,,,,
s0285,A,1,2,2,False,595,599,0.0,0.0,,
s0286,C,1,2,2,False,597,592,0.0,0.0,,
s0287,D,1,2,2,False,597,596,1.0,1.0,,
s0288,B,1,2,2,False,598,596,0.0,0.0,,
s0289,D,1,2,2,False,599,597,1.0,0.0,,
s0290,C,1,2,2,False,597,598,0.0,0.0,,
s0291,A,1,2,2,False,598,599,0.0,0.0,,
s0292,D,1,2,2,False,595,587,0.0,0.0,,
s0293,A,1,2,2,False,597,590,0.0,0.0,,
s0294,B,1,2,2,False,599,592,0.0,0.0,,
s0295,A,1,2,2,False,598,593,0.0,0.0,,
s0296,D,1,2,2,False,593,594,1.0,0.0,,
s0297,B,1,2,2,False,599,599,0.0,0.0,,
s0298,C,1,2,2,False,598,595,0.0,0.0,,
s0299,D,1,2,2,False,599,599,0.0,0.0,3139.0,1082.0
s0300,C,1,2,2,False,592,597,0.0,0.0,,
s0301,A,1,2,2,False,598,594,1.0,1.0,,
s0302,B,1,2,2,False,599,594,0.0,0.0,,
s0303,B,1,2,2,False,596,597,1.0,0.0,336.0,92.0
s0304,C,1,2,2,False,598,591,0.0,0.0,,
s0305,D,1,2,2,False,598,599,1.0,1.0,,
