id,selfreport_date,selfreport_duration,selfreport_finished,DD-1,DD-2,DD-3,DD-4,DD-5,DD-6,DD-7,DD-check-1,DD-8,DD-9,DD-10,DD-11,DD-12,DD-13,DD-14,DD-15,DD-check-2,DD-16,DD-17,DD-18,DD-19,DD-20,DD-21,DD-check-3,DD-22,DD-23,DD-24,DD-25,DD-26,DD-27,BIS-1,BIS-2,BIS-3,BIS-4,BIS-5,BIS-6,BIS-7,BIS-8,BIS-9,BIS-10,BIS-11,BIS-12,BIS-13,BIS-14,BIS-15,BIS-16,BIS-17,BIS-18,BIS-19,BIS-20,BIS-21,BIS-22,BIS-23,BIS-24,BIS-25,BIS-26,BIS-27,BIS-28,BIS-29,BIS-30,UP-1,UP-2,UP-3,UP-4,UP-5,UP-6,UP-7,UP-8,UP-9,UP-10,UP-11,UP-12,UP-13,UP-14,UP-15,UP-16,UP-17,UP-18,UP-19,UP-20,UP-21,UP-22,UP-23,UP-24,UP-25,UP-26,UP-27,UP-28,UP-29,UP-30,UP-31,UP-32,UP-33,UP-34,UP-35,UP-36,UP-37,UP-38,UP-39,UP-40,UP-41,UP-42,UP-43,UP-44,UP-45,UP-46,UP-47,UP-48,UP-49,UP-50,UP-51,UP-52,UP-53,UP-54,UP-55,UP-56,UP-57,UP-58,UP-59,PA-1,PA-2,PA-3,PA-4,PA-5,PA-6,PA-7,PA-8,PA-9,PA-10,PA-11,PA-12,PA-13,PA-14,PA-15,PA-16,PA-17,PA-18,PA-19,PA-20
s1044,2/9/22 12:53,324,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,3,2,4,3,1,2,3,4,3,3,2,3,2,3,1,1,2,3,3,3,1,2,2,1,1,2,3,2,3,2,2,3,3,2,2,1,2,1,4,3,2,3,3,2,3,2,2,3,2,3,1,3,3,2,3,3,2,1,3,3,2,2,1,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,3,3,3,3,1,3,2,3,2,3,3,2,1.0,2,2,2,1.0,1,2,2.0,2.0,2,2,1,1,2,1.0,3.0,1,2,1
s1046,2/9/22 12:45,367,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,3,1,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,3,3,3,2,2,3,3,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,3,2,2,2,3,3,2,3,3,2,2,2,2,2,2,4,2,4,3,2,3,2,3,3,3,2,2,2,2,2,2,1,3,3,2.0,3,3,3,2.0,3,3,3.0,3.0,3,3,3,3,3,2.0,2.0,2,2,2
s1047,2/9/22 12:31,239,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,1,1,3,3,3,3,2,3,3,2,2,1,1,2,2,3,1,2,2,1,1,2,2,2,2,3,2,3,2,2,3,1,3,3,3,2,2,2,3,3,2,2,3,2,2,3,1,3,3,2,3,4,2,1,3,3,3,1,2,3,3,3,2,1,3,3,3,2,2,3,3,3,3,1,3,3,1,3,2,3,1,2,3,3,3,3,2.0,2,1,2,1.0,1,1,3.0,3.0,1,2,1,2,1,3.0,2.0,1,3,1
s1048,2/9/22 15:02,417,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,2,1,2,1,2,1,2,3,1,2,1,1,3,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,4,2,2,1,2,2,4,4,2,3,1,4,1,2,3,1,3,2,2,2,2,4,3,2,1,2,4,3,2,4,4,2,2,2,4,4,3,1,2,4,4,2,2,2,4,4,1,2,2,4,1,3,2,2,4,2,4,1,3,4,2,1,2,1,3.0,1,3,1,5.0,3,2,1.0,1.0,3,2,5,1,3,1.0,3.0,1,1,5
s1049,2/9/22 14:04,678,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,2,1,2,4,1,2,3,1,2,4,3,3,2,1,4,2,1,4,1,1,1,2,4,1,2,2,1,2,2,3,1,4,3,2,4,2,1,4,2,2,1,3,4,1,3,1,2,4,1,3,4,2,4,2,3,2,1,4,4,2,1,3,4,1,1,2,4,4,4,2,1,2,4,3,1,2,4,3,4,2,1,3,4,2,3,2,4,1,4,2,3,4,4,2.0,1,3,2,2.0,3,1,4.0,2.0,2,5,1,2,3,4.0,5.0,1,2,1
s1050,2/9/22 14:24,484,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,1,2,2,2,2,3,1,2,2,2,3,3,4,2,2,2,2,2,2,1,2,3,1,3,3,1,3,3,3,3,2,2,2,1,2,2,4,3,1,2,3,2,2,2,2,2,4,2,2,2,2,3,4,1,2,2,3,4,2,2,2,4,2,3,2,2,4,3,2,3,2,4,3,2,2,2,3,2,3,2,2,3,3,3,2,4,2,2,3,1,4,3,2.0,2,2,4,3.0,2,1,2.0,3.0,4,3,3,1,1,3.0,4.0,1,3,1
s1051,2/9/22 14:54,502,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,2,2,1,1,3,3,3,3,1,3,3,1,3,2,1,1,1,3,2,1,1,2,1,2,2,1,3,3,2,4,2,1,4,2,4,2,4,4,1,3,2,2,4,1,4,3,2,4,2,4,2,2,4,4,1,1,4,4,2,1,2,4,4,3,1,2,4,4,2,1,2,4,4,3,4,2,4,4,2,4,2,4,2,2,4,4,4,4,1.0,2,1,4,1.0,1,1,4.0,3.0,1,4,1,3,1,4.0,4.0,1,5,1
s1053,2/9/22 12:30,374,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,1,1,1,2,1,2,2,1,2,1,2,1,2,3,1,2,1,1,2,4,3,3,4,1,3,4,1,3,2,2,2,1,3,2,1,1,1,1,1,3,1,2,2,2,4,3,1,4,1,4,4,4,4,4,4,3,1,4,1,4,4,1,4,1,4,3,2,4,1,1,1,4,4,3,1,1,4,4,3,1,1,4,4,2,1,1,4,4,3,4,1,4,4,4,4,1,4,1,4,4,4,4,4,1.0,2,2,1,1.0,1,1,4.0,5.0,2,3,1,2,1,3.0,4.0,1,1,1
s1054,2/9/22 15:06,646,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,4,4,4,1,1,1,4,4,4,4,4,4,4,4,4,2,4,4,4,1,2,4,2,4,4,4,4,4,4,4,4,3,4,1,1,4,1,1,1,1,4,1,1,1,4,1,1,1,1,3,1,1,1,1,3,1,3,1,1,1,1,3,4,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,2,3,1,1,4,1,1,1,2,1,1,1,5.0,1,5,1,5.0,5,5,3.0,1.0,5,3,1,1,5,5.0,5.0,5,5,1
s1055,2/9/22 12:59,426,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,3,1,2,2,1,3,4,3,3,3,4,3,2,1,2,3,1,2,1,3,3,1,2,3,1,2,3,3,4,2,1,4,4,1,4,2,3,4,3,4,2,3,2,4,4,1,3,4,2,4,1,3,4,2,4,4,2,1,3,4,3,2,2,3,4,4,2,1,3,4,4,2,1,3,4,4,2,2,4,3,4,4,2,4,2,4,2,3,3,4,3.0,2,3,2,2.0,2,1,2.0,2.0,5,4,2,4,4,4.0,4.0,3,3,2
s1056,2/14/22 13:31,682,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,3,1,2,1,2,4,3,4,3,4,3,4,4,2,3,1,1,2,1,3,2,2,3,1,2,2,2,3,4,4,1,4,4,1,4,2,2,3,4,4,1,3,1,2,4,1,4,2,2,4,1,3,4,2,4,4,2,1,4,4,3,2,1,4,4,3,2,1,4,4,4,2,1,4,4,3,2,1,4,4,2,4,2,4,1,3,4,3,4,2,3.0,1,1,1,1.0,3,1,2.0,1.0,1,4,1,1,5,2.0,3.0,4,2,2
s1057,2/9/22 16:25,455,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,3,2,1,3,4,1,2,2,2,2,3,1,3,3,1,3,1,3,2,1,2,2,2,2,4,4,1,4,2,4,1,2,3,4,1,1,4,2,1,4,1,3,2,1,2,1,4,3,1,2,1,2,3,3,4,4,4,2,2,2,2,2,1,2,4,4,2,2,1,2,3,2,1,1,4,1,3,1,1,1,2,1,2,4,4,2,2,2,2,4.0,1,4,1,3.0,3,3,1.0,1.0,4,4,4,1,4,2.0,3.0,4,2,3
s1058,2/9/22 12:38,390,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,2,1,2,1,2,4,1,1,1,2,2,4,3,3,4,2,4,3,1,4,1,1,2,1,4,1,1,2,2,1,2,2,2,3,3,1,3,3,1,4,1,3,2,3,4,1,3,4,1,4,1,3,4,1,4,1,3,4,2,4,4,1,2,3,4,3,2,1,4,4,4,1,1,3,4,4,1,1,4,4,4,3,1,4,4,3,4,2,3,1,3,3,3,4,1,3.0,1,3,1,2.0,2,3,1.0,1.0,3,3,2,1,2,1.0,3.0,1,2,2
s1059,2/10/22 11:25,505,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,3,2,3,3,2,2,3,3,3,3,2,3,3,2,2,2,2,2,2,3,1,2,2,2,1,2,2,2,2,3,2,3,2,2,3,2,3,2,3,3,2,3,2,2,3,2,3,2,2,3,2,3,3,2,3,2,2,2,3,3,2,2,2,3,3,2,2,2,3,3,3,2,2,3,3,2,3,2,3,3,2,3,2,3,2,2,3,3,3,4,2.0,4,2,4,1.0,1,1,4.0,4.0,2,4,1,3,2,4.0,4.0,2,4,1
s1060,2/9/22 14:47,453,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,3,2,2,1,2,2,4,2,2,3,2,3,3,2,3,3,2,1,2,3,2,2,2,3,3,3,2,2,4,3,2,3,3,2,4,1,1,2,2,4,3,2,4,2,4,1,2,3,2,4,2,2,3,3,4,4,3,2,3,4,2,2,2,2,4,2,2,1,3,4,3,2,1,3,4,3,1,2,4,2,2,3,3,4,2,1,2,2,2,3,2.0,2,3,1,1.0,2,4,2.0,3.0,4,2,1,3,3,3.0,2.0,1,2,2
s1061,2/9/22 14:45,694,1,1,2,1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,4,2,1,1,2,3,4,2,2,1,1,3,1,2,2,3,2,3,2,2,3,2,4,4,2,4,3,1,3,2,1,2,4,2,2,2,1,3,1,2,2,2,4,3,2,1,2,4,2,2,1,2,4,4,2,4,3,1,3,2,4,2,2,3,3,4,2,1,2,2,4,4,1,1,2,4,1,1,3,3,4,2,4,2,1,4,2,3,2,3,3.0,2,3,2,4.0,4,1,4.0,1.0,3,3,4,1,3,3.0,4.0,4,2,3
s1062,2/14/22 07:53,635,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,3,1,3,3,1,2,4,4,4,4,1,4,2,1,4,2,1,1,2,3,1,1,2,2,1,2,2,1,4,3,2,3,2,1,3,2,3,4,4,3,2,3,2,1,3,1,3,1,1,4,3,3,3,1,4,2,1,1,3,4,2,1,1,3,4,1,2,2,3,4,2,1,2,3,4,2,4,2,4,3,1,4,2,3,1,2,4,3,3,4,1.0,3,1,4,1.0,2,1,4.0,4.0,1,4,1,4,2,3.0,3.0,1,4,2
s1063,2/9/22 12:30,390,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,3,1,3,1,1,1,4,3,3,3,1,3,3,1,3,1,1,1,1,4,1,1,2,1,1,2,4,1,3,2,2,4,2,1,4,1,4,2,4,4,1,4,2,1,4,1,4,2,2,4,2,4,4,1,4,4,1,1,4,4,2,1,1,4,4,4,1,2,4,4,4,1,2,4,4,4,4,1,4,3,2,4,2,4,1,4,4,4,4,4,2.0,2,2,4,1.0,1,1,3.0,3.0,2,3,1,4,1,4.0,4.0,1,4,1
s1064,2/9/22 13:03,487,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,2,3,3,2,3,2,2,2,2,3,2,2,2,2,1,2,2,2,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,2,3,2,3,2,2,3,2,3,3,2,3,4,2,2,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,3,3,3,3,2,3,3,2,3,2,3,2,4,3,3,3,3,1.0,2,2,2,1.0,1,1,2.0,2.0,2,3,1,2,1,2.0,3.0,1,3,1
s1065,2/9/22 12:51,496,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,2,4,1,2,3,1,1,4,4,4,4,3,4,3,1,2,1,1,1,1,4,1,1,2,2,1,1,3,3,2,2,2,4,3,1,4,1,4,2,3,4,1,4,2,2,4,1,4,4,2,4,2,4,4,1,4,4,1,1,4,4,3,1,1,2,4,4,1,2,4,4,3,1,1,4,4,3,3,1,4,2,4,4,2,4,1,2,3,4,4,4,1.0,4,1,4,1.0,1,1,3.0,3.0,1,4,1,2,1,4.0,4.0,1,4,1
s1066,2/9/22 15:18,532,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,2,4,1,3,2,1,1,4,4,4,4,2,4,3,1,2,1,1,2,2,4,1,2,2,2,1,1,2,2,2,3,2,4,3,1,4,1,4,4,4,4,1,4,3,1,4,1,4,1,2,4,2,4,4,1,4,2,1,1,4,4,3,1,1,3,4,2,1,2,4,4,3,1,1,4,4,2,4,2,4,2,1,4,2,4,2,2,4,4,4,4,1.0,2,1,4,1.0,1,1,4.0,4.0,1,4,1,2,1,4.0,4.0,1,4,1
s1067,2/9/22 12:35,294,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,3,2,1,1,2,2,3,3,1,2,2,1,2,1,2,1,2,3,1,1,1,2,1,1,2,1,3,3,2,3,2,1,4,2,2,1,4,4,2,3,2,3,4,2,4,1,2,4,2,3,2,1,4,1,2,2,4,4,2,2,2,1,4,3,1,3,3,4,2,1,2,2,4,1,3,2,4,1,1,4,3,4,2,1,2,3,4,4,1.0,3,2,1,1.0,1,1,3.0,4.0,2,3,1,1,1,3.0,5.0,1,2,1
s1068,2/9/22 15:00,285,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,1,2,1,2,1,2,4,1,2,2,1,1,4,4,4,4,1,4,4,1,2,1,1,2,1,4,1,1,1,1,1,1,3,1,2,2,1,4,4,1,4,1,4,4,4,4,1,4,4,2,4,1,4,4,3,4,1,4,4,1,4,4,1,1,4,4,4,1,1,4,4,4,1,1,4,4,4,1,1,4,4,4,4,1,4,4,4,4,2,4,1,4,4,4,4,4,2.0,5,1,4,1.0,1,1,4.0,1.0,2,4,1,2,3,3.0,4.0,2,1,1
s1069,2/9/22 13:24,818,1,1,2,1,2,2,1,2,2,2,1,1,2,1,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,3,1,1,2,1,1,3,4,3,3,1,3,3,1,2,1,1,1,1,3,1,1,2,1,1,1,3,1,2,2,2,4,3,1,4,1,4,3,4,4,1,4,3,2,4,1,4,4,3,4,2,4,3,1,4,3,2,1,3,4,3,2,1,3,4,2,1,2,4,4,4,1,2,3,4,4,3,1,4,3,4,4,2,4,2,3,4,4,4,4,1.0,2,1,4,1.0,1,1,3.0,3.0,1,4,1,3,1,4.0,4.0,1,4,1
s1072,2/9/22 19:28,606,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,4,1,2,2,1,2,4,4,4,3,1,4,4,1,3,1,1,1,1,4,1,2,1,2,2,1,2,1,4,4,1,4,4,1,4,1,3,4,4,4,1,4,3,1,4,1,4,4,2,4,1,4,4,1,4,4,1,1,4,4,4,1,1,4,4,4,1,1,4,4,4,1,1,4,4,4,4,2,4,4,4,4,2,4,1,4,4,4,4,4,1.0,2,1,4,1.0,1,1,2.0,4.0,1,3,1,2,1,4.0,4.0,1,4,1
s1073,2/9/22 16:49,594,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,4,1,2,2,1,2,4,4,4,4,1,4,2,1,4,1,1,1,1,4,1,2,2,1,1,2,1,3,4,4,2,4,1,1,4,1,4,2,4,4,1,4,1,1,4,1,4,1,1,4,1,3,2,1,4,4,1,1,4,4,2,1,1,4,4,4,1,1,2,4,2,1,1,4,4,2,4,1,4,3,3,4,1,2,1,1,4,4,4,2,2.0,1,4,4,1.0,1,1,4.0,5.0,3,4,2,3,1,5.0,4.0,1,4,1
s1074,2/9/22 13:55,819,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,3,1,2,2,1,1,3,3,3,1,2,3,2,1,2,1,2,2,2,3,1,2,2,2,2,3,1,2,3,3,2,4,3,1,4,1,1,3,2,4,1,4,3,1,4,1,4,1,1,3,2,4,4,2,3,4,2,2,4,3,3,2,1,3,4,3,2,1,2,4,3,2,1,4,3,2,4,2,1,3,2,4,2,4,1,2,2,3,4,5,2.0,3,2,4,1.0,1,1,4.0,2.0,2,5,1,3,1,4.0,5.0,1,5,1
s1075,2/9/22 13:49,442,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,3,1,3,3,1,1,4,3,3,3,2,3,2,1,1,1,1,2,2,3,1,2,1,1,1,2,2,2,2,2,3,3,3,2,4,2,3,3,3,4,1,2,3,2,4,2,4,4,2,4,2,4,4,1,4,4,1,2,4,4,4,2,2,4,4,4,2,2,4,4,4,1,1,4,4,4,4,2,4,3,4,4,1,4,2,4,3,3,4,4,1.0,4,1,4,1.0,2,1,4.0,4.0,2,4,1,3,1,4.0,4.0,1,3,1
s1076,2/9/22 14:33,763,1,1,2,1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,1,1,1,2,1,2,2,1,2,1,2,1,2,2,2,2,1,3,1,1,3,3,1,1,3,1,2,3,4,1,1,2,3,3,2,1,2,1,2,4,1,4,1,3,4,1,2,4,2,3,2,3,4,1,3,3,2,4,1,2,3,3,4,3,4,2,2,4,2,2,1,4,4,1,2,1,2,4,4,2,2,3,4,1,2,2,4,4,4,4,2,4,3,2,4,2,4,2,1,2,2,3,3,2.0,2,2,3,1.0,1,2,2.0,2.0,3,4,1,2,2,3.0,4.0,1,3,1
s1077,2/9/22 12:52,521,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,2,3,1,3,2,1,1,3,3,3,2,1,3,2,1,2,1,2,1,2,3,1,1,2,2,2,1,3,1,2,2,2,3,3,2,3,2,3,3,3,3,2,3,2,2,3,2,3,2,2,3,2,3,3,2,3,3,2,2,3,3,2,2,2,3,3,2,2,2,3,3,2,2,2,3,3,2,3,2,3,3,2,3,2,3,2,3,3,3,3,4,2.0,2,2,3,1.0,1,1,3.0,3.0,2,4,1,3,2,3.0,4.0,2,3,1
s1078,2/9/22 12:38,508,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,1,2,1,2,1,2,3,2,3,2,1,2,4,2,2,1,2,2,2,3,1,2,3,3,2,2,2,4,1,3,4,3,2,2,3,4,2,1,2,3,3,3,1,3,2,2,3,1,4,1,2,4,2,3,1,2,3,3,4,2,3,4,3,3,1,3,2,1,3,4,3,4,2,3,3,2,4,1,1,2,3,4,1,4,2,4,2,1,4,3,3,4,3,1,3,2,3.0,2,2,1,1.0,1,1,2.0,2.0,3,2,1,1,2,2.0,3.0,1,3,1
s1079,2/9/22 13:05,1069,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,3,1,3,2,1,2,4,3,3,3,2,4,3,1,2,1,1,2,1,3,1,2,2,2,1,2,3,2,2,3,2,4,3,1,4,1,3,3,4,4,1,3,2,3,3,2,3,4,2,4,4,4,4,1,4,3,1,1,4,3,3,2,2,4,4,2,1,2,4,4,4,1,2,4,3,3,3,2,4,3,4,4,2,3,2,2,3,3,4,4,1.0,2,1,4,1.0,1,1,2.0,4.0,1,4,1,2,1,4.0,4.0,1,4,1
s1080,2/9/22 14:12,725,1,1,2,1,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,2,4,1,3,2,1,1,3,4,4,4,1,4,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,2,4,1,4,4,1,4,1,4,4,4,4,1,4,3,1,4,1,4,4,1,4,3,4,2,1,4,4,1,1,4,4,4,1,1,4,4,4,1,1,4,4,4,1,1,4,4,4,4,1,4,4,4,4,1,4,1,4,4,4,4,3,1.0,3,2,3,1.0,1,1,3.0,3.0,2,3,1,3,1,3.0,3.0,1,3,1
s1081,2/9/22 13:21,1370,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,4,1,1,3,1,2,2,3,2,2,3,4,4,1,3,1,2,1,2,3,1,2,1,2,1,3,2,3,3,2,3,3,2,1,3,2,3,1,3,3,2,3,3,1,3,2,3,1,2,3,2,3,2,3,3,2,1,2,3,3,1,2,2,3,2,1,2,3,3,3,2,2,2,3,3,1,4,2,4,3,2,3,2,3,2,1,2,2,3,4,1.0,2,1,4,1.0,1,1,3.0,3.0,1,3,1,3,1,4.0,4.0,2,3,1
s1082,2/9/22 15:06,435,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,1,3,3,3,3,1,3,3,2,4,2,2,1,1,3,2,1,3,2,1,2,2,1,4,3,1,4,4,2,4,1,4,4,3,4,1,3,3,2,4,2,4,2,3,4,2,3,4,2,4,4,2,1,4,4,3,1,1,4,4,2,2,1,4,4,4,2,2,4,4,2,3,1,4,4,2,4,2,4,1,2,4,4,4,3,1.0,2,2,3,1.0,1,2,2.0,2.0,2,4,1,3,1,4.0,4.0,2,4,1
s1087,2/9/22 14:53,287,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,3,3,1,3,1,2,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,3,3,2,4,4,2,3,3,3,1,3,3,2,3,3,4,3,1,4,2,3,2,3,3,3,2,2,3,1,2,2,2,1,1,2,2,2,3,3,2,2,3,4,3,2,2,2,4,3,2,3,2,2,3,3,2,3,2,2,1,2,1,1,2,5,1.0,5,1,5,1.0,3,1,4.0,3.0,1,1,1,4,1,4.0,4.0,1,5,1
s1088,2/9/22 17:57,593,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,2,2,1,2,3,3,2,2,1,3,3,2,2,1,1,2,2,3,1,1,2,2,2,2,2,1,3,3,3,3,3,2,4,1,2,4,4,3,2,4,4,1,4,1,4,4,2,4,1,4,4,2,4,4,1,1,4,4,4,1,1,3,4,4,1,1,4,4,4,1,1,4,4,4,4,1,4,4,4,4,1,4,1,4,4,4,4,2,2.0,1,3,3,2.0,3,2,1.0,1.0,3,3,2,2,2,3.0,3.0,3,2,2
s1089,2/9/22 13:51,325,1,1,2,1,2,2,1,2,2,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,2,1,2,1,2,3,1,1,1,2,3,4,3,3,3,1,4,3,2,3,1,2,2,1,4,1,1,2,2,1,3,3,1,3,2,2,3,3,2,2,1,2,3,3,3,3,3,2,4,3,2,4,3,2,2,2,2,4,3,2,4,2,1,3,3,4,2,1,2,4,4,2,2,3,3,4,2,2,4,3,4,3,2,3,2,2,4,3,3,1,2,3,3,3,4,3.0,1,2,3,2.0,1,2,2.0,4.0,5,3,2,4,3,2.0,4.0,1,3,1
s1090,2/9/22 14:31,366,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,1,2,1,2,1,2,2,3,3,3,2,1,4,4,3,2,2,3,4,2,2,1,2,1,2,3,1,2,3,1,1,1,1,2,3,3,2,4,3,1,4,2,2,3,3,4,2,2,2,2,4,2,4,4,2,4,2,4,4,1,4,4,1,1,4,4,4,2,2,3,4,4,1,1,4,4,4,1,2,4,4,4,2,2,4,3,4,4,2,4,2,4,3,3,4,4,2.0,3,1,3,1.0,1,1,3.0,3.0,3,3,1,3,2,2.0,4.0,1,1,1
s1091,2/9/22 15:01,634,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,2,2,1,2,3,1,1,2,2,3,2,1,3,2,1,2,1,1,2,1,3,1,1,2,1,1,2,3,1,2,1,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,2,2,2,3,3,3,2,2,3,3,3,3,2,3,3,3,3,2,3,3,3,2,2,3,3,2,3,2,3,2,3,2,3,3,3,1.0,2,1,2,1.0,1,1,2.0,2.0,1,3,1,2,1,2.0,3.0,1,2,1
s1092,2/10/22 12:51,1094,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,4,1,3,1,1,2,4,3,4,2,1,4,2,1,1,1,1,2,1,3,1,2,1,1,1,2,3,1,4,2,1,3,2,1,4,1,2,2,4,4,1,3,4,1,4,1,4,4,1,4,1,4,4,1,4,4,1,1,2,4,3,1,1,2,4,4,1,1,3,3,4,1,1,4,4,4,4,1,4,2,4,4,2,4,1,4,2,3,4,4,2.0,2,1,1,1.0,2,1,1.0,3.0,3,4,1,4,3,4.0,4.0,3,4,2
s1094,2/9/22 15:08,692,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,3,1,3,2,1,2,3,3,3,4,1,3,3,1,2,1,1,1,1,3,1,1,2,2,1,1,2,3,3,3,1,4,3,2,3,1,3,3,3,4,1,4,3,2,4,2,4,2,4,4,2,4,4,2,4,3,2,1,4,4,4,2,2,4,4,3,2,1,4,4,3,2,1,4,4,2,2,2,2,3,2,3,2,3,2,2,3,3,4,3,2.0,2,2,3,1.0,1,1,2.0,2.0,2,3,1,2,2,3.0,3.0,2,2,1
