trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime
1.0,LP,13.596,13.601,0.374,13.975,2.0,2.0,13.975,0.0
2.0,LP,2.312,17.795,0.322,2.641,2.0,4.0,18.117,15.476
3.0,LP,1.203,20.82,0.481,1.684,2.0,6.0,21.301,19.617
4.0,LP,7.65,30.453,0.346,7.997,2.0,8.0,30.799,22.802
5.0,LP,4.253,36.569,0.3,4.56,2.0,10.0,36.869,32.309
6.0,LP,0.206,38.589,0.393,0.611,2.0,12.0,38.982,38.371
7.0,LP,13.596,54.083,0.342,13.939,2.0,14.0,54.425,40.486
8.0,LP,23.999,,11.703,11.703,0.0,14.0,67.629,55.926
9.0,LP,0.206,69.36,0.357,0.575,2.0,16.0,69.717,69.142
10.0,LP,23.999,,5.363,5.363,0.0,16.0,76.581,71.218
11.0,LP,1.203,79.292,0.313,1.517,2.0,18.0,79.605,78.088
12.0,LP,0.206,81.315,0.378,0.586,2.0,20.0,81.693,81.107
13.0,LP,4.253,87.455,0.326,4.581,2.0,22.0,87.781,83.2
14.0,LP,7.65,96.933,0.392,8.044,2.0,24.0,97.325,89.281
15.0,LP,0.569,99.407,0.35,0.931,2.0,26.0,99.757,98.826
16.0,LP,1.203,102.475,0.355,1.559,2.0,28.0,102.83,101.271
17.0,LP,13.596,117.928,0.343,13.94,2.0,30.0,118.271,104.331
18.0,LP,7.65,127.429,0.543,8.194,2.0,32.0,127.972,119.778
19.0,LP,2.312,131.801,0.516,2.843,2.0,34.0,132.317,129.474
20.0,LP,2.312,136.131,0.37,2.683,2.0,36.0,136.501,133.818
21.0,LP,0.206,138.231,0.591,0.807,2.0,38.0,138.822,138.015
22.0,LP,0.206,140.529,0.333,0.539,2.0,40.0,140.862,140.323
23.0,LP,7.65,150.016,0.334,7.985,2.0,42.0,150.35,142.365
24.0,LP,23.999,,8.467,8.467,0.0,42.0,160.318,151.851
25.0,LP,13.596,,13.172,13.172,0.0,42.0,174.991,161.819
26.0,LP,1.203,177.695,0.367,1.57,2.0,44.0,178.062,176.492
27.0,LP,1.203,180.786,0.379,1.59,2.0,46.0,181.165,179.575
28.0,LP,2.312,184.987,0.7,3.017,2.0,48.0,185.687,182.67
29.0,LP,23.999,,18.976,18.976,0.0,48.0,206.173,187.197
30.0,LP,2.312,209.997,0.537,2.859,2.0,50.0,210.534,207.675
31.0,LP,7.65,219.685,0.794,8.444,2.0,52.0,220.479,212.035
32.0,LP,7.65,229.647,0.399,8.064,2.0,54.0,230.046,221.982
33.0,LP,1.203,232.749,0.41,1.613,2.0,56.0,233.159,231.546
34.0,LP,4.253,238.919,0.415,4.67,2.0,58.0,239.334,234.664
35.0,LP,1.203,242.051,0.443,1.659,2.0,60.0,242.494,240.835
36.0,LP,23.999,268.01,0.397,24.402,2.0,62.0,268.407,244.005
37.0,LP,0.569,270.482,0.66,1.234,2.0,64.0,271.142,269.908
38.0,LP,7.65,280.304,0.431,8.081,2.0,66.0,280.735,272.654
39.0,LP,13.596,295.84,0.478,14.082,2.0,68.0,296.318,282.236
40.0,LP,13.596,311.418,0.346,13.944,2.0,70.0,311.764,297.82
41.0,LP,0.569,313.849,0.364,0.948,2.0,72.0,314.213,313.265
42.0,LP,23.999,,19.026,19.026,0.0,72.0,334.741,315.715
43.0,LP,4.253,340.496,0.612,4.867,2.0,74.0,341.108,336.241
44.0,LP,2.312,344.923,0.451,2.763,2.0,76.0,345.374,342.611
45.0,LP,0.569,347.444,0.336,0.905,2.0,78.0,347.78,346.875
46.0,LP,0.206,349.497,0.3,0.516,2.0,80.0,349.797,349.281
47.0,LP,1.203,352.51,0.398,1.602,2.0,82.0,352.908,351.306
48.0,LP,0.569,354.993,0.405,0.988,2.0,84.0,355.398,354.41
49.0,LP,4.253,361.164,0.417,4.681,2.0,86.0,361.581,356.9
50.0,LP,0.569,363.67,0.406,0.98,2.0,88.0,364.076,363.096
51.0,LP,13.596,379.188,0.584,14.183,2.0,90.0,379.772,365.589
52.0,LP,4.253,385.536,0.428,4.682,2.0,92.0,385.964,381.282
53.0,LP,4.253,391.725,0.352,4.606,2.0,94.0,392.077,387.471
54.0,LP,13.596,407.18,0.616,14.216,2.0,96.0,407.796,393.58
55.0,LP,0.206,409.516,0.337,0.545,2.0,98.0,409.853,409.308
56.0,LP,0.569,411.933,0.344,0.914,2.0,100.0,412.277,411.363
57.0,LP,0.569,414.365,0.376,0.947,2.0,102.0,414.741,413.794
58.0,LP,2.312,418.569,0.381,2.698,2.0,104.0,418.95,416.252
59.0,LP,4.253,424.713,0.428,4.682,2.0,106.0,425.141,420.459
60.0,LP,23.999,,21.291,21.291,0.0,106.0,447.948,426.657
61.0,LP,7.65,457.103,0.374,8.027,2.0,108.0,457.477,449.45
62.0,LP,0.206,459.202,0.332,0.548,2.0,110.0,459.534,458.986
63.0,LP,2.312,463.364,0.376,2.704,2.0,112.0,463.74,461.036
64.0,LP,13.596,478.849,0.397,14.005,2.0,114.0,479.246,465.241
65.0,LP,1.203,481.967,0.526,1.744,2.0,116.0,482.493,480.749
66.0,LP,0.206,484.217,0.348,0.555,2.0,118.0,484.565,484.01
67.0,LP,23.999,510.068,0.641,24.642,2.0,120.0,510.709,486.067
68.0,LP,23.999,536.209,0.989,24.989,2.0,122.0,537.198,512.209
69.0,LP,2.312,541.016,0.396,2.71,2.0,124.0,541.412,538.702
70.0,LP,4.253,547.173,0.599,4.86,2.0,126.0,547.772,542.912
71.0,LP,1.203,550.478,0.847,2.052,2.0,128.0,551.325,549.273
72.0,LP,13.596,566.426,0.426,14.025,2.0,130.0,566.852,552.827
73.0,LP,0.569,568.929,0.484,1.054,2.0,132.0,569.413,568.359
74.0,LP,2.312,573.241,0.556,2.881,2.0,134.0,573.797,570.916
75.0,LP,23.999,,20.431,20.431,0.0,134.0,595.732,575.301
