trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime
1.0,LP,23.999,,0.702,0.702,0.0,0.0,0.702,0.0
2.0,LP,4.253,6.459,0.322,4.577,2.0,2.0,6.781,2.204
3.0,LP,1.203,,0.33,0.33,0.0,2.0,8.613,8.283
4.0,LP,23.999,,11.515,11.515,0.0,2.0,21.63,10.115
5.0,LP,7.65,30.785,0.476,8.128,2.0,4.0,31.261,23.133
6.0,LP,4.253,37.018,0.412,4.667,2.0,6.0,37.43,32.763
7.0,LP,0.569,39.502,0.455,1.026,2.0,8.0,39.957,38.931
8.0,LP,0.569,42.03,0.407,0.978,2.0,10.0,42.437,41.459
9.0,LP,23.999,,10.403,10.403,0.0,10.0,54.342,43.939
10.0,LP,23.999,,5.656,5.656,0.0,10.0,61.5,55.844
11.0,LP,13.596,,10.164,10.164,0.0,10.0,73.165,63.001
12.0,LP,2.312,76.982,0.382,2.696,2.0,12.0,77.364,74.668
13.0,LP,7.65,86.519,0.336,7.989,2.0,14.0,86.855,78.866
14.0,LP,1.203,89.562,0.371,1.576,2.0,16.0,89.933,88.357
15.0,LP,4.253,95.691,0.346,4.601,2.0,18.0,96.037,91.436
16.0,LP,13.596,111.137,0.342,13.94,2.0,20.0,111.479,97.539
17.0,LP,1.203,114.187,0.658,1.864,2.0,22.0,114.845,112.981
18.0,LP,7.65,123.999,0.383,8.035,2.0,24.0,124.382,116.347
19.0,LP,7.65,133.535,0.303,7.954,2.0,26.0,133.838,125.884
20.0,LP,13.596,148.937,0.451,14.048,2.0,28.0,149.388,135.34
21.0,LP,4.253,155.146,0.342,4.597,2.0,30.0,155.488,150.891
22.0,LP,23.999,,5.657,5.657,0.0,30.0,162.646,156.989
23.0,LP,0.206,164.359,0.43,0.639,2.0,32.0,164.789,164.15
24.0,LP,23.999,,20.257,20.257,0.0,32.0,186.548,166.291
25.0,LP,1.203,189.254,0.383,1.588,2.0,34.0,189.637,188.049
26.0,LP,1.203,192.345,0.333,1.539,2.0,36.0,192.678,191.139
27.0,LP,2.312,196.494,0.352,2.666,2.0,38.0,196.846,194.18
28.0,LP,0.206,198.557,0.448,0.656,2.0,40.0,199.005,198.349
29.0,LP,2.312,202.82,0.432,2.746,2.0,42.0,203.252,200.506
30.0,LP,13.596,,3.835,3.835,0.0,42.0,208.588,204.753
31.0,LP,23.999,,6.579,6.579,0.0,42.0,216.67,210.091
32.0,LP,2.312,220.486,0.374,2.689,2.0,44.0,220.86,218.171
33.0,LP,4.253,226.618,0.339,4.594,2.0,46.0,226.957,222.363
34.0,LP,0.206,228.666,0.41,0.618,2.0,48.0,229.076,228.458
35.0,LP,4.253,,0.426,0.426,0.0,48.0,231.004,230.578
36.0,LP,7.65,240.156,0.434,8.086,2.0,50.0,240.59,232.504
37.0,LP,0.206,242.3,0.568,0.776,2.0,52.0,242.868,242.092
38.0,LP,13.596,257.968,0.396,13.994,2.0,54.0,258.364,244.37
39.0,LP,13.596,,12.445,12.445,0.0,54.0,272.311,259.866
40.0,LP,0.206,274.02,0.505,0.713,2.0,56.0,274.525,273.812
41.0,LP,7.65,,2.668,2.668,0.0,56.0,278.694,276.026
42.0,LP,2.312,282.509,0.424,2.737,2.0,58.0,282.933,280.196
43.0,LP,0.569,285.005,0.776,1.346,2.0,60.0,285.781,284.435
44.0,LP,0.206,287.492,0.491,0.7,2.0,62.0,287.983,287.283
