trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime
1.0,LP,23.999,,4.364,4.364,0.0,0.0,4.365,0.001
2.0,LP,4.253,10.126,0.345,4.602,2.0,2.0,10.471,5.869
3.0,LP,1.203,13.192,0.334,1.55,2.0,4.0,13.526,11.976
4.0,LP,23.999,,7.932,7.932,0.0,4.0,22.958,15.026
5.0,LP,7.65,32.112,0.423,8.074,2.0,6.0,32.535,24.461
6.0,LP,4.253,38.297,0.344,4.602,2.0,8.0,38.641,34.039
7.0,LP,0.569,40.724,0.366,0.935,2.0,10.0,41.09,40.155
8.0,LP,0.569,43.179,0.339,0.921,2.0,12.0,43.518,42.597
9.0,LP,23.999,,3.487,3.487,0.0,12.0,48.508,45.021
10.0,LP,23.999,,11.257,11.257,0.0,12.0,61.269,50.012
11.0,LP,13.596,,2.393,2.393,0.0,12.0,65.162,62.769
12.0,LP,2.312,68.988,0.432,2.748,2.0,14.0,69.42,66.672
13.0,LP,7.65,,4.133,4.133,0.0,14.0,75.059,70.926
14.0,LP,1.203,77.779,0.661,1.874,2.0,16.0,78.44,76.566
15.0,LP,4.253,,3.255,3.255,0.0,16.0,83.21,79.955
16.0,LP,13.596,,5.262,5.262,0.0,16.0,89.981,84.719
17.0,LP,1.203,92.711,0.376,1.59,2.0,18.0,93.087,91.497
18.0,LP,7.65,,1.406,1.406,0.0,18.0,96.007,94.601
19.0,LP,7.65,,2.461,2.461,0.0,18.0,99.983,97.522
20.0,LP,13.596,,6.251,6.251,0.0,18.0,107.74,101.489
21.0,LP,4.253,113.502,0.33,4.587,2.0,20.0,113.832,109.245
22.0,LP,23.999,,5.122,5.122,0.0,20.0,120.469,115.347
23.0,LP,0.206,122.187,0.742,0.956,2.0,22.0,122.929,121.973
24.0,LP,23.999,,4.6,4.6,0.0,22.0,129.043,124.443
25.0,LP,1.203,131.764,0.341,1.558,2.0,24.0,132.105,130.547
26.0,LP,1.203,134.819,0.368,1.58,2.0,26.0,135.187,133.607
27.0,LP,2.312,,1.548,1.548,0.0,26.0,138.242,136.694
28.0,LP,0.206,139.969,0.51,0.726,2.0,28.0,140.479,139.753
29.0,LP,2.312,,2.029,2.029,0.0,28.0,144.013,141.984
30.0,LP,13.596,,1.034,1.034,0.0,28.0,146.549,145.515
31.0,LP,23.999,,3.496,3.496,0.0,28.0,151.55,148.054
32.0,LP,2.312,155.38,0.516,2.836,2.0,30.0,155.896,153.06
33.0,LP,4.253,,2.987,2.987,0.0,30.0,160.394,157.407
34.0,LP,0.206,162.116,0.511,0.726,2.0,32.0,162.627,161.901
35.0,LP,4.253,,2.213,2.213,0.0,32.0,166.344,164.131
36.0,LP,7.65,,2.404,2.404,0.0,32.0,170.249,167.845
37.0,LP,0.206,171.976,0.378,0.593,2.0,34.0,172.354,171.761
38.0,LP,13.596,,1.461,1.461,0.0,34.0,175.329,173.868
39.0,LP,13.596,,1.686,1.686,0.0,34.0,178.519,176.833
40.0,LP,0.206,180.246,0.436,0.65,2.0,36.0,180.682,180.032
41.0,LP,7.65,,2.74,2.74,0.0,36.0,184.923,182.183
42.0,LP,2.312,188.76,0.353,2.675,2.0,38.0,189.113,186.438
43.0,LP,0.569,191.189,0.403,0.972,2.0,40.0,191.592,190.62
44.0,LP,0.206,193.309,0.443,0.657,2.0,42.0,193.752,193.095
45.0,LP,1.203,196.475,0.324,1.54,2.0,44.0,196.799,195.259
46.0,LP,13.596,,1.826,1.826,0.0,44.0,200.13,198.304
47.0,LP,7.65,,3.268,3.268,0.0,44.0,204.907,201.639
48.0,LP,23.999,,3.563,3.563,0.0,44.0,209.975,206.412
49.0,LP,0.569,212.054,0.326,0.895,2.0,46.0,212.38,211.485
50.0,LP,1.203,215.094,0.392,1.603,2.0,48.0,215.486,213.883
51.0,LP,0.569,217.567,0.443,1.013,2.0,50.0,218.01,216.997
52.0,LP,7.65,,3.351,3.351,0.0,50.0,222.868,219.517
53.0,LP,0.569,224.939,0.342,0.912,2.0,52.0,225.281,224.369
54.0,LP,2.312,,0.844,0.844,0.0,52.0,227.629,226.785
55.0,LP,23.999,,2.947,2.947,0.0,52.0,232.088,229.141
56.0,LP,4.253,,3.411,3.411,0.0,52.0,237.005,233.594
57.0,LP,2.312,240.824,0.368,2.686,2.0,54.0,241.192,238.506
58.0,LP,1.203,243.914,0.348,1.562,2.0,56.0,244.262,242.7
59.0,LP,0.206,245.99,0.686,0.9,2.0,58.0,246.676,245.776
60.0,LP,0.206,248.4,0.512,0.726,2.0,60.0,248.912,248.186
61.0,LP,0.569,250.999,0.389,0.973,2.0,62.0,251.388,250.415
62.0,LP,13.596,,2.555,2.555,0.0,62.0,255.457,252.902
63.0,LP,0.569,257.538,0.383,0.952,2.0,64.0,257.921,256.969
64.0,LP,4.253,,2.724,2.724,0.0,64.0,262.151,259.427
65.0,LP,4.253,,2.066,2.066,0.0,64.0,265.729,263.663
66.0,LP,0.569,267.822,0.396,0.978,2.0,66.0,268.218,267.24
67.0,LP,0.206,269.94,0.562,0.776,2.0,68.0,270.502,269.726
68.0,LP,4.253,,1.629,1.629,0.0,68.0,273.633,272.004
69.0,LP,23.999,,2.189,2.189,0.0,68.0,277.326,275.137
70.0,LP,23.999,,2.793,2.793,0.0,68.0,281.628,278.835
71.0,LP,0.206,283.353,0.425,0.643,2.0,70.0,283.778,283.135
72.0,LP,13.596,,3.167,3.167,0.0,70.0,288.452,285.285
73.0,LP,0.206,290.179,0.845,1.057,2.0,72.0,291.024,289.967
74.0,LP,7.65,,1.946,1.946,0.0,72.0,294.481,292.535
75.0,LP,7.65,,1.639,1.639,0.0,72.0,297.631,295.992
76.0,LP,0.206,299.352,0.374,0.589,2.0,74.0,299.726,299.137
77.0,LP,1.203,302.454,0.445,1.66,2.0,76.0,302.899,301.239
78.0,LP,1.203,,0.345,0.345,0.0,76.0,304.747,304.402
79.0,LP,4.253,,2.671,2.671,0.0,76.0,308.933,306.262
80.0,LP,1.203,311.659,0.333,1.546,2.0,78.0,311.992,310.446
81.0,LP,0.206,313.717,0.735,0.951,2.0,80.0,314.452,313.501
82.0,LP,0.206,316.172,0.499,0.713,2.0,82.0,316.671,315.958
83.0,LP,2.312,320.501,0.5,2.816,2.0,84.0,321.001,318.185
84.0,LP,2.312,324.835,0.353,2.675,2.0,86.0,325.188,322.513
85.0,LP,0.569,327.281,0.627,1.212,2.0,88.0,327.908,326.696
86.0,LP,1.203,330.63,0.428,1.641,2.0,90.0,331.058,329.417
87.0,LP,0.569,333.15,0.403,0.986,2.0,92.0,333.553,332.567
88.0,LP,4.253,,1.866,1.866,0.0,92.0,336.921,335.055
89.0,LP,13.596,,2.415,2.415,0.0,92.0,340.836,338.421
90.0,LP,4.253,,2.506,2.506,0.0,92.0,344.844,342.338
91.0,LP,4.253,,2.075,2.075,0.0,92.0,348.428,346.353
92.0,LP,0.206,350.152,0.507,0.723,2.0,94.0,350.659,349.936
93.0,LP,23.999,,3.471,3.471,0.0,94.0,355.635,352.164
94.0,LP,1.203,358.353,0.734,1.948,2.0,96.0,359.087,357.139
95.0,LP,23.999,,2.258,2.258,0.0,96.0,362.853,360.595
