SubjID,SmlSeq,SmlK,SmlCons,SmlICR,MedSeq,MedK,MedCons,MedICR,LrgSeq,LrgK,LrgCons,LrgICR,GMK
s1227,385,0.065125822,1,0.777777778,449,0.025225065,1,0.666666667,449,0.025796554,1,0.666666667,0.03486441659740516
s1228,497,0.003859499,1,0.444444444,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.007164229858526266
s1229,512,1.58128e-4,1,0,512,1.58278e-4,1,0,512,1.58278e-4,1,0,1.5822798419668516e-4
s1230,497,0.003859499,1,0.444444444,501,0.001571072,0.888888889,0.333333333,417,0.025204564,0.888888889,0.666666667,0.00534648972902218
s1231,497,0.003859499,1,0.444444444,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.0021404253958474664
s1232,385,0.065125822,1,0.777777778,449,0.025225065,1,0.666666667,481,0.00978133,1,0.555555556,0.02523448665940745
s1233,505,0.001583251,1,0.333333333,509,6.3193e-4,1,0.222222222,511,2.51015e-4,1,0.111111111,6.309178378349672e-4
s1234,505,0.001583251,1,0.333333333,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.0015904000276278907
s1235,505,0.001583251,1,0.333333333,511,2.51282e-4,1,0.111111111,511,2.51015e-4,1,0.111111111,4.639490344221831e-4
s1236,505,0.001583251,1,0.333333333,509,6.3193e-4,1,0.222222222,509,6.32011e-4,1,0.222222222,8.583171571346091e-4
s1237,497,0.003859499,1,0.444444444,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.0021404253958474664
s1238,505,0.001583251,1,0.333333333,505,0.001588988,1,0.333333333,509,6.32011e-4,1,0.222222222,0.0011671634396006377
s1239,385,0.065125822,1,0.777777778,385,0.063690167,1,0.777777778,465,0.010027036,0.888888889,0.555555556,0.03464703381281752
s1240,509,6.32542e-4,1,0.222222222,512,1.58278e-4,1,0,512,1.58278e-4,1,0,2.5117523951375634e-4
s1241,497,0.003859499,1,0.444444444,509,6.3193e-4,1,0.222222222,509,6.32011e-4,1,0.222222222,0.0011551583305507605
s1242,449,0.025565085,1,0.666666667,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.01345472877351011
s1243,497,0.003859499,1,0.444444444,497,0.003905918,1,0.444444444,505,0.001599001,1,0.333333333,0.0028886899460350596
s1244,481,0.009704041,1,0.555555556,497,0.003905918,1,0.444444444,505,0.001599001,1,0.333333333,0.003928030276290973
s1245,497,0.003859499,1,0.444444444,505,0.001588988,1,0.333333333,509,6.32011e-4,1,0.222222222,0.001570816287617923
s1246,497,0.003859499,1,0.444444444,497,0.003905918,1,0.444444444,505,0.001599001,1,0.333333333,0.0028886899460350596
s1247,509,6.32542e-4,1,0.222222222,511,2.51282e-4,1,0.111111111,511,2.51015e-4,1,0.111111111,3.4170406135018374e-4
s1248,385,0.065125822,1,0.777777778,449,0.025225065,1,0.666666667,385,0.064947206,1,0.777777778,0.04742951257604449
s1249,481,0.009704041,1,0.555555556,505,0.001588988,1,0.333333333,509,6.32011e-4,1,0.222222222,0.0021359903802494495
s1250,387,0.065125822,0.888888889,0.666666667,449,0.025225065,1,0.666666667,481,0.00978133,1,0.555555556,0.02523448665940745
s1251,505,0.001583251,1,0.333333333,505,0.001588988,1,0.333333333,509,6.32011e-4,1,0.222222222,0.0011671634396006377
s1252,481,0.009704041,1,0.555555556,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.009741894186056553
s1253,512,1.58128e-4,1,0,512,1.58278e-4,1,0,512,1.58278e-4,1,0,1.5822798419668516e-4
s1254,481,0.009704041,1,0.555555556,497,0.003905918,1,0.444444444,505,0.001599001,1,0.333333333,0.003928030276290973
s1255,385,0.065125822,1,0.777777778,385,0.063690167,1,0.777777778,449,0.025796554,1,0.666666667,0.04747472235673704
s1256,505,0.001583251,1,0.333333333,509,6.3193e-4,1,0.222222222,509,6.32011e-4,1,0.222222222,8.583171571346091e-4
s1257,385,0.065125822,1,0.777777778,385,0.063690167,1,0.777777778,449,0.025796554,1,0.666666667,0.04747472235673704
s1258,449,0.025565085,1,0.666666667,449,0.025225065,1,0.666666667,497,0.003897476,1,0.444444444,0.013596308021165874
s1259,385,0.065125822,1,0.777777778,449,0.025225065,1,0.666666667,497,0.003897476,1,0.444444444,0.01856904863971438
s1260,1,0.246753247,1,1,1,0.25,1,1,1,0.248847926,1,1,0.24853008601629187
s1261,385,0.065125822,1,0.777777778,449,0.025225065,1,0.666666667,385,0.064947206,1,0.777777778,0.04742951257604449
s1262,449,0.025565085,1,0.666666667,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.01345472877351011
s1263,481,0.009704041,1,0.555555556,417,0.024907265,0.888888889,0.666666667,481,0.00978133,1,0.555555556,0.013321675743471513
s1264,481,0.009704041,1,0.555555556,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.007168669980310297
s1265,505,0.001583251,1,0.333333333,509,6.3193e-4,1,0.222222222,509,6.32011e-4,1,0.222222222,8.583171571346091e-4
s1266,257,0.159084963,1,0.888888889,385,0.063690167,1,0.777777778,449,0.025796554,1,0.666666667,0.0639373165087494
s1267,502,7.28131e-4,0.777777778,0.222222222,135,0.126184554,0.666666667,0.666666667,361,0.00395479,0.777777778,0.555555556,0.007135861002307967
s1268,385,0.065125822,1,0.777777778,449,0.025225065,1,0.666666667,385,0.064947206,1,0.777777778,0.04742951257604449
s1269,449,0.025565085,1,0.666666667,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.01345472877351011
s1270,1,0.246753247,1,1,1,0.25,1,1,1,0.248847926,1,1,0.24853008601629187
s1271,497,0.003859499,1,0.444444444,505,0.001588988,1,0.333333333,509,6.32011e-4,1,0.222222222,0.001570816287617923
s1272,481,0.009704041,1,0.555555556,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.007168669980310297
s1273,459,0.025565085,0.777777778,0.444444444,395,0.063690167,0.777777778,0.555555556,123,6.33541e-4,0.666666667,0.444444444,0.010104111222719385
s1274,257,0.159084963,1,0.888888889,257,0.158113883,1,0.888888889,449,0.025796554,1,0.666666667,0.08657389231210902
s1275,481,0.009704041,1,0.555555556,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.0029105428121737557
s1276,481,0.009704041,1,0.555555556,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.0029105428121737557
s1277,481,0.009704041,1,0.555555556,497,0.003905918,1,0.444444444,505,0.001599001,1,0.333333333,0.003928030276290973
s1278,497,0.003859499,1,0.444444444,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.0021404253958474664
s1279,449,0.025565085,1,0.666666667,449,0.025225065,1,0.666666667,449,0.025796554,1,0.666666667,0.02552782085037716
s1280,512,1.58128e-4,1,0,512,1.58278e-4,1,0,512,1.58278e-4,1,0,1.5822798419668516e-4
s1281,385,0.065125822,1,0.777777778,385,0.063690167,1,0.777777778,385,0.064947206,1,0.777777778,0.06458455814891412
s1282,449,0.025565085,1,0.666666667,449,0.025225065,1,0.666666667,449,0.025796554,1,0.666666667,0.02552782085037716
s1283,449,0.025565085,1,0.666666667,449,0.025225065,1,0.666666667,481,0.00978133,1,0.555555556,0.01847675990484034
s1284,497,0.003859499,1,0.444444444,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.0021404253958474664
s1285,385,0.065125822,1,0.777777778,449,0.025225065,1,0.666666667,449,0.025796554,1,0.666666667,0.03486441659740516
s1286,449,0.025565085,1,0.666666667,481,0.009740465,1,0.555555556,481,0.00978133,1,0.555555556,0.01345472877351011
s1287,385,0.065125822,1,0.777777778,385,0.063690167,1,0.777777778,505,0.001599001,1,0.333333333,0.018788471353486363
s1288,1,0.246753247,1,1,385,0.063690167,1,0.777777778,385,0.064947206,1,0.777777778,0.100685109217935
s1289,1,0.246753247,1,1,257,0.158113883,1,0.888888889,1,0.248847926,1,1,0.2133318184616894
s1290,1,0.246753247,1,1,129,0.126184554,0.888888889,0.888888889,449,0.025796554,1,0.666666667,0.09295589202380002
s1291,511,2.51196e-4,1,0.111111111,511,2.51282e-4,1,0.111111111,511,2.51015e-4,1,0.111111111,2.5116430867942085e-4
s1292,512,1.58128e-4,1,0,512,1.58278e-4,1,0,512,1.58278e-4,1,0,1.5822798419668516e-4
s1293,257,0.159084963,1,0.888888889,449,0.025225065,1,0.666666667,449,0.025796554,1,0.666666667,0.046954192214772525
s1294,509,6.32542e-4,1,0.222222222,509,6.3193e-4,1,0.222222222,505,0.001599001,1,0.333333333,8.61395024120801e-4
s1295,449,0.025565085,1,0.666666667,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.00990079633485758
s1296,449,0.025565085,1,0.666666667,497,0.003905918,1,0.444444444,497,0.003897476,1,0.444444444,0.007301037919522959
s1297,481,0.009704041,1,0.555555556,505,0.001588988,1,0.333333333,505,0.001599001,1,0.333333333,0.0029105428121737557
s1298,489,0.003919686,0.888888889,0.444444444,505,0.001588988,1,0.333333333,501,0.001569473,0.888888889,0.333333333,0.002138168438682589
s1299,505,0.001583251,1,0.333333333,509,6.3193e-4,1,0.222222222,509,6.32011e-4,1,0.222222222,8.583171571346091e-4
s1300,481,0.009704041,1,0.555555556,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.007168669980310297
s1301,481,0.009704041,1,0.555555556,481,0.009740465,1,0.555555556,497,0.003897476,1,0.444444444,0.007168669980310297
s1302,17,0.246753247,0.888888889,0.888888889,1,0.25,1,1,1,0.248847926,1,1,0.24853008601629187
s1303,512,1.58128e-4,1,0,512,1.58278e-4,1,0,512,1.58278e-4,1,0,1.5822798419668516e-4
s1304,417,0.025139285,0.888888889,0.666666667,449,0.025225065,1,0.666666667,193,0.025796554,0.888888889,0.777777778,0.02538530019622296
s1305,497,0.003859499,1,0.444444444,497,0.003905918,1,0.444444444,509,6.32011e-4,1,0.222222222,0.002119952989678214
,466,0.009933198,0.777777778,0.444444444,212,0.002498381,0.555555556,0.444444444,286,0.002515436,0.555555556,0.444444444,0.003966922150307673
