id,duration,NU,PU,PM,PS,SS,UPPS,Attentional,Motor,Nonplanning,attention,cogstable,motor,perseverance,selfcontrol,cogcomplex,BIS,PAS,NAS,GMK
s1292,546,1.0,1.0,18.0,10,27.0,57.0,14.0,16.0,15.0,7,7.0,11.0,5,7.0,8,45.0,36.0,9.0,0.00015822798419668516
s1293,519,8.0,2.0,12.0,10,5.0,37.0,10.0,18.0,13.0,5,5.0,12.0,6,6.0,7,41.0,27.0,27.0,0.046954192214772525
s1294,482,1.0,3.0,14.0,13,24.0,55.0,7.0,16.0,9.0,3,4.0,10.0,6,4.0,5,32.0,31.0,10.0,0.000861395024120801
s1295,360,5.0,1.0,19.0,29,17.0,71.0,18.0,17.0,15.0,10,8.0,12.0,5,8.0,7,50.0,18.0,33.0,0.009900796334857579
s1296,387,9.0,2.0,15.0,20,4.0,50.0,15.0,17.0,8.0,8,7.0,11.0,6,5.0,3,40.0,29.0,18.0,0.007301037919522959
s1297,392,11.0,3.0,13.0,16,26.0,69.0,12.0,15.0,21.0,7,5.0,9.0,6,8.0,13,48.0,24.0,14.0,0.0029105428121737557
s1298,469,6.0,1.0,19.0,10,21.0,57.0,10.0,16.0,8.0,5,5.0,10.0,6,4.0,4,34.0,27.0,18.0,0.002138168438682589
s1299,377,18.0,14.0,23.0,15,20.0,90.0,13.0,17.0,12.0,6,7.0,12.0,5,5.0,7,42.0,25.0,21.0,0.0008583171571346091
s1300,987,22.0,8.0,15.0,22,20.0,87.0,14.0,19.0,15.0,8,6.0,11.0,8,9.0,6,48.0,23.0,28.0,0.007168669980310297
s1301,561,1.0,1.0,15.0,8,22.0,47.0,8.0,13.0,11.0,3,5.0,8.0,5,5.0,6,32.0,26.0,16.0,0.007168669980310297
s1302,416,22.0,27.0,24.0,25,21.0,119.0,15.0,29.0,17.0,6,9.0,20.0,9,8.0,9,61.0,47.0,26.0,0.2485300860162919
s1303,376,14.0,15.0,24.0,26,11.0,90.0,10.0,15.0,20.0,7,3.0,10.0,5,9.0,11,45.0,10.0,10.0,0.00015822798419668516
s1304,650,4.0,6.0,12.0,12,5.0,39.0,9.0,17.0,12.0,4,5.0,12.0,5,6.0,6,38.0,45.0,15.0,0.02538530019622296
s1305,887,20.0,12.0,13.0,11,7.0,63.0,10.0,23.0,16.0,5,5.0,13.0,10,5.0,11,49.0,34.0,22.0,0.002119952989678214
