id,duration,NU,PU,PM,PS,SS,UPPS,Attentional,Motor,Nonplanning,attention,cogstable,motor,perseverance,selfcontrol,cogcomplex,BIS,PAS,NAS,GMK
s1210,505,13,16.0,16.0,10,31.0,86.0,9.0,21.0,19.0,5,4.0,13.0,8,11.0,8,49.0,36.0,11.0,0.0011671634396006375
s1211,450,18,15.0,15.0,10,38.0,96.0,9.0,13.0,17.0,5,4.0,9.0,4,11.0,6,39.0,34.0,12.0,0.007301037919522959
s1212,562,12,16.0,15.0,12,32.0,87.0,8.0,18.0,21.0,5,3.0,10.0,8,11.0,10,47.0,49.0,10.0,0.009900796334857579
s1213,551,28,27.0,17.0,14,21.0,107.0,16.0,21.0,26.0,11,5.0,13.0,8,14.0,12,63.0,22.0,14.0,0.0006309178378349672
s1215,883,18,15.0,13.0,17,15.0,78.0,12.0,15.0,27.0,7,5.0,7.0,8,16.0,11,54.0,24.0,12.0,0.0008583171571346091
s1216,421,28,16.0,12.0,29,18.0,103.0,19.0,18.0,21.0,12,7.0,10.0,8,10.0,11,58.0,16.0,28.0,0.003937469172854818
s1217,266,12,14.0,17.0,10,46.0,99.0,8.0,15.0,14.0,5,3.0,11.0,4,9.0,5,37.0,50.0,10.0,0.00288868994603506
s1218,456,32,28.0,17.0,19,25.0,121.0,16.0,20.0,31.0,9,7.0,12.0,8,17.0,14,67.0,24.0,33.0,0.0021404253958474664
s1219,421,13,14.0,14.0,10,31.0,82.0,9.0,19.0,15.0,5,4.0,11.0,8,9.0,6,43.0,42.0,13.0,0.009845520642562423
s1220,317,42,14.0,13.0,20,13.0,102.0,18.0,19.0,26.0,11,7.0,11.0,8,14.0,12,63.0,16.0,41.0,0.01847675990484034
s1221,2096,17,25.0,20.0,13,40.0,115.0,8.0,18.0,16.0,5,3.0,13.0,5,9.0,7,42.0,50.0,10.0,0.00025116430867942085
s1222,434,23,15.0,16.0,12,22.0,88.0,12.0,15.0,23.0,7,5.0,10.0,5,13.0,10,50.0,30.0,18.0,0.04734113743314574
s1223,12373,33,19.0,33.0,19,17.0,121.0,24.0,26.0,33.0,14,10.0,20.0,6,18.0,15,83.0,20.0,16.0,0.018375687917671205
s1224,1403,17,17.0,16.0,12,36.0,98.0,12.0,19.0,18.0,6,6.0,12.0,7,11.0,7,49.0,38.0,10.0,0.0008583171571346091
s1225,347,12,14.0,12.0,12,21.0,71.0,10.0,15.0,15.0,5,5.0,11.0,4,9.0,6,40.0,44.0,10.0,0.08698025245762944
s1227,557,38,28.0,14.0,29,21.0,130.0,14.0,21.0,31.0,9,5.0,12.0,9,17.0,14,66.0,13.0,22.0,0.01345472877351011
s1228,505,24,23.0,22.0,20,21.0,110.0,13.0,20.0,28.0,9,4.0,13.0,7,13.0,15,61.0,32.0,15.0,0.0038875784671527844
s1229,1215,29,16.0,11.0,31,13.0,100.0,17.0,14.0,26.0,11,6.0,7.0,7,15.0,11,57.0,18.0,25.0,0.00015822798419668516
s1230,493,24,16.0,20.0,21,17.0,98.0,14.0,14.0,25.0,9,5.0,8.0,6,14.0,11,53.0,21.0,12.0,0.009844404617357066
s1231,483,13,15.0,14.0,11,17.0,70.0,10.0,16.0,16.0,5,5.0,11.0,5,9.0,7,42.0,30.0,11.0,0.0008583171571346091
s1232,1466,21,28.0,12.0,21,31.0,113.0,18.0,18.0,20.0,11,7.0,9.0,9,12.0,8,56.0,26.0,14.0,0.03486441659740516
s1233,558,17,19.0,17.0,17,26.0,96.0,10.0,13.0,21.0,6,4.0,8.0,5,13.0,8,44.0,26.0,20.0,0.001570816287617923
s1234,429,39,37.0,15.0,12,24.0,127.0,19.0,25.0,22.0,12,7.0,17.0,8,12.0,10,66.0,36.0,11.0,0.0021404253958474664
s1235,381,26,20.0,11.0,14,16.0,87.0,12.0,24.0,28.0,9,3.0,15.0,9,15.0,13,64.0,25.0,15.0,0.00025116430867942085
s1236,345,19,15.0,24.0,15,29.0,102.0,12.0,20.0,19.0,7,5.0,13.0,7,11.0,8,51.0,35.0,10.0,0.00046467859952545017
s1237,713,12,14.0,13.0,10,18.0,67.0,9.0,15.0,15.0,5,4.0,10.0,5,9.0,6,39.0,41.0,10.0,0.002899562552398596
s1238,590,20,14.0,14.0,19,15.0,82.0,11.0,18.0,21.0,7,4.0,13.0,5,11.0,10,50.0,28.0,16.0,0.0021404253958474664
s1241,2343,15,15.0,18.0,12,17.0,77.0,10.0,16.0,20.0,6,4.0,11.0,5,13.0,7,46.0,34.0,10.0,0.005286315321377051
s1242,367,25,17.0,14.0,21,16.0,93.0,19.0,17.0,21.0,13,6.0,11.0,6,12.0,9,57.0,27.0,26.0,0.01345472877351011
s1243,861,32,20.0,17.0,15,37.0,121.0,15.0,22.0,25.0,9,6.0,15.0,7,13.0,12,62.0,43.0,12.0,0.0021323504667388987
s1244,505,21,16.0,11.0,10,18.0,76.0,12.0,17.0,22.0,7,5.0,12.0,5,10.0,12,51.0,40.0,13.0,0.005286315321377051
s1245,455,23,21.0,14.0,27,30.0,115.0,15.0,13.0,17.0,8,7.0,7.0,6,11.0,6,45.0,28.0,13.0,0.001570816287617923
s1246,978,19,16.0,21.0,20,28.0,104.0,11.0,21.0,30.0,7,4.0,14.0,7,17.0,13,62.0,24.0,10.0,0.00288868994603506
s1247,220,18,19.0,12.0,14,17.0,80.0,13.0,13.0,15.0,9,4.0,9.0,4,9.0,6,41.0,20.0,10.0,0.00046467859952545017
s1249,382,13,14.0,13.0,11,22.0,73.0,8.0,19.0,19.0,5,3.0,13.0,6,9.0,10,46.0,37.0,10.0,0.01345472877351011
s1251,791,27,28.0,19.0,23,32.0,129.0,22.0,22.0,26.0,16,6.0,15.0,7,15.0,11,70.0,25.0,10.0,0.0011695599640162244
s1252,668,16,16.0,14.0,10,17.0,73.0,10.0,16.0,18.0,6,4.0,11.0,5,9.0,9,44.0,39.0,10.0,0.01345472877351011
s1253,430,21,21.0,23.0,22,20.0,107.0,16.0,21.0,29.0,11,5.0,13.0,8,16.0,13,66.0,22.0,18.0,0.00015822798419668516
s1254,517,14,14.0,20.0,19,23.0,90.0,11.0,18.0,25.0,8,3.0,11.0,7,15.0,10,54.0,33.0,10.0,0.0029105428121737557
s1255,454,25,24.0,23.0,13,36.0,121.0,13.0,21.0,25.0,7,6.0,15.0,6,13.0,12,59.0,27.0,10.0,0.03486441659740516
s1256,915,20,22.0,14.0,12,36.0,104.0,13.0,17.0,18.0,8,5.0,12.0,5,11.0,7,48.0,30.0,11.0,0.001570816287617923
s1257,356,23,23.0,16.0,14,30.0,106.0,16.0,21.0,22.0,9,7.0,13.0,8,12.0,10,59.0,35.0,24.0,0.2485300860162919
s1258,499,14,14.0,16.0,10,16.0,70.0,8.0,20.0,26.0,5,3.0,12.0,8,9.0,17,54.0,39.0,15.0,0.009900796334857579
s1259,637,17,23.0,14.0,15,41.0,110.0,12.0,18.0,22.0,6,6.0,11.0,7,11.0,11,52.0,28.0,15.0,0.01847675990484034
s1260,645,13,20.0,16.0,10,23.0,82.0,9.0,15.0,14.0,5,4.0,11.0,4,9.0,5,38.0,50.0,10.0,0.2485300860162919
s1261,388,36,17.0,29.0,31,36.0,149.0,22.0,23.0,33.0,14,8.0,15.0,8,20.0,13,78.0,13.0,17.0,0.02552782085037716
s1262,937,13,14.0,11.0,10,30.0,78.0,8.0,13.0,15.0,5,3.0,9.0,4,9.0,6,36.0,37.0,15.0,
s1263,525,13,14.0,12.0,12,26.0,77.0,11.0,13.0,24.0,8,3.0,8.0,5,13.0,11,48.0,25.0,13.0,0.01345472877351011
s1264,469,16,14.0,15.0,20,17.0,82.0,14.0,22.0,32.0,9,5.0,11.0,11,15.0,17,68.0,27.0,21.0,0.007168669980310297
s1265,619,19,14.0,13.0,13,25.0,84.0,11.0,16.0,21.0,7,4.0,9.0,7,13.0,8,48.0,28.0,13.0,0.0008583171571346091
s1266,470,23,16.0,15.0,14,28.0,96.0,8.0,19.0,22.0,5,3.0,11.0,8,10.0,12,49.0,31.0,16.0,0.02552782085037716
s1268,588,13,14.0,18.0,14,16.0,75.0,10.0,13.0,25.0,7,3.0,7.0,6,18.0,7,48.0,46.0,12.0,0.11725521235002224
s1269,697,19,18.0,20.0,16,36.0,109.0,12.0,17.0,26.0,7,5.0,10.0,7,15.0,11,55.0,34.0,10.0,0.01847675990484034
s1270,310,32,31.0,26.0,22,33.0,144.0,18.0,28.0,27.0,10,8.0,17.0,11,15.0,12,73.0,30.0,30.0,
s1271,380,31,22.0,16.0,17,21.0,107.0,16.0,17.0,25.0,9,7.0,11.0,6,11.0,14,58.0,26.0,11.0,0.002151494351253325
s1272,888,25,20.0,15.0,11,34.0,105.0,14.0,19.0,18.0,8,6.0,11.0,8,11.0,7,51.0,23.0,20.0,0.007168669980310297
s1275,496,22,28.0,22.0,17,35.0,124.0,12.0,18.0,28.0,7,5.0,11.0,7,14.0,14,58.0,28.0,10.0,0.00288868994603506
s1276,597,13,15.0,19.0,13,22.0,82.0,10.0,18.0,24.0,6,4.0,10.0,8,12.0,12,52.0,34.0,10.0,0.003928030276290973
s1277,299,15,16.0,13.0,15,20.0,79.0,12.0,20.0,23.0,9,3.0,12.0,8,12.0,11,55.0,33.0,15.0,0.005286315321377051
s1278,337,21,21.0,19.0,23,34.0,118.0,17.0,23.0,28.0,11,6.0,15.0,8,12.0,16,68.0,30.0,15.0,0.0029105428121737557
s1280,1007,12,14.0,13.0,11,29.0,79.0,8.0,13.0,23.0,5,3.0,9.0,4,11.0,12,44.0,18.0,15.0,0.00015822798419668516
s1281,1321,30,23.0,13.0,26,14.0,106.0,15.0,20.0,23.0,8,7.0,11.0,9,11.0,12,58.0,14.0,33.0,
s1282,591,25,15.0,14.0,19,15.0,88.0,14.0,17.0,25.0,9,5.0,10.0,7,12.0,13,56.0,29.0,18.0,0.03486441659740516
s1283,615,42,29.0,15.0,20,40.0,146.0,19.0,22.0,28.0,12,7.0,14.0,8,15.0,13,69.0,28.0,14.0,0.03436168922038743
s1284,337,13,16.0,16.0,14,23.0,82.0,9.0,16.0,20.0,5,4.0,10.0,6,12.0,8,45.0,33.0,11.0,0.0029105428121737557
s1285,911,20,26.0,24.0,18,46.0,134.0,13.0,23.0,28.0,7,6.0,13.0,10,17.0,11,64.0,37.0,11.0,0.2141078610377716
s1286,359,26,21.0,22.0,23,29.0,121.0,12.0,20.0,30.0,7,5.0,11.0,9,17.0,13,62.0,20.0,12.0,0.018589293116841463
s1287,545,20,17.0,21.0,21,23.0,102.0,15.0,19.0,20.0,10,5.0,14.0,5,12.0,8,54.0,30.0,12.0,0.007168669980310297
s1288,405,36,44.0,16.0,31,16.0,143.0,21.0,23.0,34.0,15,6.0,12.0,11,17.0,17,78.0,17.0,23.0,0.1837846679823557
s1290,945,13,15.0,17.0,10,30.0,85.0,9.0,22.0,19.0,5,4.0,14.0,8,12.0,7,50.0,50.0,10.0,0.034219604208296936
s1291,454,34,24.0,18.0,23,35.0,134.0,20.0,17.0,23.0,13,7.0,11.0,6,14.0,9,60.0,26.0,23.0,0.00021537645173330515
s1293,433,24,15.0,11.0,11,19.0,80.0,11.0,18.0,24.0,7,4.0,12.0,6,14.0,10,53.0,42.0,15.0,0.0639373165087494
s1295,391,15,15.0,18.0,33,31.0,112.0,23.0,16.0,26.0,14,9.0,9.0,7,15.0,11,65.0,20.0,28.0,0.009900796334857579
s1296,990,19,17.0,13.0,21,17.0,87.0,16.0,18.0,19.0,10,6.0,11.0,7,12.0,7,53.0,35.0,18.0,0.005286315321377051
s1297,297,23,18.0,13.0,19,38.0,111.0,14.0,19.0,28.0,9,5.0,12.0,7,14.0,14,61.0,24.0,17.0,0.009741894186056551
s1298,566,15,15.0,18.0,12,38.0,98.0,9.0,16.0,19.0,5,4.0,10.0,6,11.0,8,44.0,22.0,15.0,0.01856904863971438
s1299,244,31,28.0,20.0,20,32.0,131.0,17.0,18.0,22.0,10,7.0,12.0,6,12.0,10,57.0,25.0,24.0,0.0008583171571346091
s1300,707,30,20.0,14.0,25,32.0,121.0,14.0,17.0,26.0,9,5.0,8.0,9,16.0,10,57.0,27.0,20.0,0.007168669980310297
s1301,639,13,14.0,19.0,10,35.0,91.0,9.0,14.0,22.0,5,4.0,8.0,6,13.0,9,45.0,27.0,16.0,0.01847675990484034
s1302,310,27,44.0,24.0,19,42.0,156.0,18.0,27.0,23.0,7,11.0,18.0,9,13.0,10,68.0,44.0,19.0,0.2485300860162919
s1304,578,23,28.0,19.0,20,24.0,114.0,17.0,21.0,23.0,10,7.0,12.0,9,13.0,10,61.0,30.0,10.0,0.02552782085037716
s1305,765,34,36.0,18.0,20,16.0,124.0,13.0,23.0,27.0,8,5.0,13.0,10,14.0,13,63.0,24.0,26.0,0.009741894186056551
