,NU,PU,PM,PS,SS,Attentional,Motor,Nonplanning,attention,cogstable,motor,perseverance,selfcontrol,cogcomplex,UPPS,BIS,GMK
auc_ave,0.4509225129176747,0.8139724946515899,0.8856992500890961,0.3894903328908088,0.9239914836163639,0.662761129903072,0.7722190927582221,0.8814314108081907,0.8131816286600827,0.5819392346953118,0.5511945933675286,0.6570712393380205,0.725632904079658,0.6289332366825164,0.6327729694034481,0.8161140096312436,0.2095324546128131
auc_delta,0.9736629414510316,0.7033891464403957,0.15638846696637138,0.9747745836812056,0.6232399228396819,0.29610184770312753,0.4849330946628202,0.6166415596138638,0.1845382190775743,0.7655318846722845,0.36255196684161983,0.7647962790855058,0.702336680063238,0.5691190381174847,0.7423148016505243,0.6593804280062332,0.05580219720964742
std_wtw_ave,0.9689972546859442,0.29558728762653336,0.4710763460571743,0.6571824995101263,0.33063290153518154,0.5983143727214048,0.5727246092728866,0.9743969978377096,0.8156355583114874,0.3155865092622309,0.824242461003132,0.31028580315078463,0.9543516359556058,0.8163660678132314,0.8966561368026649,0.594509724443183,0.17103191069458784
std_wtw_mw_ave,0.9749501910715228,0.3919463536502741,0.37309961015715154,0.5962641279451176,0.15149324598541633,0.4975664199022194,0.9785093012198139,0.8176499373985177,0.8123310913470538,0.15326550474388775,0.763830459903405,0.4928142481183324,0.9908209173850866,0.8975155680710635,0.8832544238265676,0.5835046402722592,0.20036788436162473
