,NU,PU,PM,PS,SS,Attentional,Motor,Nonplanning,attention,cogstable,motor,perseverance,selfcontrol,cogcomplex,UPPS,BIS,GMK
auc_ave,0.33682037601253767,0.776284298405564,0.2972904691442764,0.13388660319351842,0.04207956150630502,0.9591829591991915,0.004303066058437179,0.6948324473051846,0.7291612698424127,0.5544390055818816,0.00020968083824954786,0.9519182628384684,0.40612730665726327,0.9152540644793317,0.9377484081414776,0.38910555208593034,0.3457870427118429
auc_delta,0.4464784246220225,0.4714688002950609,0.0918136637536953,0.37478845291594676,0.6020090679250201,0.7471600187568341,0.39129683292444917,0.15123818967582797,0.5110189986038318,0.9815370947681474,0.736009488831679,0.13588949852096185,0.42858692326595305,0.1034829664066529,0.43524381583798943,0.28589813646651274,0.11397450563841509
std_wtw_ave,0.5935286883929636,0.2608829586021208,0.08795578472695524,0.35198330542139566,0.5221205071360433,0.36902185989556713,0.10279601938109206,0.37805436713320606,0.39683971555820186,0.48302777653520124,0.025119776917698258,0.8421269965953357,0.5947248583162261,0.35679670164459376,0.6611159894717407,0.2710270266217029,0.08645509232282428
std_wtw_mw_ave,0.8764124784398242,0.2218770593942838,0.06168726686916595,0.7807643965397795,0.9561131349917856,0.6919351821261219,0.11489141046960018,0.5496646211140095,0.8905346044774476,0.5021043992200616,0.018484095147937033,0.8949255213083276,0.4268420097919132,0.7785108149193916,0.5930779874102778,0.4821381267072099,0.17281162018302199
