trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime,trialReadyTime
1.0,LP,23.999,,,5.625,0.0,0.0,6.173,0.548,0.001
2.0,LP,4.253,12.38,0.789,5.231,2.0,2.0,13.169,7.938,7.674
3.0,LP,1.203,16.052,0.653,1.894,2.0,4.0,16.705,14.811,14.681
4.0,LP,23.999,,,7.107,0.0,4.0,25.415,18.308,18.207
5.0,LP,7.65,,,6.346,0.0,4.0,33.359,27.013,26.916
6.0,LP,4.253,39.547,0.66,5.075,2.0,6.0,40.207,35.132,34.863
7.0,LP,0.569,42.842,0.837,1.517,2.0,8.0,43.679,42.162,41.709
8.0,LP,0.569,46.091,0.67,1.342,2.0,10.0,46.761,45.419,45.181
9.0,LP,23.999,,,6.126,0.0,10.0,54.753,48.627,48.282
10.0,LP,23.999,,,7.35,0.0,10.0,63.913,56.563,56.255
11.0,LP,13.596,,,6.157,0.0,10.0,71.88,65.723,65.414
12.0,LP,2.312,75.876,0.653,3.006,2.0,12.0,76.529,73.523,73.381
13.0,LP,7.65,,,5.683,0.0,12.0,84.087,78.404,78.032
14.0,LP,1.203,87.164,0.655,1.951,2.0,14.0,87.819,85.868,85.59
15.0,LP,4.253,93.883,0.682,4.97,2.0,16.0,94.565,89.595,89.321
16.0,LP,13.596,,,6.838,0.0,16.0,103.337,96.499,96.068
17.0,LP,1.203,106.548,0.66,2.044,2.0,18.0,107.208,105.164,104.838
18.0,LP,7.65,,,6.02,0.0,18.0,115.024,109.004,108.709
19.0,LP,7.65,,,6.398,0.0,18.0,123.033,116.635,116.526
20.0,LP,13.596,,,7.435,0.0,18.0,132.271,124.836,124.536
21.0,LP,4.253,138.372,0.501,4.847,2.0,20.0,138.873,134.026,133.772
22.0,LP,23.999,,,7.989,0.0,20.0,148.681,140.692,140.374
23.0,LP,0.206,150.813,0.836,1.173,2.0,22.0,151.649,150.476,150.183
24.0,LP,23.999,,,11.349,0.0,22.0,164.777,153.428,153.15
25.0,LP,1.203,167.787,0.677,1.885,2.0,24.0,168.464,166.579,166.279
26.0,LP,1.203,171.595,0.696,2.07,2.0,26.0,172.291,170.221,169.967
27.0,LP,2.312,176.468,0.66,3.037,2.0,28.0,177.128,174.091,173.793
28.0,LP,0.206,179.26,0.667,1.002,2.0,30.0,179.927,178.925,178.63
29.0,LP,2.312,184.116,0.685,3.116,2.0,32.0,184.801,181.685,181.429
30.0,LP,13.596,,,8.845,0.0,32.0,195.496,186.651,186.303
31.0,LP,23.999,,,8.892,0.0,32.0,206.136,197.244,196.998
32.0,LP,2.312,210.331,0.669,3.022,2.0,34.0,211.0,207.978,207.638
33.0,LP,4.253,217.028,0.685,4.948,2.0,36.0,217.713,212.765,212.503
34.0,LP,0.206,219.876,0.685,1.031,2.0,38.0,220.561,219.53,219.22
35.0,LP,4.253,226.706,0.671,5.07,2.0,40.0,227.377,222.307,222.064
36.0,LP,7.65,236.882,0.674,8.408,2.0,42.0,237.556,229.148,228.884
37.0,LP,0.206,239.684,0.686,1.016,2.0,44.0,240.37,239.354,239.063
38.0,LP,13.596,,,11.0,0.0,44.0,253.01,242.01,241.873
39.0,LP,13.596,,,7.358,0.0,44.0,262.228,254.87,254.512
40.0,LP,0.206,264.326,0.679,1.017,2.0,46.0,265.005,263.988,263.729
41.0,LP,7.65,274.374,0.703,8.385,2.0,48.0,275.077,266.692,266.509
42.0,LP,2.312,279.182,0.835,3.156,2.0,50.0,280.017,276.861,276.579
43.0,LP,0.569,282.333,0.892,1.597,2.0,52.0,283.225,281.628,281.518
44.0,LP,0.206,285.141,0.957,1.237,2.0,54.0,286.098,284.861,284.726
45.0,LP,1.203,289.084,0.663,1.919,2.0,56.0,289.747,287.828,287.599
46.0,LP,13.596,,,8.732,0.0,56.0,300.193,291.461,291.249
47.0,LP,7.65,,,6.589,0.0,56.0,308.467,301.878,301.695
48.0,LP,23.999,,,5.741,0.0,56.0,315.842,310.101,309.969
49.0,LP,0.569,318.166,0.665,1.316,2.0,58.0,318.831,317.515,317.345
50.0,LP,1.203,321.856,0.685,2.062,2.0,60.0,322.541,320.479,320.335
51.0,LP,0.569,325.056,0.679,1.393,2.0,62.0,325.735,324.342,324.044
52.0,LP,7.65,335.233,0.676,8.358,2.0,64.0,335.909,327.551,327.238
53.0,LP,0.569,338.248,0.844,1.532,2.0,66.0,339.092,337.56,337.412
54.0,LP,2.312,343.248,1.204,3.58,2.0,68.0,344.452,340.872,340.594
55.0,LP,23.999,,,4.63,0.0,68.0,350.653,346.023,345.954
56.0,LP,4.253,356.703,0.669,4.98,2.0,70.0,357.372,352.392,352.154
57.0,LP,2.312,,,2.395,0.0,70.0,361.508,359.113,358.874
58.0,LP,1.203,364.512,0.655,1.864,2.0,72.0,365.167,363.303,363.01
59.0,LP,0.206,367.231,0.672,0.999,2.0,74.0,367.903,366.904,366.67
60.0,LP,0.206,369.976,0.68,1.001,2.0,76.0,370.656,369.655,369.405
61.0,LP,0.569,373.096,0.678,1.374,2.0,78.0,373.774,372.4,372.159
62.0,LP,13.596,,,8.001,0.0,78.0,383.489,375.488,375.277
63.0,LP,0.569,385.803,0.678,1.341,2.0,80.0,386.481,385.14,384.99
64.0,LP,4.253,392.532,2.422,6.743,2.0,82.0,394.954,388.211,387.983
65.0,LP,4.253,400.977,0.685,4.956,2.0,84.0,401.662,396.706,396.458
66.0,LP,0.569,404.002,0.652,1.332,2.0,86.0,404.654,403.322,403.165
67.0,LP,0.206,406.658,0.855,1.191,2.0,88.0,407.513,406.322,406.157
68.0,LP,4.253,413.634,0.68,5.193,2.0,90.0,414.314,409.121,409.015
69.0,LP,23.999,,,7.469,0.0,90.0,423.903,416.434,415.816
70.0,LP,23.999,,,7.599,0.0,90.0,433.232,425.633,425.406
71.0,LP,0.206,435.145,0.805,1.093,2.0,92.0,435.95,434.857,434.734
72.0,LP,13.596,,,3.917,0.0,92.0,441.422,437.505,437.467
73.0,LP,0.206,443.31,1.003,1.308,2.0,94.0,444.313,443.005,442.924
74.0,LP,7.65,,,4.863,0.0,94.0,450.9,446.037,445.815
75.0,LP,7.65,,,5.779,0.0,94.0,458.315,452.536,452.403
76.0,LP,0.206,460.326,0.677,1.023,2.0,96.0,461.003,459.98,459.817
77.0,LP,1.203,464.064,0.66,1.96,2.0,98.0,464.724,462.764,462.504
78.0,LP,1.203,467.91,0.686,2.071,2.0,100.0,468.596,466.525,466.227
79.0,LP,4.253,474.748,0.664,4.918,2.0,102.0,475.412,470.494,470.098
80.0,LP,1.203,478.444,0.841,2.16,2.0,104.0,479.285,477.125,476.916
81.0,LP,0.206,481.336,0.834,1.163,2.0,106.0,482.17,481.007,480.786
82.0,LP,0.206,484.22,1.319,1.655,2.0,108.0,485.539,483.884,483.672
83.0,LP,2.312,489.708,0.649,3.108,2.0,110.0,490.357,487.249,487.043
84.0,LP,2.312,494.517,0.847,3.254,2.0,112.0,495.364,492.11,491.859
85.0,LP,0.569,497.613,0.672,1.329,2.0,114.0,498.285,496.956,496.882
86.0,LP,1.203,501.169,1.027,2.381,2.0,116.0,502.196,499.815,499.79
87.0,LP,0.569,504.471,0.834,1.522,2.0,118.0,505.305,503.783,503.698
88.0,LP,4.253,511.434,0.685,5.095,2.0,120.0,512.119,507.024,506.807
89.0,LP,13.596,,,4.639,0.0,120.0,518.471,513.832,513.621
90.0,LP,4.253,524.522,0.686,4.96,2.0,122.0,525.208,520.248,519.974
91.0,LP,4.253,531.4,0.671,4.982,2.0,124.0,532.071,527.089,526.71
92.0,LP,0.206,534.161,0.693,1.015,2.0,126.0,534.854,533.839,533.581
93.0,LP,23.999,,,6.073,0.0,126.0,542.638,536.565,536.356
94.0,LP,1.203,545.608,0.645,1.98,2.0,128.0,546.253,544.273,544.14
95.0,LP,23.999,,,4.158,0.0,128.0,552.094,547.936,547.755
96.0,LP,0.569,554.559,0.664,1.351,2.0,130.0,555.223,553.872,553.599
97.0,LP,0.569,557.608,0.678,1.364,2.0,132.0,558.286,556.922,556.725
98.0,LP,23.999,,,6.656,0.0,132.0,566.729,560.073,559.788
99.0,LP,13.596,,,4.496,0.0,132.0,572.985,568.489,568.23
100.0,LP,0.569,575.369,1.143,1.824,2.0,134.0,576.512,574.688,574.487
101.0,LP,2.312,580.922,0.821,3.231,2.0,136.0,581.743,578.512,578.015
102.0,LP,13.596,,,7.223,0.0,136.0,591.552,584.329,583.245
103.0,LP,7.65,,,5.271,0.0,136.0,598.935,593.664,593.053
1.0,HP,9.0,,,5.132,0.0,136.0,5.576,0.444,0.0
2.0,HP,10.5,,,4.649,0.0,136.0,12.222,7.573,7.078
3.0,HP,3.0,17.004,1.939,5.082,2.0,138.0,18.943,13.861,13.723
4.0,HP,4.5,,,3.804,0.0,138.0,24.638,20.834,20.445
5.0,HP,3.0,29.506,0.669,3.748,2.0,140.0,30.175,26.427,26.14
6.0,HP,12.0,,,6.956,0.0,140.0,38.999,32.043,31.678
7.0,HP,10.5,,,4.167,0.0,140.0,44.898,40.731,40.501
