trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime,trialReadyTime
1.0,LP,23.999,,,3.009,0.0,0.0,4.259,1.25,0.001
2.0,LP,4.253,,,3.65,0.0,0.0,9.518,5.868,5.767
3.0,LP,1.203,12.372,0.667,2.003,2.0,2.0,13.039,11.036,11.025
4.0,LP,23.999,,,3.698,0.0,2.0,18.375,14.677,14.546
5.0,LP,7.65,,,5.233,0.0,2.0,25.202,19.969,19.882
6.0,LP,4.253,,,3.602,0.0,2.0,30.538,26.936,26.709
7.0,LP,0.569,32.917,0.696,1.297,2.0,4.0,33.613,32.316,32.044
8.0,LP,0.569,35.948,0.817,1.571,2.0,6.0,36.765,35.194,35.119
9.0,LP,23.999,,,2.925,0.0,6.0,41.254,38.329,38.272
10.0,LP,23.999,,,4.28,0.0,6.0,47.159,42.879,42.761
11.0,LP,13.596,,,4.42,0.0,6.0,53.309,48.889,48.666
12.0,LP,2.312,57.658,0.694,3.123,2.0,8.0,58.352,55.229,54.817
13.0,LP,7.65,,,4.596,0.0,8.0,64.703,60.107,59.86
14.0,LP,1.203,67.676,0.81,2.086,2.0,10.0,68.486,66.4,66.21
15.0,LP,4.253,,,2.972,0.0,10.0,73.237,70.265,69.992
16.0,LP,13.596,,,3.311,0.0,10.0,78.403,75.092,74.744
17.0,LP,1.203,81.513,0.719,2.138,2.0,12.0,82.232,80.094,79.91
18.0,LP,7.65,,,4.536,0.0,12.0,88.382,83.846,83.739
19.0,LP,7.65,,,4.396,0.0,12.0,94.578,90.182,89.889
20.0,LP,13.596,,,4.628,0.0,12.0,100.991,96.363,96.085
21.0,LP,4.253,107.143,1.427,5.789,2.0,14.0,108.57,102.781,102.498
22.0,LP,23.999,,,6.067,0.0,14.0,117.243,111.176,110.078
23.0,LP,0.206,119.366,0.845,1.184,2.0,16.0,120.211,119.027,118.75
24.0,LP,23.999,,,3.217,0.0,16.0,125.207,121.99,121.717
25.0,LP,1.203,128.215,0.837,2.081,2.0,18.0,129.052,126.971,126.715
26.0,LP,1.203,132.095,0.694,1.962,2.0,20.0,132.789,130.827,130.559
27.0,LP,2.312,,,2.68,0.0,20.0,137.232,134.552,134.295
28.0,LP,0.206,139.262,0.691,1.043,2.0,22.0,139.953,138.91,138.739
29.0,LP,2.312,143.872,0.71,3.079,2.0,24.0,144.582,141.503,141.461
30.0,LP,13.596,,,5.41,0.0,24.0,151.67,146.26,146.089
31.0,LP,23.999,,,3.365,0.0,24.0,156.851,153.486,153.177
32.0,LP,2.312,160.888,0.685,3.09,2.0,26.0,161.573,158.483,158.359
33.0,LP,4.253,167.803,1.011,5.446,2.0,28.0,168.814,163.368,163.079
34.0,LP,0.206,171.009,0.68,1.022,2.0,30.0,171.689,170.667,170.321
35.0,LP,4.253,,,3.357,0.0,30.0,176.826,173.469,173.197
36.0,LP,7.65,,,5.139,0.0,30.0,184.006,178.867,178.332
37.0,LP,0.206,186.171,0.664,0.991,2.0,32.0,186.835,185.844,185.512
38.0,LP,13.596,,,3.988,0.0,32.0,192.647,188.659,188.341
39.0,LP,13.596,,,3.927,0.0,32.0,198.428,194.501,194.154
40.0,LP,0.206,200.543,0.668,0.987,2.0,34.0,201.211,200.224,199.936
41.0,LP,7.65,,,3.236,0.0,34.0,206.24,203.004,202.719
42.0,LP,2.312,210.413,0.701,3.026,2.0,36.0,211.114,208.088,207.747
43.0,LP,0.569,213.622,0.983,1.648,2.0,38.0,214.605,212.957,212.621
44.0,LP,0.206,216.662,0.694,1.038,2.0,40.0,217.356,216.318,216.112
45.0,LP,1.203,220.207,0.84,2.072,2.0,42.0,221.047,218.975,218.863
46.0,LP,13.596,,,5.182,0.0,42.0,227.997,222.815,222.554
47.0,LP,7.65,,,3.685,0.0,42.0,233.24,229.555,229.504
48.0,LP,23.999,,,3.775,0.0,42.0,238.837,235.062,234.747
49.0,LP,0.569,241.155,0.681,1.426,2.0,44.0,241.836,240.41,240.344
50.0,LP,1.203,244.924,0.679,1.971,2.0,46.0,245.603,243.632,243.342
51.0,LP,0.569,247.992,0.701,1.3,2.0,48.0,248.693,247.393,247.109
52.0,LP,7.65,,,4.657,0.0,48.0,255.566,250.909,250.2
53.0,LP,0.569,258.068,0.697,1.407,2.0,50.0,258.765,257.358,257.073
54.0,LP,2.312,262.774,0.695,3.043,2.0,52.0,263.469,260.426,260.272
55.0,LP,23.999,,,2.792,0.0,52.0,267.974,265.182,264.976
56.0,LP,4.253,,,4.409,0.0,52.0,274.141,269.732,269.481
57.0,LP,2.312,278.031,0.691,3.008,2.0,54.0,278.722,275.714,275.647
58.0,LP,1.203,281.728,0.7,1.951,2.0,56.0,282.428,280.477,280.229
59.0,LP,0.206,284.408,0.864,1.211,2.0,58.0,285.272,284.061,283.935
60.0,LP,0.206,287.394,0.677,1.023,2.0,60.0,288.071,287.048,286.78
61.0,LP,0.569,290.533,0.859,1.558,2.0,62.0,291.392,289.834,289.578
62.0,LP,13.596,,,2.868,0.0,62.0,296.051,293.183,292.899
63.0,LP,0.569,299.589,0.69,1.371,2.0,64.0,300.279,298.908,297.558
64.0,LP,4.253,,,3.25,0.0,64.0,305.523,302.273,301.787
65.0,LP,4.253,,,2.957,0.0,64.0,310.151,307.194,307.03
66.0,LP,0.569,312.63,0.688,1.354,2.0,66.0,313.318,311.964,311.658
67.0,LP,0.206,315.453,0.663,1.034,2.0,68.0,316.116,315.082,314.825
68.0,LP,4.253,,,3.779,0.0,68.0,321.729,317.95,317.624
69.0,LP,23.999,,,4.127,0.0,68.0,327.664,323.537,323.236
70.0,LP,23.999,,,4.278,0.0,68.0,333.784,329.506,329.171
71.0,LP,0.206,335.991,0.684,1.011,2.0,70.0,336.675,335.664,335.291
72.0,LP,13.596,,,3.385,0.0,70.0,341.856,338.471,338.182
73.0,LP,0.206,344.038,0.679,1.029,2.0,72.0,344.717,343.688,343.363
74.0,LP,7.65,,,2.744,0.0,72.0,349.283,346.539,346.223
75.0,LP,7.65,,,3.264,0.0,72.0,354.341,351.077,350.79
76.0,LP,0.206,356.369,0.678,1.021,2.0,74.0,357.047,356.026,355.849
77.0,LP,1.203,,,1.02,0.0,74.0,359.861,358.841,358.554
78.0,LP,1.203,362.752,0.861,2.204,2.0,76.0,363.613,361.409,361.368
79.0,LP,4.253,,,3.214,0.0,76.0,368.61,365.396,365.12
80.0,LP,1.203,371.431,0.839,2.049,2.0,78.0,372.27,370.221,370.117
81.0,LP,0.206,374.422,0.815,1.161,2.0,80.0,375.237,374.076,373.776
82.0,LP,0.206,377.344,0.676,1.009,2.0,82.0,378.02,377.011,376.744
83.0,LP,2.312,382.21,0.499,2.912,2.0,84.0,382.709,379.797,379.527
84.0,LP,2.312,,,2.054,0.0,84.0,386.585,384.531,384.217
85.0,LP,0.569,388.92,0.694,1.381,2.0,86.0,389.614,388.233,388.091
86.0,LP,1.203,392.367,0.844,2.055,2.0,88.0,393.211,391.156,391.121
87.0,LP,0.569,395.652,0.712,1.377,2.0,90.0,396.364,394.987,394.718
88.0,LP,4.253,,,2.286,0.0,90.0,400.207,397.921,397.871
89.0,LP,13.596,,,2.416,0.0,90.0,404.282,401.866,401.714
90.0,LP,4.253,,,1.871,0.0,90.0,407.88,406.009,405.789
91.0,LP,4.253,,,3.581,0.0,90.0,413.307,409.726,409.387
92.0,LP,0.206,415.337,0.861,1.229,2.0,92.0,416.198,414.969,414.814
93.0,LP,23.999,,,3.699,0.0,92.0,421.688,417.989,417.705
94.0,LP,1.203,424.689,0.689,2.062,2.0,94.0,425.378,423.316,423.194
95.0,LP,23.999,,,3.238,0.0,94.0,430.391,427.153,426.885
96.0,LP,0.569,432.82,0.661,1.339,2.0,96.0,433.481,432.142,431.897
97.0,LP,0.569,436.086,0.855,1.57,2.0,98.0,436.941,435.371,434.988
98.0,LP,23.999,,,3.432,0.0,98.0,442.23,438.798,438.448
99.0,LP,13.596,,,2.861,0.0,98.0,446.766,443.905,443.737
100.0,LP,0.569,449.109,0.702,1.375,2.0,100.0,449.811,448.436,448.273
101.0,LP,2.312,,,2.683,0.0,100.0,454.27,451.587,451.318
102.0,LP,13.596,,,4.904,0.0,100.0,460.774,455.87,455.776
103.0,LP,7.65,,,3.612,0.0,100.0,466.001,462.389,462.281
104.0,LP,4.253,,,3.815,0.0,100.0,471.445,467.63,467.508
105.0,LP,7.65,,,3.023,0.0,100.0,476.257,473.234,472.951
106.0,LP,2.312,480.554,0.885,3.383,2.0,102.0,481.439,478.056,477.764
107.0,LP,23.999,,,5.097,0.0,102.0,488.374,483.277,482.946
108.0,LP,2.312,492.63,0.511,2.968,2.0,104.0,493.141,490.173,489.88
109.0,LP,4.253,,,4.602,0.0,104.0,499.46,494.858,494.647
110.0,LP,2.312,503.588,0.669,3.054,2.0,106.0,504.257,501.203,500.967
111.0,LP,1.203,507.288,0.675,1.903,2.0,108.0,507.963,506.06,505.764
112.0,LP,7.65,,,2.955,0.0,108.0,512.852,509.897,509.47
113.0,LP,1.203,515.964,0.794,2.073,2.0,110.0,516.758,514.685,514.36
114.0,LP,2.312,,,2.327,0.0,110.0,520.894,518.567,518.265
115.0,LP,7.65,,,3.214,0.0,110.0,525.968,522.754,522.401
116.0,LP,23.999,,,2.536,0.0,110.0,530.351,527.815,527.476
117.0,LP,7.65,,,2.388,0.0,110.0,534.502,532.114,531.857
118.0,LP,0.569,536.931,0.708,1.326,2.0,112.0,537.639,536.313,536.009
119.0,LP,7.65,,,2.056,0.0,112.0,541.498,539.442,539.146
120.0,LP,13.596,,,3.338,0.0,112.0,546.51,543.172,543.005
121.0,LP,2.312,,,2.706,0.0,112.0,550.831,548.125,548.018
122.0,LP,0.206,552.666,0.764,0.983,2.0,114.0,553.43,552.447,552.338
123.0,LP,0.569,555.836,0.807,1.443,2.0,116.0,556.643,555.2,554.936
124.0,LP,13.596,,,1.258,0.0,116.0,559.703,558.445,558.15
125.0,LP,1.203,562.549,0.506,1.75,2.0,118.0,563.055,561.305,561.21
126.0,LP,13.596,,,2.583,0.0,118.0,567.437,564.854,564.561
127.0,LP,13.596,,,2.806,0.0,118.0,571.819,569.013,568.944
128.0,LP,23.999,,,2.647,0.0,118.0,576.155,573.508,573.326
129.0,LP,4.253,,,3.133,0.0,118.0,581.044,577.911,577.662
130.0,LP,23.999,,,3.149,0.0,118.0,585.749,582.6,582.551
131.0,LP,13.596,,,6.498,0.0,118.0,594.007,587.509,587.257
132.0,LP,4.253,,,2.651,0.0,118.0,598.435,595.784,595.513
1.0,HP,9.0,,,5.332,0.0,118.0,6.294,0.962,0.0
2.0,HP,10.5,,,2.58,0.0,118.0,10.676,8.096,7.801
3.0,HP,3.0,,,3.046,0.0,118.0,15.274,12.228,12.183
4.0,HP,4.5,,,3.044,0.0,118.0,19.917,16.873,16.78
5.0,HP,3.0,,,3.503,0.0,118.0,25.006,21.503,21.424
6.0,HP,12.0,,,3.907,0.0,118.0,30.48,26.573,26.513
7.0,HP,10.5,,,2.581,0.0,118.0,34.632,32.051,31.987
8.0,HP,10.5,,,4.62,0.0,118.0,40.874,36.254,36.139
9.0,HP,12.0,,,3.839,0.0,118.0,46.318,42.479,42.382
10.0,HP,6.0,,,3.054,0.0,118.0,51.253,48.199,47.825
11.0,HP,12.0,,,3.589,0.0,118.0,56.374,52.785,52.76
12.0,HP,9.0,,,3.433,0.0,118.0,61.509,58.076,57.881
13.0,HP,1.5,64.584,0.754,2.256,2.0,120.0,65.338,63.082,63.016
14.0,HP,6.0,,,3.373,0.0,120.0,70.335,66.962,66.845
15.0,HP,6.0,,,4.628,0.0,120.0,76.685,72.057,71.842
16.0,HP,10.5,,,2.744,0.0,120.0,80.96,78.216,78.193
17.0,HP,7.5,,,2.335,0.0,120.0,84.865,82.53,82.467
18.0,HP,1.5,88.113,0.735,2.279,2.0,122.0,88.848,86.569,86.373
19.0,HP,4.5,,,3.983,0.0,122.0,94.537,90.554,90.355
20.0,HP,4.5,,,2.618,0.0,122.0,98.719,96.101,96.044
21.0,HP,6.0,,,2.253,0.0,122.0,102.501,100.248,100.226
22.0,HP,7.5,,,3.848,0.0,122.0,108.16,104.312,104.009
23.0,HP,7.5,,,3.308,0.0,122.0,113.326,110.018,109.667
24.0,HP,9.0,,,3.103,0.0,122.0,117.986,114.883,114.834
25.0,HP,12.0,,,3.185,0.0,122.0,123.213,120.028,119.492
26.0,HP,12.0,,,0.506,0.0,122.0,125.519,125.013,124.719
27.0,HP,3.0,,,0.51,0.0,122.0,127.795,127.285,127.026
28.0,HP,7.5,,,0.655,0.0,122.0,130.055,129.4,129.301
29.0,HP,6.0,,,0.5,0.0,122.0,132.253,131.753,131.562
30.0,HP,4.5,,,0.508,0.0,122.0,134.514,134.006,133.76
31.0,HP,9.0,,,0.501,0.0,122.0,136.636,136.135,136.021
32.0,HP,7.5,,,0.505,0.0,122.0,139.219,138.714,138.143
33.0,HP,3.0,,,0.513,0.0,122.0,141.541,141.028,140.726
34.0,HP,3.0,,,0.512,0.0,122.0,143.755,143.243,143.049
35.0,HP,9.0,,,0.515,0.0,122.0,146.093,145.578,145.262
36.0,HP,9.0,,,0.506,0.0,122.0,148.245,147.739,147.6
37.0,HP,3.0,,,0.502,0.0,122.0,150.459,149.957,149.752
38.0,HP,10.5,,,0.515,0.0,122.0,152.72,152.205,151.967
39.0,HP,9.0,,,0.512,0.0,122.0,155.749,155.237,154.227
40.0,HP,4.5,,,0.506,0.0,122.0,158.009,157.503,157.256
41.0,HP,10.5,,,0.51,0.0,122.0,160.269,159.759,159.516
42.0,HP,1.5,,,0.514,0.0,122.0,162.514,162.0,161.776
43.0,HP,9.0,,,0.511,0.0,122.0,164.621,164.11,164.021
44.0,HP,6.0,,,0.507,0.0,122.0,166.881,166.374,166.128
