trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime,trialReadyTime
1.0,LP,23.999,,,6.73,0.0,0.0,7.535,0.805,0.001
2.0,LP,4.253,13.645,0.683,4.944,2.0,2.0,14.328,9.384,9.037
3.0,LP,1.203,17.738,0.719,2.103,2.0,4.0,18.457,16.354,15.829
4.0,LP,23.999,,,4.496,0.0,4.0,25.133,20.637,19.958
5.0,LP,7.65,,,4.824,0.0,4.0,31.862,27.038,26.634
6.0,LP,4.253,38.143,0.751,5.187,2.0,6.0,38.894,33.707,33.363
7.0,LP,0.569,41.943,1.549,2.2,2.0,8.0,43.492,41.292,40.395
8.0,LP,0.569,46.398,0.7,1.328,2.0,10.0,47.098,45.77,44.994
9.0,LP,23.999,,,5.363,0.0,10.0,54.5,49.137,48.599
10.0,LP,23.999,,,6.207,0.0,10.0,63.051,56.844,56.002
11.0,LP,13.596,,,5.163,0.0,10.0,70.01,64.847,64.552
12.0,LP,2.312,74.231,0.694,3.039,2.0,12.0,74.925,71.886,71.511
13.0,LP,7.65,,,5.276,0.0,12.0,82.07,76.794,76.426
14.0,LP,1.203,85.235,1.111,2.337,2.0,14.0,86.346,84.009,83.572
15.0,LP,4.253,92.44,0.501,4.769,2.0,16.0,92.941,88.172,87.847
16.0,LP,13.596,,,5.897,0.0,16.0,100.889,94.992,94.442
17.0,LP,1.203,104.084,0.7,2.085,2.0,18.0,104.784,102.699,102.39
18.0,LP,7.65,,,7.5,0.0,18.0,113.908,106.408,106.285
19.0,LP,7.65,,,6.577,0.0,18.0,122.585,116.008,115.409
20.0,LP,13.596,,,5.493,0.0,18.0,130.007,124.514,124.085
21.0,LP,4.253,135.946,0.699,5.069,2.0,20.0,136.645,131.576,131.509
22.0,LP,23.999,,,6.784,0.0,20.0,145.598,138.814,138.146
23.0,LP,0.206,147.916,0.927,1.331,2.0,22.0,148.843,147.512,147.099
24.0,LP,23.999,,,7.122,0.0,22.0,157.952,150.83,150.344
25.0,LP,1.203,161.053,0.694,1.924,2.0,24.0,161.747,159.823,159.453
26.0,LP,1.203,164.904,0.703,2.03,2.0,26.0,165.607,163.577,163.25
27.0,LP,2.312,169.914,0.718,3.21,2.0,28.0,170.632,167.422,167.108
28.0,LP,0.206,172.901,0.702,1.101,2.0,30.0,173.603,172.502,172.133
29.0,LP,2.312,177.982,0.715,3.225,2.0,32.0,178.697,175.472,175.105
30.0,LP,13.596,,,6.092,0.0,32.0,186.666,180.574,180.199
31.0,LP,23.999,,,4.974,0.0,32.0,193.523,188.549,188.168
32.0,LP,2.312,198.472,0.708,3.247,2.0,34.0,199.18,195.933,195.025
33.0,LP,4.253,205.695,0.714,5.1,2.0,36.0,206.409,201.309,200.681
34.0,LP,0.206,208.779,0.925,1.143,2.0,38.0,209.704,208.561,207.912
35.0,LP,4.253,216.006,0.719,5.144,2.0,40.0,216.725,211.581,211.208
36.0,LP,7.65,,,4.74,0.0,40.0,223.387,218.647,218.227
37.0,LP,0.206,225.517,0.697,1.083,2.0,42.0,226.214,225.131,224.888
38.0,LP,13.596,,,4.96,0.0,42.0,232.97,228.01,227.715
39.0,LP,13.596,,,5.32,0.0,42.0,240.09,234.77,234.471
40.0,LP,0.206,242.161,0.7,0.907,2.0,44.0,242.861,241.954,241.592
41.0,LP,7.65,,,5.355,0.0,44.0,250.106,244.751,244.362
42.0,LP,2.312,254.703,0.705,3.118,2.0,46.0,255.408,252.29,251.607
43.0,LP,0.569,257.792,0.911,1.506,2.0,48.0,258.703,257.197,256.909
44.0,LP,0.206,261.028,0.7,1.091,2.0,50.0,261.728,260.637,260.204
45.0,LP,1.203,264.957,0.692,2.041,2.0,52.0,265.649,263.608,263.229
46.0,LP,13.596,,,6.051,0.0,52.0,273.516,267.465,267.15
47.0,LP,7.65,,,4.762,0.0,52.0,280.091,275.329,275.017
48.0,LP,23.999,,,4.595,0.0,52.0,286.471,281.876,281.592
49.0,LP,0.569,288.97,0.88,1.49,2.0,54.0,289.85,288.36,287.972
50.0,LP,1.203,293.071,0.7,2.091,2.0,56.0,293.771,291.68,291.351
51.0,LP,0.569,296.153,0.697,1.282,2.0,58.0,296.85,295.568,295.273
52.0,LP,7.65,,,5.809,0.0,58.0,304.478,298.669,298.352
53.0,LP,0.569,307.135,0.691,1.434,2.0,60.0,307.826,306.392,305.979
54.0,LP,2.312,312.086,0.692,3.159,2.0,62.0,312.778,309.619,309.327
55.0,LP,23.999,,,4.762,0.0,62.0,319.37,314.608,314.279
56.0,LP,4.253,325.508,0.709,5.026,2.0,64.0,326.217,321.191,320.872
57.0,LP,2.312,330.743,0.748,3.231,2.0,66.0,331.491,328.26,327.718
58.0,LP,1.203,335.082,0.888,2.262,2.0,68.0,335.97,333.708,332.994
59.0,LP,0.206,338.407,0.701,1.089,2.0,70.0,339.108,338.019,337.471
60.0,LP,0.206,341.36,0.685,1.056,2.0,72.0,342.045,340.989,340.609
61.0,LP,0.569,344.557,0.701,1.436,2.0,74.0,345.258,343.822,343.547
62.0,LP,13.596,,,4.483,0.0,74.0,351.511,347.028,346.76
63.0,LP,0.569,353.997,0.687,1.383,2.0,76.0,354.684,353.301,353.012
64.0,LP,4.253,,,4.661,0.0,76.0,361.167,356.506,356.186
65.0,LP,4.253,367.293,0.693,5.021,2.0,78.0,367.986,362.965,362.67
66.0,LP,0.569,370.486,0.696,1.294,2.0,80.0,371.182,369.888,369.488
67.0,LP,0.206,373.158,0.708,1.089,2.0,82.0,373.866,372.777,372.684
68.0,LP,4.253,380.012,0.501,4.927,2.0,84.0,380.513,375.586,375.367
69.0,LP,23.999,,,6.385,0.0,84.0,388.7,382.315,382.014
70.0,LP,23.999,,,5.072,0.0,84.0,395.641,390.569,390.204
71.0,LP,0.206,397.832,0.695,1.081,2.0,86.0,398.527,397.446,397.142
72.0,LP,13.596,,,5.243,0.0,86.0,405.584,400.341,400.028
73.0,LP,0.206,407.599,0.68,1.042,2.0,88.0,408.279,407.237,407.085
74.0,LP,7.65,,,4.984,0.0,88.0,415.091,410.107,409.78
75.0,LP,7.65,,,5.485,0.0,88.0,422.471,416.986,416.594
