trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime,trialReadyTime
1.0,LP,13.596,,,8.444,0.0,0.0,9.342,0.898,0.002
2.0,LP,2.312,13.541,0.681,3.029,2.0,2.0,14.222,11.193,10.844
3.0,LP,1.203,17.323,0.681,1.993,2.0,4.0,18.004,16.011,15.725
4.0,LP,7.65,,,4.143,0.0,4.0,24.096,19.953,19.508
5.0,LP,4.253,30.391,0.901,5.215,2.0,6.0,31.292,26.077,25.599
6.0,LP,0.206,35.162,1.188,1.541,2.0,8.0,36.35,34.809,32.801
7.0,LP,13.596,,,4.319,0.0,8.0,43.913,39.594,37.855
8.0,LP,23.999,,,5.713,0.0,8.0,52.286,46.573,45.423
9.0,LP,0.206,54.769,0.847,1.183,2.0,10.0,55.616,54.433,53.79
10.0,LP,23.999,,,3.236,0.0,10.0,60.73,57.494,57.118
11.0,LP,1.203,63.831,0.832,2.076,2.0,12.0,64.663,62.587,62.233
12.0,LP,0.206,66.939,0.851,1.194,2.0,14.0,67.79,66.596,66.192
13.0,LP,4.253,,,3.045,0.0,14.0,72.838,69.793,69.292
14.0,LP,7.65,,,4.097,0.0,14.0,78.842,74.745,74.341
15.0,LP,0.569,81.569,0.677,1.388,2.0,16.0,82.246,80.858,80.344
16.0,LP,1.203,85.347,0.9,2.11,2.0,18.0,86.247,84.137,83.749
17.0,LP,13.596,,,4.444,0.0,18.0,92.566,88.122,87.751
18.0,LP,7.65,,,5.615,0.0,18.0,100.168,94.553,94.083
19.0,LP,2.312,104.541,0.845,3.2,2.0,20.0,105.386,102.186,101.671
20.0,LP,2.312,109.593,0.661,3.013,2.0,22.0,110.254,107.241,106.891
21.0,LP,0.206,112.458,0.853,1.197,2.0,24.0,113.311,112.114,111.758
22.0,LP,0.206,115.472,0.674,1.025,2.0,26.0,116.146,115.121,114.813
23.0,LP,7.65,,,3.589,0.0,26.0,121.605,118.016,117.649
24.0,LP,23.999,,,2.469,0.0,26.0,125.983,123.514,123.12
25.0,LP,13.596,,,3.923,0.0,26.0,132.213,128.29,127.532
26.0,LP,1.203,135.425,0.79,1.998,2.0,28.0,136.215,134.217,133.718
27.0,LP,1.203,139.36,0.662,1.926,2.0,30.0,140.022,138.096,137.727
28.0,LP,2.312,144.435,0.614,3.065,2.0,32.0,145.049,141.984,141.555
29.0,LP,23.999,,,5.71,0.0,32.0,152.768,147.058,146.552
30.0,LP,2.312,157.044,0.833,3.181,2.0,34.0,157.877,154.696,154.27
31.0,LP,7.65,,,4.078,0.0,34.0,163.814,159.736,159.38
32.0,LP,7.65,,,3.513,0.0,34.0,169.302,165.789,165.318
33.0,LP,1.203,172.489,0.809,2.169,2.0,36.0,173.298,171.129,170.81
34.0,LP,4.253,,,3.21,0.0,36.0,178.331,175.121,174.8
35.0,LP,1.203,181.601,0.808,2.143,2.0,38.0,182.409,180.266,179.832
36.0,LP,23.999,,,7.75,0.0,38.0,191.999,184.249,183.914
37.0,LP,0.569,194.649,0.822,1.5,2.0,40.0,195.471,193.971,193.55
38.0,LP,7.65,,,3.561,0.0,40.0,200.926,197.365,196.974
39.0,LP,13.596,,,4.709,0.0,40.0,207.31,202.601,202.445
40.0,LP,13.596,,,5.229,0.0,40.0,214.368,209.139,208.815
41.0,LP,0.569,216.849,0.673,1.336,2.0,42.0,217.522,216.186,215.87
42.0,LP,23.999,,,9.77,0.0,42.0,229.125,219.355,219.025
43.0,LP,4.253,,,3.525,0.0,42.0,234.567,231.042,230.631
44.0,LP,2.312,238.923,0.667,3.134,2.0,44.0,239.59,236.456,236.079
45.0,LP,0.569,242.141,0.743,1.391,2.0,46.0,242.884,241.493,241.093
46.0,LP,0.206,245.128,0.821,1.156,2.0,48.0,245.949,244.793,244.4
47.0,LP,1.203,249.081,0.635,1.921,2.0,50.0,249.716,247.795,247.453
48.0,LP,0.569,252.344,0.702,1.409,2.0,52.0,253.046,251.637,251.218
