bkIdx,trialIdx,keypressIdx,timestamp,blocktime
1,1,1,191,0.976
1,1,2,381,1.166
1,1,3,588,1.373
1,1,4,771,1.556
1,1,5,968,1.7530000000000001
1,1,6,1164,1.9489999999999998
1,1,7,1370,2.1550000000000002
1,1,8,1561,2.346
1,1,9,1787,2.572
1,1,10,1998,2.783
1,1,11,2202,2.987
1,1,12,2409,3.194
1,1,13,2617,3.402
1,1,14,2840,3.625
1,1,15,3050,3.835
1,1,16,3263,4.048
1,1,17,3485,4.27
1,1,18,3702,4.487
1,1,19,3919,4.704
1,1,20,4134,4.9190000000000005
1,1,21,4346,5.131
1,1,22,4563,5.348
1,1,23,4787,5.572
1,1,24,4996,5.781000000000001
1,1,25,5203,5.988
1,1,26,5406,6.191
1,1,27,5615,6.4
1,1,28,5820,6.605
1,2,1,219,9.215
1,2,2,420,9.416
1,2,3,629,9.625
1,2,4,854,9.85
1,2,5,1072,10.068000000000001
1,2,6,1286,10.282
1,2,7,1492,10.488
1,2,8,1713,10.709
1,2,9,1928,10.924
1,2,10,2130,11.126000000000001
1,2,11,2343,11.339
1,3,1,183,14.125
1,3,2,409,14.351
1,3,3,635,14.577
1,3,4,872,14.814
1,3,5,1097,15.039
1,3,6,1309,15.251
1,4,1,213,18.058
1,4,2,438,18.282999999999998
1,4,3,681,18.526
1,4,4,932,18.776999999999997
1,4,5,1186,19.031
1,4,6,1422,19.267
1,4,7,1690,19.535
1,4,8,1974,19.819
1,4,9,2211,20.055999999999997
1,4,10,2470,20.314999999999998
1,4,11,2745,20.59
1,4,12,3010,20.854999999999997
1,5,1,216,23.334
1,5,2,454,23.572
1,5,3,669,23.787
1,5,4,915,24.032999999999998
1,5,5,1146,24.264
1,5,6,1392,24.509999999999998
1,5,7,1633,24.750999999999998
1,5,8,1881,24.999
1,5,9,2130,25.247999999999998
1,5,10,2383,25.500999999999998
1,5,11,2621,25.738999999999997
1,5,12,2918,26.035999999999998
1,5,13,3197,26.314999999999998
1,6,1,229,28.867
1,7,1,196,31.559
1,7,2,442,31.805
1,7,3,671,32.034
1,7,4,912,32.275
1,7,5,1179,32.542
1,7,6,1411,32.774
1,7,7,1655,33.018
1,7,8,1905,33.268
1,7,9,2172,33.535
1,7,10,2422,33.785
1,7,11,2655,34.018
1,7,12,2895,34.258
1,7,13,3160,34.522999999999996
1,7,14,3415,34.778
1,7,15,3655,35.018
1,7,16,3883,35.246
1,7,17,4097,35.46
1,8,1,232,37.925
1,8,2,476,38.169
1,8,3,703,38.396
1,8,4,938,38.631
1,8,5,1190,38.882999999999996
1,8,6,1425,39.117999999999995
1,8,7,1678,39.370999999999995
1,8,8,1920,39.613
1,8,9,2162,39.855
1,8,10,2406,40.099
1,8,11,2637,40.33
1,8,12,2870,40.562999999999995
1,8,13,3098,40.791
1,8,14,3324,41.016999999999996
1,8,15,3550,41.242999999999995
1,8,16,3781,41.474
1,8,17,4010,41.702999999999996
1,8,18,4234,41.927
1,9,1,228,44.455
1,10,1,210,47.141
1,10,2,430,47.361
1,10,3,658,47.589
1,10,4,886,47.817
1,10,5,1124,48.055
1,10,6,1353,48.284
1,10,7,1571,48.501999999999995
1,10,8,1802,48.733
1,10,9,2033,48.964
1,10,10,2265,49.196
1,10,11,2505,49.436
1,10,12,2734,49.665
1,10,13,2948,49.879
1,10,14,3186,50.117
1,10,15,3419,50.349999999999994
1,10,16,3656,50.586999999999996
1,10,17,3871,50.802
1,11,1,213,53.346000000000004
1,11,2,439,53.572
1,11,3,671,53.804
1,11,4,911,54.044000000000004
1,11,5,1142,54.275000000000006
1,11,6,1392,54.525000000000006
1,12,1,222,57.34
1,13,1,205,60.354
1,13,2,430,60.579
1,13,3,668,60.817
1,13,4,903,61.052
1,13,5,1140,61.289
1,13,6,1377,61.526
1,13,7,1627,61.776
1,13,8,1864,62.013
1,13,9,2112,62.261
1,13,10,2341,62.49
1,13,11,2577,62.726
1,14,1,230,65.25800000000001
1,14,2,483,65.51100000000001
1,14,3,721,65.74900000000001
1,14,4,985,66.013
1,14,5,1217,66.245
1,14,6,1475,66.503
1,14,7,1727,66.75500000000001
1,14,8,1979,67.007
1,14,9,2221,67.24900000000001
1,14,10,2468,67.49600000000001
1,14,11,2706,67.73400000000001
1,14,12,2947,67.97500000000001
1,14,13,3185,68.21300000000001
1,15,1,243,70.83399999999999
1,15,2,484,71.07499999999999
1,15,3,726,71.317
1,16,1,225,74.101
1,16,2,468,74.34400000000001
1,16,3,702,74.578
1,16,4,938,74.81400000000001
1,16,5,1165,75.04100000000001
1,16,6,1409,75.28500000000001
1,17,1,222,77.82199999999999
1,17,2,445,78.04499999999999
1,17,3,661,78.261
1,17,4,876,78.476
1,17,5,1116,78.716
1,17,6,1350,78.94999999999999
1,17,7,1593,79.193
1,17,8,1819,79.419
1,17,9,2066,79.666
1,17,10,2287,79.887
1,17,11,2503,80.103
1,17,12,2744,80.344
