trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime,trialReadyTime
1.0,LP,13.596,,,8.595,0.0,0.0,9.881,1.286,0.002
2.0,LP,2.312,14.226,1.047,3.516,2.0,2.0,15.273,11.757,11.398
3.0,LP,1.203,18.557,1.062,2.417,2.0,4.0,19.619,17.202,16.775
4.0,LP,7.65,,,7.761,0.0,4.0,29.317,21.556,21.122
5.0,LP,4.253,35.459,0.69,4.992,2.0,6.0,36.149,31.157,30.82
6.0,LP,0.206,38.458,0.878,1.256,2.0,8.0,39.336,38.08,37.652
7.0,LP,13.596,,,9.185,0.0,8.0,50.506,41.321,40.839
8.0,LP,23.999,,,9.577,0.0,8.0,61.975,52.398,52.009
9.0,LP,0.206,64.152,0.854,1.219,2.0,10.0,65.006,63.787,63.481
10.0,LP,23.999,,,9.393,0.0,10.0,76.281,66.888,66.509
11.0,LP,1.203,79.606,0.903,2.284,2.0,12.0,80.509,78.225,77.79
12.0,LP,0.206,83.802,0.892,1.241,2.0,14.0,84.694,83.453,82.012
13.0,LP,4.253,91.21,0.687,5.033,2.0,16.0,91.897,86.864,86.197
14.0,LP,7.65,101.674,0.918,8.706,2.0,18.0,102.592,93.886,93.4
15.0,LP,0.569,105.333,1.082,1.675,2.0,20.0,106.415,104.74,104.094
16.0,LP,1.203,109.321,0.878,2.196,2.0,22.0,110.199,108.003,107.917
17.0,LP,13.596,,,11.598,0.0,22.0,123.674,112.076,111.702
18.0,LP,7.65,,,5.631,0.0,22.0,131.183,125.552,125.176
19.0,LP,2.312,135.508,0.746,3.225,2.0,24.0,136.254,133.029,132.686
20.0,LP,2.312,140.715,0.88,3.378,2.0,26.0,141.595,138.217,137.756
21.0,LP,0.206,144.107,0.904,1.275,2.0,28.0,145.011,143.736,143.097
22.0,LP,0.206,147.214,0.687,1.061,2.0,30.0,147.901,146.84,146.513
23.0,LP,7.65,,,6.249,0.0,30.0,156.066,149.817,149.414
24.0,LP,23.999,,,5.444,0.0,30.0,163.365,157.921,157.569
25.0,LP,13.596,,,7.76,0.0,30.0,173.204,165.444,164.867
26.0,LP,1.203,176.078,0.89,2.259,2.0,32.0,176.968,174.709,174.706
27.0,LP,1.203,180.184,0.887,2.25,2.0,34.0,181.071,178.821,178.481
28.0,LP,2.312,185.421,0.9,3.388,2.0,36.0,186.321,182.933,182.573
29.0,LP,23.999,,,7.662,0.0,36.0,195.873,188.211,187.823
30.0,LP,2.312,200.36,0.906,3.394,2.0,38.0,201.266,197.872,197.375
31.0,LP,7.65,,,6.007,0.0,38.0,209.193,203.186,202.768
32.0,LP,7.65,,,6.349,0.0,38.0,217.364,211.015,210.696
33.0,LP,1.203,220.455,0.732,1.983,2.0,40.0,221.187,219.204,218.866
34.0,LP,4.253,227.781,0.729,5.127,2.0,42.0,228.51,223.383,222.695
35.0,LP,1.203,232.029,0.745,2.144,2.0,44.0,232.774,230.63,230.015
36.0,LP,23.999,,,5.277,0.0,44.0,240.093,234.816,234.278
37.0,LP,0.569,242.712,0.732,1.348,2.0,46.0,243.444,242.096,241.595
38.0,LP,7.65,,,6.426,0.0,46.0,251.737,245.311,244.946
39.0,LP,13.596,,,5.957,0.0,46.0,259.539,253.582,253.24
40.0,LP,13.596,,,8.673,0.0,46.0,270.075,261.402,261.042
41.0,LP,0.569,272.721,0.705,1.382,2.0,48.0,273.426,272.044,271.592
42.0,LP,23.999,,,6.153,0.0,48.0,281.436,275.283,274.928
43.0,LP,4.253,287.699,0.708,5.042,2.0,50.0,288.407,283.365,282.939
44.0,LP,2.312,292.557,0.718,3.148,2.0,52.0,293.275,290.127,289.909
45.0,LP,0.569,295.885,0.719,1.322,2.0,54.0,296.604,295.282,294.791
46.0,LP,0.206,298.825,1.314,1.712,2.0,56.0,300.139,298.427,298.106
47.0,LP,1.203,303.265,0.709,1.961,2.0,58.0,303.974,302.013,301.642
48.0,LP,0.569,306.326,0.929,1.52,2.0,60.0,307.255,305.735,305.476
49.0,LP,4.253,313.513,0.695,5.04,2.0,62.0,314.208,309.168,308.758
50.0,LP,0.569,316.683,0.736,1.338,2.0,64.0,317.419,316.081,315.71
51.0,LP,13.596,,,10.27,0.0,64.0,329.572,319.302,318.92
52.0,LP,4.253,,,3.731,0.0,64.0,335.111,331.38,331.075
53.0,LP,4.253,,,4.766,0.0,64.0,341.404,336.638,336.623
54.0,LP,13.596,,,5.866,0.0,64.0,348.822,342.956,342.917
55.0,LP,0.206,350.826,0.721,1.163,2.0,66.0,351.547,350.384,350.324
56.0,LP,0.569,354.06,0.722,1.31,2.0,68.0,354.782,353.472,353.055
57.0,LP,0.569,357.368,0.738,1.32,2.0,70.0,358.106,356.786,356.287
58.0,LP,2.312,362.446,0.722,3.207,2.0,72.0,363.168,359.961,359.622
59.0,LP,4.253,369.339,0.734,5.104,2.0,74.0,370.073,364.969,364.672
60.0,LP,23.999,,,6.653,0.0,74.0,378.698,372.045,371.588
61.0,LP,7.65,,,6.298,0.0,74.0,386.808,380.51,380.201
62.0,LP,0.206,389.145,0.698,1.105,2.0,76.0,389.843,388.738,388.321
63.0,LP,2.312,394.17,0.713,3.198,2.0,78.0,394.883,391.685,391.346
64.0,LP,13.596,,,8.652,0.0,78.0,405.504,396.852,396.386
65.0,LP,1.203,409.053,0.747,2.071,2.0,80.0,409.8,407.729,407.015
66.0,LP,0.206,412.042,0.703,1.096,2.0,82.0,412.745,411.649,411.317
67.0,LP,23.999,,,5.137,0.0,82.0,419.702,414.565,414.252
68.0,LP,23.999,,,5.799,0.0,82.0,427.345,421.546,421.216
69.0,LP,2.312,431.463,0.713,3.053,2.0,84.0,432.176,429.123,428.848
70.0,LP,4.253,438.43,0.903,5.319,2.0,86.0,439.333,434.014,433.679
71.0,LP,1.203,442.373,1.591,2.838,2.0,88.0,443.964,441.126,440.838
72.0,LP,13.596,,,5.526,0.0,88.0,451.347,445.821,445.468
73.0,LP,0.569,453.795,0.744,1.407,2.0,90.0,454.539,453.132,452.851
74.0,LP,2.312,458.726,0.504,2.878,2.0,92.0,459.23,456.352,456.052
75.0,LP,23.999,,,8.356,0.0,92.0,469.387,461.031,460.733
76.0,LP,23.999,,,7.482,0.0,92.0,478.887,471.405,470.9
77.0,LP,13.596,,,6.801,0.0,92.0,487.585,480.784,480.391
78.0,LP,23.999,,,4.403,0.0,92.0,493.839,489.436,489.102
79.0,LP,0.206,496.004,0.825,1.205,2.0,94.0,496.829,495.624,495.343
80.0,LP,4.253,503.254,0.711,5.309,2.0,96.0,503.965,498.656,498.333
81.0,LP,0.569,506.496,0.701,1.379,2.0,98.0,507.197,505.818,505.469
82.0,LP,23.999,,,6.091,0.0,98.0,515.149,509.058,508.706
83.0,LP,7.65,,,7.931,0.0,98.0,525.034,517.103,516.654
84.0,LP,23.999,,,4.692,0.0,98.0,531.767,527.075,526.537
85.0,LP,1.203,535.11,2.126,3.613,2.0,100.0,537.236,533.623,533.272
86.0,LP,2.312,541.539,0.687,3.19,2.0,102.0,542.226,539.036,538.74
87.0,LP,0.569,544.865,0.916,1.608,2.0,104.0,545.781,544.173,543.731
88.0,LP,7.65,,,4.759,0.0,104.0,552.408,547.649,547.285
89.0,LP,2.312,556.857,0.897,3.358,2.0,106.0,557.754,554.396,553.914
90.0,LP,13.596,,,6.94,0.0,106.0,566.818,559.878,559.258
91.0,LP,4.253,573.217,0.723,5.257,2.0,108.0,573.94,568.683,568.322
92.0,LP,2.312,578.301,0.686,3.121,2.0,110.0,578.987,575.866,575.45
93.0,LP,0.206,581.144,1.281,1.643,2.0,112.0,582.425,580.782,580.497
94.0,LP,0.569,585.078,0.903,1.612,2.0,114.0,585.981,584.369,583.93
95.0,LP,0.206,588.209,0.504,0.858,2.0,116.0,588.713,587.855,587.499
96.0,LP,2.312,593.053,0.678,3.035,2.0,118.0,593.731,590.696,590.219
97.0,LP,2.312,598.119,0.678,3.114,2.0,120.0,598.797,595.683,595.236
1.0,HP,7.5,,,7.566,0.0,120.0,9.052,1.486,0.001
2.0,HP,10.5,,,7.191,0.0,120.0,19.04,11.849,10.555
3.0,HP,4.5,,,0.501,0.0,120.0,21.384,20.883,20.542
4.0,HP,9.0,,,3.121,0.0,120.0,26.397,23.276,22.886
5.0,HP,12.0,40.553,0.808,12.839,2.0,122.0,41.361,28.522,27.915
6.0,HP,9.0,52.594,0.69,9.739,2.0,124.0,53.284,43.545,42.869
7.0,HP,9.0,,,3.12,0.0,124.0,58.38,55.26,54.802
8.0,HP,3.0,63.24,0.713,3.828,2.0,126.0,63.953,60.125,59.884
9.0,HP,12.0,,,5.009,0.0,126.0,71.068,66.059,65.456
10.0,HP,6.0,,,0.656,0.0,126.0,73.677,73.021,72.585
11.0,HP,10.5,,,0.675,0.0,126.0,76.214,75.539,75.18
12.0,HP,7.5,85.504,0.659,8.227,2.0,128.0,86.163,77.936,77.716
13.0,HP,3.0,91.25,0.799,3.981,2.0,130.0,92.049,88.068,87.683
14.0,HP,1.5,95.663,0.834,2.407,2.0,132.0,96.497,94.09,93.552
15.0,HP,7.5,106.118,0.806,8.371,2.0,134.0,106.924,98.553,98.015
16.0,HP,7.5,116.635,0.508,8.026,2.0,136.0,117.143,109.117,108.426
17.0,HP,1.5,121.006,0.503,2.252,2.0,138.0,121.509,119.257,118.647
