bkIdx,trialIdx,keypressIdx,timestamp,blocktime
1,1,1,200,0.708
1,1,2,401,0.909
1,1,3,575,1.083
1,1,4,738,1.246
1,1,5,922,1.4300000000000002
1,1,6,1080,1.588
1,1,7,1250,1.758
1,1,8,1440,1.948
1,1,9,1621,2.129
1,1,10,1778,2.286
1,1,11,1926,2.434
1,1,12,2090,2.598
1,1,13,2252,2.76
1,1,14,2432,2.94
1,1,15,2579,3.087
1,1,16,2765,3.273
1,1,17,2929,3.437
1,1,18,3090,3.598
1,1,19,3258,3.766
1,1,20,3421,3.929
1,1,21,3604,4.112
1,1,22,3771,4.279
1,1,23,3969,4.477
1,1,24,4102,4.61
1,1,25,4266,4.774
1,1,26,4430,4.938
1,1,27,4631,5.139
1,1,28,4793,5.301
1,1,29,4967,5.475
1,1,30,5127,5.635
1,1,31,5326,5.834
1,1,32,5481,5.989
1,1,33,5660,6.168
1,1,34,5855,6.363
1,1,35,6024,6.532
1,1,36,6193,6.701
1,1,37,6357,6.865
1,1,38,6543,7.051
1,1,39,6692,7.2
1,1,40,6857,7.365
1,1,41,7007,7.515
1,1,42,7225,7.733
1,1,43,7395,7.903
1,1,44,7582,8.09
1,1,45,7740,8.248000000000001
1,1,46,7930,8.437999999999999
1,1,47,8119,8.626999999999999
1,1,48,8278,8.786000000000001
1,1,49,8461,8.969000000000001
1,1,50,8625,9.133
1,1,51,8810,9.318000000000001
1,1,52,8984,9.492
1,1,53,9162,9.670000000000002
1,1,54,9334,9.841999999999999
1,1,55,9516,10.024000000000001
1,1,56,9692,10.2
1,1,57,9875,10.383
1,1,58,10068,10.576
1,1,59,10256,10.764
1,1,60,10441,10.949000000000002
1,1,61,10628,11.136
1,1,62,10826,11.334
1,1,63,11007,11.515
1,1,64,11187,11.695
1,1,65,11370,11.878
1,1,66,11534,12.042000000000002
1,1,67,11725,12.233
1,1,68,11921,12.428999999999998
1,1,69,12101,12.609000000000002
1,1,70,12276,12.783999999999999
1,1,71,12462,12.969999999999999
1,1,72,12655,13.163
1,1,73,12818,13.326
1,1,74,12992,13.5
1,1,75,13176,13.684000000000001
1,1,76,13337,13.844999999999999
1,1,77,13518,14.026
1,1,78,13705,14.213000000000001
1,1,79,13866,14.373999999999999
1,1,80,14048,14.556000000000001
1,1,81,14214,14.722000000000001
1,1,82,14365,14.873000000000001
1,1,83,14534,15.042000000000002
1,1,84,14703,15.210999999999999
1,1,85,14866,15.373999999999999
1,1,86,15023,15.530999999999999
1,1,87,15198,15.706
1,1,88,15385,15.893
1,1,89,15544,16.052
1,1,90,15726,16.234
1,1,91,15894,16.402
1,1,92,16060,16.567999999999998
1,1,93,16229,16.737
1,1,94,16399,16.907
1,1,95,16574,17.082
1,1,96,16738,17.246
1,1,97,16905,17.413
1,1,98,17073,17.581
1,1,99,17222,17.73
1,1,100,17394,17.901999999999997
1,1,101,17553,18.061
1,1,102,17727,18.235
1,1,103,17895,18.403
1,1,104,18076,18.584
1,1,105,18246,18.753999999999998
1,1,106,18412,18.919999999999998
1,1,107,18575,19.083
1,1,108,18757,19.265
1,1,109,18916,19.424
1,1,110,19074,19.582
1,1,111,19230,19.738
1,1,112,19392,19.9
1,1,113,19559,20.067
1,1,114,19732,20.24
1,1,115,19899,20.407
1,1,116,20070,20.578
1,1,117,20227,20.735
1,1,118,20399,20.907
1,1,119,20563,21.070999999999998
1,2,1,211,23.549999999999997
1,2,2,391,23.729999999999997
1,2,3,601,23.939999999999998
1,2,4,785,24.124
1,2,5,956,24.294999999999998
1,2,6,1132,24.471
1,2,7,1312,24.651
1,2,8,1492,24.831
1,2,9,1642,24.980999999999998
1,2,10,1794,25.133
1,2,11,1973,25.311999999999998
1,2,12,2143,25.482
1,2,13,2307,25.645999999999997
1,2,14,2473,25.811999999999998
1,2,15,2641,25.979999999999997
1,2,16,2798,26.137
1,2,17,2974,26.313
1,2,18,3147,26.485999999999997
1,2,19,3317,26.656
1,2,20,3483,26.822
1,2,21,3665,27.003999999999998
1,2,22,3827,27.165999999999997
1,2,23,4015,27.354
1,2,24,4186,27.525
1,2,25,4381,27.72
1,3,1,200,30.340999999999998
1,3,2,349,30.49
1,3,3,508,30.648999999999997
1,3,4,692,30.833
1,3,5,855,30.996
1,3,6,1021,31.162
1,3,7,1195,31.336
1,3,8,1359,31.5
1,4,1,176,34.18
1,4,2,355,34.358999999999995
1,4,3,533,34.537
1,4,4,715,34.719
1,4,5,886,34.89
1,4,6,1049,35.053
1,4,7,1218,35.221999999999994
1,4,8,1386,35.39
1,4,9,1569,35.573
1,4,10,1763,35.766999999999996
1,4,11,1926,35.93
1,4,12,2104,36.108
1,4,13,2268,36.272
1,4,14,2442,36.446
1,4,15,2599,36.602999999999994
1,4,16,2770,36.774
1,4,17,2947,36.951
1,4,18,3117,37.120999999999995
1,4,19,3286,37.29
1,4,20,3439,37.443
1,4,21,3639,37.643
1,4,22,3802,37.806
1,4,23,3967,37.971
1,4,24,4135,38.138999999999996
1,4,25,4304,38.308
1,4,26,4462,38.465999999999994
1,4,27,4630,38.634
1,4,28,4806,38.809999999999995
1,4,29,4978,38.982
1,4,30,5151,39.155
1,4,31,5311,39.315
1,4,32,5494,39.498
1,4,33,5791,39.795
1,5,1,150,42.135999999999996
1,5,2,321,42.306999999999995
1,5,3,498,42.483999999999995
1,5,4,658,42.644
1,5,5,825,42.811
1,5,6,1016,43.001999999999995
1,5,7,1177,43.163
1,5,8,1372,43.358
1,5,9,1511,43.497
1,5,10,1696,43.681999999999995
1,5,11,1868,43.854
1,5,12,2043,44.028999999999996
1,5,13,2195,44.181
1,5,14,2391,44.376999999999995
1,5,15,2553,44.538999999999994
1,5,16,2715,44.70099999999999
1,5,17,2892,44.878
1,5,18,3058,45.044
1,5,19,3228,45.214
1,5,20,3391,45.376999999999995
1,5,21,3565,45.550999999999995
1,5,22,3716,45.702
1,5,23,3879,45.864999999999995
1,5,24,4041,46.027
1,5,25,4221,46.206999999999994
1,5,26,4369,46.355
1,5,27,4556,46.541999999999994
1,5,28,4729,46.714999999999996
1,5,29,4906,46.891999999999996
1,5,30,5057,47.043
1,5,31,5229,47.214999999999996
1,5,32,5399,47.385
1,5,33,5572,47.558
1,5,34,5734,47.72
1,5,35,5914,47.9
1,5,36,6089,48.074999999999996
1,5,37,6273,48.259
1,5,38,6435,48.421
1,5,39,6615,48.601
1,5,40,6797,48.782999999999994
1,5,41,6959,48.94499999999999
1,5,42,7130,49.116
1,5,43,7324,49.309999999999995
1,5,44,7497,49.483
1,5,45,7687,49.672999999999995
1,6,1,189,52.112
1,6,2,350,52.273
1,6,3,511,52.434000000000005
1,6,4,671,52.594
1,6,5,872,52.795
1,6,6,1013,52.936
1,6,7,1168,53.091
1,6,8,1335,53.258
1,6,9,1495,53.418
1,6,10,1671,53.594
1,6,11,1832,53.755
1,6,12,2015,53.938
1,6,13,2153,54.076
1,6,14,2335,54.258
1,6,15,2506,54.429
1,6,16,2671,54.594
1,6,17,2830,54.753
1,6,18,2996,54.919000000000004
1,6,19,3152,55.075
1,7,1,176,57.377
1,7,2,335,57.536
1,7,3,501,57.702
1,7,4,673,57.874
1,8,1,148,60.444
1,8,2,296,60.592
1,8,3,458,60.754
1,8,4,596,60.891999999999996
1,9,1,148,63.382000000000005
1,9,2,313,63.547000000000004
1,9,3,464,63.698
1,9,4,623,63.857
1,9,5,781,64.015
