id,cb,sess,nblock,batch,quit_midway,block1_duration,block2_duration
s0001,A,2,2,1,False,381,538
s0003,D,2,2,1,False,598,596
s0005,D,2,2,1,False,599,590
s0006,B,2,2,1,False,592,596
s0007,A,2,2,1,False,598,599
s0008,D,2,2,1,False,599,597
s0009,D,2,2,1,False,597,598
s0010,D,2,2,1,False,596,599
s0011,C,2,2,1,False,596,598
s0012,D,2,2,1,False,598,595
s0013,B,2,2,1,False,594,591
s0014,C,2,2,1,False,596,595
s0017,D,2,2,1,False,598,592
s0018,B,2,2,1,False,598,599
s0020,B,2,2,1,False,598,591
s0021,B,2,2,1,False,599,595
s0022,A,2,2,1,False,597,596
s0025,A,2,2,1,False,598,591
s0026,D,2,2,1,False,599,590
s0027,B,2,2,1,False,595,595
s0028,A,2,2,1,False,586,591
s0029,C,2,2,1,False,597,593
s0030,B,2,2,1,False,599,593
s0031,C,2,2,1,False,595,597
s0032,A,2,2,1,False,596,598
s0034,A,2,2,1,False,597,590
s0036,A,2,2,1,False,597,593
s0037,C,2,2,1,False,597,599
s0038,B,2,2,1,False,597,590
s0039,C,2,2,1,False,599,598
s0040,B,2,2,1,False,597,594
s0041,C,2,2,1,False,595,599
s0043,D,2,2,1,False,597,587
s0044,B,2,2,2,False,599,596
s0045,A,2,2,2,False,594,599
s0046,C,2,2,2,False,595,597
s0047,A,2,2,2,False,596,599
s0048,A,2,2,2,False,598,596
s0049,B,2,2,2,False,598,596
s0050,A,2,2,2,False,599,595
s0051,A,2,2,2,False,597,595
s0052,D,2,2,2,False,599,594
s0054,B,2,2,2,False,596,596
s0057,D,2,2,2,False,594,598
s0058,C,2,2,2,False,592,596
s0059,D,2,2,2,False,599,596
s0060,B,2,2,2,False,596,598
s0061,D,2,2,2,False,597,595
s0062,C,2,2,2,False,594,596
s0063,B,2,2,2,False,597,594
s0064,D,2,2,2,False,596,597
s0066,D,2,2,2,False,598,597
s0068,B,2,2,2,False,597,590
s0069,C,2,2,2,False,599,594
s0071,D,2,2,2,False,595,594
s0072,C,2,2,2,False,596,593
s0074,D,2,2,2,False,599,595
s0075,A,2,2,2,False,592,597
s0076,D,2,2,2,False,599,591
s0077,A,2,2,2,False,596,597
s0079,A,2,2,2,False,597,595
s0081,C,2,2,2,False,594,599
s0082,C,2,2,2,False,599,598
s0083,B,2,2,2,False,592,596
s0084,D,2,2,2,False,599,594
s0085,B,2,2,2,False,593,590
s0088,D,2,2,2,False,597,592
s0091,D,2,2,2,False,596,594
s0092,D,2,2,2,False,596,598
s0093,A,2,2,2,False,599,593
s0094,C,2,2,2,False,598,595
s0096,C,2,2,2,False,599,596
s0097,B,2,2,2,False,599,590
s0098,C,2,2,2,False,598,599
s0100,A,2,2,2,False,598,599
s0101,B,2,2,2,False,598,597
s0103,B,2,2,2,False,593,594
s0104,A,2,2,2,False,594,599
s0105,C,2,2,2,False,597,599
s0106,A,2,2,2,False,598,595
s0107,B,2,2,2,False,599,599
s0108,C,2,2,2,False,585,596
s0109,D,2,2,2,False,593,597
s0110,A,2,2,2,False,592,595
s0111,C,2,2,2,False,598,592
s0113,D,2,2,2,False,598,597
s0114,C,2,2,2,False,598,589
s0115,A,2,2,2,False,576,599
s0116,B,2,2,2,False,599,599
s0117,C,2,2,2,False,596,592
s0119,D,2,2,2,False,597,599
s0120,A,2,2,2,False,599,598
s0121,D,2,2,2,False,599,592
s0122,A,2,2,2,False,599,594
s0124,C,2,2,2,False,597,587
s0126,B,2,2,2,False,592,597
s0128,C,2,2,2,False,593,589
s0129,D,2,2,2,False,594,594
s0130,C,2,2,2,False,595,596
s0131,C,2,2,2,False,599,596
s0133,A,2,2,2,False,595,594
s0134,D,2,2,2,False,595,597
s0136,B,2,2,2,False,592,599
s0137,C,2,2,2,False,594,598
s0140,A,2,2,2,False,598,597
s0141,A,2,2,2,False,598,597
s0142,C,2,2,2,False,598,593
s0143,A,2,2,2,False,598,597
s0145,A,2,2,2,False,597,599
s0146,A,2,2,2,False,599,592
s0147,B,2,2,2,False,592,593
s0148,A,2,2,2,False,599,599
s0150,C,2,2,2,False,597,597
s0151,D,2,2,2,False,585,595
s0153,B,2,2,2,False,598,596
s0154,A,2,2,2,False,598,597
s0155,A,2,2,2,False,599,591
s0156,C,2,2,2,False,599,592
s0157,C,2,2,2,False,598,592
s0158,D,2,2,2,False,597,599
s0159,C,2,2,2,False,597,598
s0160,A,2,2,2,False,598,595
s0162,B,2,2,2,False,587,599
s0164,B,2,2,2,False,599,595
s0165,D,2,2,2,False,597,594
s0166,C,2,2,2,False,595,599
s0167,A,2,2,2,False,597,597
s0169,D,2,2,2,False,595,597
s0171,A,2,2,2,False,598,596
s0172,A,2,2,2,False,598,592
s0173,A,2,2,2,False,596,590
s0174,B,2,2,2,False,592,590
s0177,B,2,2,2,False,595,593
s0178,A,2,2,2,False,598,593
s0179,A,2,2,2,False,595,595
s0180,C,2,2,2,False,594,598
s0181,D,2,2,2,False,597,598
s0182,B,2,2,2,False,597,597
s0185,B,2,2,2,False,597,595
s0187,B,2,2,2,False,595,593
s0188,D,2,2,2,False,593,599
s0190,D,2,2,2,False,598,596
s0192,A,2,2,2,False,597,596
s0194,C,2,2,2,False,599,593
s0195,B,2,2,2,False,595,596
s0196,C,2,2,2,False,599,587
s0197,C,2,2,2,False,595,596
s0198,D,2,2,2,False,598,599
s0199,C,2,2,2,False,597,596
s0201,B,2,2,2,False,593,597
s0203,B,2,2,2,False,592,593
s0204,C,2,2,2,False,596,595
