bkIdx,trialIdx,keypressIdx,timestamp,blocktime
1,1,1,232,1.293
1,1,2,424,1.4849999999999999
1,1,3,608,1.669
1,1,4,824,1.8849999999999998
1,1,5,1016,2.077
1,1,6,1208,2.269
1,1,7,1408,2.469
1,1,8,1600,2.661
1,1,9,1784,2.8449999999999998
1,1,10,1960,3.021
1,1,11,2136,3.197
1,1,12,2320,3.381
1,1,13,2504,3.565
1,1,14,2680,3.741
1,1,15,2880,3.941
1,1,16,3048,4.109
1,1,17,3224,4.285
1,1,18,3448,4.509
1,1,19,3616,4.677
1,1,20,3808,4.869
1,1,21,4008,5.069
1,1,22,4193,5.254
1,1,23,4369,5.43
1,1,24,4584,5.645
1,1,25,4777,5.838
1,1,26,4969,6.03
1,1,27,5153,6.2139999999999995
1,1,28,5345,6.406
1,1,29,5529,6.59
1,1,30,5721,6.782
1,1,31,5913,6.974
1,1,32,6105,7.166
1,1,33,6313,7.374
1,1,34,6504,7.5649999999999995
1,1,35,6705,7.766
1,1,36,6897,7.958
1,1,37,7105,8.166
1,1,38,7305,8.366
1,1,39,7497,8.558
1,1,40,7697,8.758
1,1,41,7889,8.95
1,1,42,8097,9.158
1,1,43,8289,9.35
1,1,44,8481,9.542
1,1,45,8681,9.741999999999999
1,1,46,8874,9.935
1,1,47,9073,10.134
1,1,48,9273,10.334
1,1,49,9465,10.526
1,1,50,9665,10.725999999999999
1,1,51,9865,10.926
1,1,52,10073,11.134
1,1,53,10297,11.358
1,1,54,10481,11.542
1,1,55,10689,11.75
1,1,56,10881,11.942
1,1,57,11073,12.134
1,1,58,11273,12.334
1,1,59,11465,12.526
1,1,60,11657,12.718
1,1,61,11865,12.926
1,1,62,12057,13.118
1,1,63,12273,13.334
1,1,64,12473,13.534
1,1,65,12673,13.734
1,1,66,12881,13.942
1,1,67,13081,14.142
1,1,68,13297,14.358
1,1,69,13505,14.566
1,1,70,13697,14.758
1,1,71,13897,14.958
1,1,72,14106,15.167
1,1,73,14297,15.358
1,1,74,14489,15.55
1,1,75,14690,15.751
1,1,76,14882,15.943
1,1,77,15074,16.134999999999998
1,1,78,15290,16.351
1,1,79,15490,16.551000000000002
1,1,80,15682,16.743000000000002
1,1,81,15898,16.959
1,1,82,16082,17.143
1,1,83,16298,17.358999999999998
1,1,84,16490,17.551
1,1,85,16714,17.775
1,1,86,16890,17.951
1,1,87,17098,18.159
1,1,88,17298,18.358999999999998
1,1,89,17474,18.535
1,1,90,17690,18.751
1,1,91,17978,19.039
1,2,1,215,22.151
1,2,2,431,22.367
1,2,3,663,22.599
1,2,4,1079,23.015
1,2,5,1303,23.239
1,2,6,1512,23.448
1,2,7,1711,23.647
1,2,8,1903,23.839
1,2,9,2104,24.04
1,2,10,2287,24.223
1,2,11,2496,24.432
1,2,12,2688,24.624
1,2,13,2880,24.816
1,2,14,3072,25.008
1,2,15,3280,25.216
1,2,16,3472,25.408
1,2,17,3672,25.608
1,2,18,3856,25.792
1,2,19,4040,25.976
1,2,20,4256,26.192
1,3,1,240,28.991999999999997
1,3,2,480,29.232
1,3,3,688,29.439999999999998
1,3,4,912,29.663999999999998
1,3,5,1120,29.872
1,3,6,1312,30.064
1,4,1,208,32.879999999999995
1,4,2,400,33.071999999999996
1,4,3,592,33.263999999999996
1,4,4,792,33.464
1,4,5,1000,33.672
1,4,6,1192,33.864
1,4,7,1384,34.056
1,4,8,1568,34.239999999999995
1,4,9,1776,34.448
1,4,10,1969,34.641
1,4,11,2169,34.840999999999994
1,4,12,2369,35.041
1,4,13,2577,35.248999999999995
1,4,14,2785,35.456999999999994
1,4,15,2969,35.641
1,4,16,3169,35.840999999999994
1,4,17,3377,36.049
1,4,18,3601,36.272999999999996
1,4,19,3801,36.473
1,4,20,4009,36.681
1,4,21,4217,36.888999999999996
1,4,22,4401,37.07299999999999
1,4,23,4585,37.257
1,4,24,4833,37.504999999999995
1,4,25,5089,37.760999999999996
1,4,26,5265,37.937
1,4,27,5465,38.137
1,4,28,5657,38.32899999999999
1,4,29,5873,38.544999999999995
1,4,30,6107,38.778999999999996
