bkIdx,trialIdx,keypressIdx,timestamp,blocktime
1,1,1,296,1.073
1,1,2,536,1.3130000000000002
1,1,3,752,1.529
1,1,4,960,1.737
1,1,5,1144,1.9209999999999998
1,1,6,1368,2.145
1,1,7,1544,2.321
1,1,8,1760,2.537
1,1,9,1864,2.641
1,1,10,2096,2.873
1,1,11,2288,3.065
1,1,12,2488,3.265
1,1,13,2672,3.4490000000000003
1,1,14,2872,3.649
1,1,15,3056,3.833
1,1,16,3240,4.017
1,2,1,217,6.465999999999999
1,2,2,416,6.665
1,2,3,616,6.864999999999999
1,2,4,808,7.0569999999999995
1,2,5,992,7.241
1,2,6,1192,7.441
1,2,7,1384,7.632999999999999
1,2,8,1576,7.824999999999999
1,2,9,1768,8.017
1,2,10,1952,8.201
1,2,11,2152,8.401
1,2,12,2344,8.593
1,2,13,2528,8.777
1,2,14,2704,8.953
1,2,15,2912,9.161
1,2,16,3096,9.344999999999999
1,2,17,3288,9.536999999999999
1,2,18,3472,9.721
1,2,19,3656,9.905
1,2,20,3840,10.088999999999999
1,2,21,4056,10.305
1,2,22,4224,10.472999999999999
1,2,23,4464,10.713000000000001
1,3,1,208,13.249
1,3,2,408,13.449
1,3,3,600,13.641
1,3,4,800,13.841000000000001
1,3,5,992,14.033000000000001
1,3,6,1184,14.225
1,3,7,1368,14.409
1,4,1,208,17.384999999999998
1,4,2,424,17.601
1,4,3,616,17.793
1,4,4,808,17.985
1,4,5,1016,18.192999999999998
1,4,6,1208,18.384999999999998
1,4,7,1400,18.576999999999998
1,4,8,1584,18.761
1,4,9,1776,18.953
1,4,10,1976,19.153
1,4,11,2184,19.361
1,4,12,2328,19.505
1,4,13,2560,19.737
1,4,14,2752,19.929
1,4,15,2952,20.128999999999998
1,4,16,3136,20.313
1,4,17,3314,20.491
1,4,18,3528,20.705
1,4,19,3760,20.936999999999998
1,4,20,3960,21.137
1,4,21,4184,21.361
1,6,1,200,26.761
1,6,2,392,26.953
1,6,3,576,27.137
1,6,4,776,27.337
1,6,5,984,27.545
1,6,6,1184,27.745
1,6,7,1392,27.953
1,6,8,1592,28.153
1,6,9,1808,28.369
1,6,10,2000,28.561
1,6,11,2216,28.777
1,6,12,2400,28.961
1,6,13,2600,29.161
1,6,14,2800,29.361
1,6,15,2992,29.553
1,6,16,3208,29.769
1,6,17,3416,29.977
1,6,18,3608,30.169
1,6,19,3808,30.369
1,6,20,4024,30.585
1,6,21,4224,30.785
1,6,22,4416,30.977
1,7,1,176,33.417
1,7,2,368,33.609
1,7,3,560,33.801
1,7,4,752,33.993
1,8,1,176,36.585
1,8,2,368,36.777
1,8,3,568,36.977
1,8,4,776,37.185
1,9,1,175,39.617
1,9,2,367,39.809
1,9,3,535,39.977
1,9,4,759,40.201
1,9,5,951,40.393
1,9,6,1151,40.593
1,9,7,1351,40.793
1,9,8,1559,41.001
1,9,9,1767,41.209
1,9,10,1983,41.425
1,9,11,2167,41.609
1,9,12,2391,41.833
1,9,13,2607,42.049
1,9,14,2831,42.273
1,9,15,3031,42.473
1,9,16,3231,42.673
1,9,17,3447,42.889
1,9,18,3647,43.089
1,9,19,3855,43.297
1,9,20,4063,43.505
1,9,21,4271,43.713
1,11,1,200,48.849000000000004
1,11,2,392,49.041000000000004
1,11,3,592,49.241
1,11,4,784,49.433
1,11,5,976,49.625
1,11,6,1160,49.809
1,11,7,1360,50.009
1,11,8,1552,50.201
1,11,9,1760,50.409
1,11,10,1952,50.601
1,11,11,2152,50.801
1,11,12,2344,50.993
1,11,13,2544,51.193
1,11,14,2736,51.385
1,11,15,2944,51.593
1,11,16,3144,51.793
1,11,17,3344,51.993
1,11,18,3528,52.177
1,11,19,3720,52.369
1,11,20,3904,52.553
1,11,21,4080,52.729
1,12,1,184,55.080999999999996
1,12,2,376,55.272999999999996
1,12,3,576,55.473
1,12,4,768,55.665
1,12,5,976,55.873
1,12,6,1184,56.080999999999996
1,12,7,1384,56.281
1,12,8,1592,56.489
1,12,9,1792,56.689
1,12,10,2016,56.913
1,12,11,2208,57.105
1,12,12,2432,57.329
1,13,1,208,60.369
1,13,2,450,60.611000000000004
1,13,3,656,60.817
1,13,4,872,61.033
1,13,5,1072,61.233000000000004
1,13,6,1288,61.449
1,13,7,1520,61.681000000000004
1,13,8,1744,61.905
1,13,9,1960,62.121
1,13,10,2160,62.321
1,13,11,2376,62.537
1,13,12,2576,62.737
1,13,13,2776,62.937
1,13,14,2976,63.137
1,13,15,3184,63.345
1,13,16,3384,63.545
1,13,17,3576,63.737
1,13,18,3792,63.953
1,13,19,3992,64.153
1,13,20,4200,64.361
1,13,21,4416,64.577
1,13,22,4624,64.785
1,13,23,4832,64.993
1,13,24,5032,65.193
1,13,25,5256,65.417
1,13,26,5464,65.625
1,14,1,168,67.929
1,14,2,392,68.15299999999999
1,14,3,592,68.353
1,14,4,800,68.56099999999999
1,14,5,984,68.74499999999999
1,14,6,1208,68.969
1,15,1,192,71.714
1,15,2,400,71.92200000000001
1,15,3,592,72.114
1,15,4,800,72.322
1,15,5,1008,72.53
1,15,6,1200,72.72200000000001
1,15,7,1424,72.94600000000001
1,15,8,1624,73.146
1,15,9,1840,73.36200000000001
1,15,10,2048,73.57000000000001
1,15,11,2256,73.778
1,15,12,2464,73.986
1,15,13,2656,74.17800000000001
1,15,14,2848,74.37
1,15,15,3049,74.57100000000001
1,15,16,3240,74.762
1,15,17,3408,74.93
1,15,18,3640,75.162
1,15,19,3848,75.37
1,16,1,192,77.866
1,16,2,399,78.07300000000001
1,16,3,592,78.266
1,16,4,776,78.45
1,16,5,984,78.658
1,16,6,1192,78.866
1,16,7,1384,79.058
1,16,8,1584,79.25800000000001
1,16,9,1784,79.45800000000001
1,16,10,1984,79.658
1,16,11,2192,79.86600000000001
1,16,12,2384,80.058
1,16,13,2592,80.266
1,16,14,2792,80.46600000000001
1,16,15,3008,80.682
1,16,16,3224,80.89800000000001
1,16,17,3432,81.10600000000001
1,16,18,3632,81.30600000000001
1,16,19,3832,81.506
1,16,20,4048,81.72200000000001
1,16,21,4256,81.93
1,16,22,4456,82.13000000000001
1,16,23,4664,82.33800000000001
1,16,24,4864,82.53800000000001
1,16,25,5064,82.738
1,16,26,5280,82.95400000000001
1,16,27,5464,83.138
1,17,1,208,85.554
1,17,2,384,85.73
1,17,3,592,85.938
1,17,4,784,86.13000000000001
1,17,5,976,86.322
1,17,6,1183,86.52900000000001
1,17,7,1392,86.738
1,18,1,200,89.474
1,18,2,416,89.69
1,18,3,600,89.874
1,18,4,800,90.074
1,18,5,1016,90.29
1,18,6,1224,90.498
1,18,7,1432,90.706
1,18,8,1640,90.914
1,18,9,1872,91.146
1,18,10,2088,91.362
1,18,11,2312,91.586
1,18,12,2536,91.81
1,18,13,2752,92.026
1,18,14,2968,92.242
1,18,15,3176,92.45
1,18,16,3400,92.674
1,18,17,3616,92.89
1,18,18,3832,93.106
1,18,19,4032,93.306
1,18,20,4352,93.626
1,18,21,4544,93.818
1,18,22,4776,94.05
1,19,1,192,96.458
1,19,2,400,96.66600000000001
1,19,3,608,96.87400000000001
1,19,4,840,97.10600000000001
