trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime,trialReadyTime
1.0,LP,23.999,,,8.988,0.0,0.0,9.926,0.938,0.0
2.0,LP,4.253,16.105,0.75,5.036,2.0,2.0,16.855,11.819,11.429
3.0,LP,1.203,20.021,1.081,2.398,2.0,4.0,21.102,18.704,18.357
4.0,LP,23.999,,,5.568,0.0,4.0,28.5,22.932,22.611
5.0,LP,7.65,,,7.662,0.0,4.0,37.686,30.024,30.007
6.0,LP,4.253,43.954,0.681,5.058,2.0,6.0,44.635,39.577,39.188
7.0,LP,0.569,46.994,0.982,1.554,2.0,8.0,47.976,46.422,46.137
8.0,LP,0.569,50.539,0.771,1.471,2.0,10.0,51.31,49.839,49.489
9.0,LP,23.999,,,5.688,0.0,10.0,58.685,52.997,52.811
10.0,LP,23.999,,,5.118,0.0,10.0,65.641,60.523,60.197
11.0,LP,13.596,,,7.307,0.0,10.0,74.715,67.408,67.154
12.0,LP,2.312,78.752,0.834,3.243,2.0,12.0,79.586,76.343,76.217
13.0,LP,7.65,,,4.806,0.0,12.0,86.296,81.49,81.088
14.0,LP,1.203,89.556,0.731,2.07,2.0,14.0,90.287,88.217,87.808
15.0,LP,4.253,96.583,0.781,5.069,2.0,16.0,97.364,92.295,91.79
16.0,LP,13.596,,,6.579,0.0,16.0,105.901,99.322,98.866
17.0,LP,1.203,109.017,1.195,2.565,2.0,18.0,110.212,107.647,107.403
18.0,LP,7.65,,,7.571,0.0,18.0,119.777,112.206,111.725
19.0,LP,7.65,,,6.752,0.0,18.0,128.144,121.392,121.291
20.0,LP,13.596,,,5.91,0.0,18.0,135.849,129.939,129.66
21.0,LP,4.253,142.015,0.821,5.11,2.0,20.0,142.836,137.726,137.366
22.0,LP,23.999,,,8.538,0.0,20.0,153.272,144.734,144.337
23.0,LP,0.206,155.55,1.27,1.529,2.0,22.0,156.82,155.291,154.784
24.0,LP,23.999,,,3.04,0.0,22.0,161.779,158.739,158.333
25.0,LP,1.203,165.008,0.771,2.042,2.0,24.0,165.779,163.737,163.289
26.0,LP,1.203,168.876,0.761,2.01,2.0,26.0,169.637,167.627,167.282
27.0,LP,2.312,173.875,0.915,3.325,2.0,28.0,174.79,171.465,171.146
28.0,LP,0.206,177.074,1.485,1.775,2.0,30.0,178.559,176.784,176.292
29.0,LP,2.312,182.803,1.022,3.482,2.0,32.0,183.825,180.343,180.075
30.0,LP,13.596,,,6.311,0.0,32.0,192.063,185.752,185.334
31.0,LP,23.999,,,6.45,0.0,32.0,200.901,194.451,193.573
32.0,LP,2.312,204.989,0.896,3.325,2.0,34.0,205.885,202.56,202.415
33.0,LP,4.253,212.149,0.823,5.133,2.0,36.0,212.972,207.839,207.402
34.0,LP,0.206,215.089,0.788,1.123,2.0,38.0,215.877,214.754,214.486
35.0,LP,4.253,222.108,0.671,4.951,2.0,40.0,222.779,217.828,217.391
36.0,LP,7.65,,,4.327,0.0,40.0,228.964,224.637,224.282
37.0,LP,0.206,231.057,0.861,1.111,2.0,42.0,231.918,230.807,230.467
38.0,LP,13.596,,,4.649,0.0,42.0,238.186,233.537,233.42
39.0,LP,13.596,,,4.851,0.0,42.0,244.928,240.077,239.689
40.0,LP,0.206,246.837,1.175,1.415,2.0,44.0,248.012,246.597,246.44
41.0,LP,7.65,,,4.872,0.0,44.0,254.629,249.757,249.514
42.0,LP,2.312,258.788,0.751,3.122,2.0,46.0,259.539,256.417,256.132
43.0,LP,0.569,262.398,0.922,1.572,2.0,48.0,263.32,261.748,261.041
44.0,LP,0.206,265.068,0.931,1.171,2.0,50.0,265.999,264.828,264.822
45.0,LP,1.203,268.768,0.914,2.124,2.0,52.0,269.682,267.558,267.513
46.0,LP,13.596,,,6.264,0.0,52.0,277.562,271.298,271.193
47.0,LP,7.65,,,6.012,0.0,52.0,285.541,279.529,279.066
48.0,LP,23.999,,,4.689,0.0,52.0,292.039,287.35,287.051
49.0,LP,0.569,294.731,0.803,1.492,2.0,54.0,295.534,294.042,293.541
50.0,LP,1.203,298.752,0.761,2.031,2.0,56.0,299.513,297.482,297.036
51.0,LP,0.569,302.233,0.931,1.622,2.0,58.0,303.164,301.542,301.016
52.0,LP,7.65,,,6.563,0.0,58.0,311.916,305.353,304.668
53.0,LP,0.569,314.834,1.162,1.812,2.0,60.0,315.996,314.184,313.418
54.0,LP,2.312,319.875,1.121,3.442,2.0,62.0,320.996,317.554,317.511
55.0,LP,23.999,,,4.847,0.0,62.0,327.803,322.956,322.499
56.0,LP,4.253,334.238,0.792,5.333,2.0,64.0,335.03,329.697,329.311
57.0,LP,2.312,339.47,0.821,3.141,2.0,66.0,340.291,337.15,336.532
58.0,LP,1.203,343.721,1.301,2.552,2.0,68.0,345.022,342.47,341.794
59.0,LP,0.206,347.472,1.581,1.831,2.0,70.0,349.053,347.222,346.524
60.0,LP,0.206,351.233,1.215,1.485,2.0,72.0,352.448,350.963,350.566
61.0,LP,0.569,354.983,1.162,1.832,2.0,74.0,356.145,354.313,353.961
62.0,LP,13.596,,,6.242,0.0,74.0,364.407,358.165,357.649
63.0,LP,0.569,366.876,1.096,1.745,2.0,76.0,367.972,366.227,365.916
64.0,LP,4.253,,,4.116,0.0,76.0,374.067,369.951,369.479
65.0,LP,4.253,,,4.483,0.0,76.0,380.612,376.129,375.569
66.0,LP,0.569,383.142,0.946,1.516,2.0,78.0,384.088,382.572,382.115
67.0,LP,0.206,386.413,1.181,1.431,2.0,80.0,387.594,386.163,385.592
68.0,LP,4.253,,,3.952,0.0,80.0,393.586,389.634,389.097
69.0,LP,23.999,,,3.529,0.0,80.0,400.876,397.347,395.088
70.0,LP,23.999,,,3.873,0.0,80.0,406.611,402.738,402.379
71.0,LP,0.206,408.591,1.11,1.34,2.0,82.0,409.701,408.361,408.115
72.0,LP,13.596,,,4.27,0.0,82.0,416.184,411.914,411.204
73.0,LP,0.206,418.455,1.225,1.445,2.0,84.0,419.68,418.235,417.687
74.0,LP,7.65,,,4.373,0.0,84.0,426.049,421.676,421.183
75.0,LP,7.65,,,3.603,0.0,84.0,431.802,428.199,427.552
76.0,LP,0.206,433.976,1.538,1.801,2.0,86.0,435.514,433.713,433.305
77.0,LP,1.203,438.795,1.051,2.362,2.0,88.0,439.846,437.484,437.017
78.0,LP,1.203,443.247,1.52,2.77,2.0,90.0,444.767,441.997,441.348
79.0,LP,4.253,,,4.139,0.0,90.0,451.122,446.983,446.273
80.0,LP,1.203,454.523,2.273,3.574,2.0,92.0,456.796,453.222,452.625
81.0,LP,0.206,458.945,4.093,4.353,2.0,94.0,463.038,458.685,458.299
82.0,LP,0.206,465.179,3.663,3.953,2.0,96.0,468.842,464.889,464.541
83.0,LP,2.312,472.964,0.882,3.253,2.0,98.0,473.846,470.593,470.346
84.0,LP,2.312,478.108,1.572,3.964,2.0,100.0,479.68,475.716,475.35
85.0,LP,0.569,482.551,3.959,4.629,2.0,102.0,486.51,481.881,481.199
86.0,LP,1.203,489.486,0.633,1.923,2.0,104.0,490.119,488.196,488.013
87.0,LP,0.569,492.549,0.76,1.371,2.0,106.0,493.309,491.938,491.622
88.0,LP,4.253,499.584,0.832,5.135,2.0,108.0,500.416,495.281,494.815
89.0,LP,13.596,,,3.773,0.0,108.0,506.22,502.447,501.92
90.0,LP,4.253,,,2.957,0.0,108.0,510.908,507.951,507.724
91.0,LP,4.253,,,3.354,0.0,108.0,515.809,512.455,512.41
92.0,LP,0.206,517.68,1.431,1.642,2.0,110.0,519.111,517.469,517.313
93.0,LP,23.999,,,5.745,0.0,110.0,526.678,520.933,520.613
94.0,LP,1.203,529.791,0.741,2.032,2.0,112.0,530.532,528.5,528.182
95.0,LP,23.999,,,5.746,0.0,112.0,538.19,532.444,532.034
96.0,LP,0.569,540.692,1.161,1.761,2.0,114.0,541.853,540.092,539.705
97.0,LP,0.569,544.426,1.217,1.928,2.0,116.0,545.643,543.715,543.366
98.0,LP,23.999,,,4.942,0.0,116.0,552.481,547.539,547.145
99.0,LP,13.596,,,4.515,0.0,116.0,559.152,554.637,553.986
100.0,LP,0.569,561.345,1.028,1.699,2.0,118.0,562.373,560.674,560.655
101.0,LP,2.312,566.33,0.779,3.201,2.0,120.0,567.109,563.908,563.876
102.0,LP,13.596,,,3.35,0.0,120.0,572.404,569.054,568.614
103.0,LP,7.65,,,4.125,0.0,120.0,578.104,573.979,573.91
104.0,LP,4.253,,,4.406,0.0,120.0,584.292,579.886,579.608
105.0,LP,7.65,,,2.535,0.0,120.0,588.709,586.174,585.805
106.0,LP,2.312,592.892,0.716,3.088,2.0,122.0,593.608,590.52,590.22
107.0,LP,23.999,,,3.094,0.0,122.0,598.54,595.446,595.112
1.0,HP,9.0,,,3.092,0.0,122.0,5.004,1.912,0.003
2.0,HP,10.5,,,3.825,0.0,122.0,10.693,6.868,6.508
3.0,HP,3.0,15.699,0.633,3.736,2.0,124.0,16.332,12.596,12.204
4.0,HP,4.5,,,3.929,0.0,124.0,22.122,18.193,17.835
5.0,HP,3.0,26.944,0.754,3.818,2.0,126.0,27.698,23.88,23.625
6.0,HP,12.0,,,4.21,0.0,126.0,33.507,29.297,29.213
7.0,HP,10.5,,,5.688,0.0,126.0,40.703,35.015,35.01
8.0,HP,10.5,,,4.305,0.0,126.0,46.862,42.557,42.22
9.0,HP,12.0,,,4.18,0.0,126.0,53.086,48.906,48.365
10.0,HP,6.0,,,4.618,0.0,126.0,59.693,55.075,54.593
