bkIdx,trialIdx,keypressIdx,timestamp,blocktime
1,1,1,168,1.482
1,1,2,312,1.6260000000000001
1,1,3,480,1.794
1,1,4,640,1.9540000000000002
1,1,5,792,2.106
1,1,6,944,2.258
1,1,7,1104,2.418
1,1,8,1264,2.5780000000000003
1,1,9,1432,2.746
1,1,10,1592,2.906
1,1,11,1760,3.074
1,1,12,1928,3.242
1,1,13,2096,3.41
1,1,14,2264,3.578
1,1,15,2440,3.754
1,1,16,2608,3.922
1,1,17,2776,4.09
1,1,18,2960,4.274
1,1,19,3136,4.45
1,1,20,3304,4.618
1,1,21,3480,4.7940000000000005
1,1,22,3656,4.970000000000001
1,1,23,3832,5.146
1,1,24,4000,5.314
1,1,25,4176,5.49
1,1,26,4352,5.666
1,1,27,4528,5.842
1,1,28,4696,6.01
1,1,29,4872,6.186
1,1,30,5048,6.362
1,1,31,5216,6.53
1,1,32,5392,6.706
1,1,33,5568,6.882
1,1,34,5744,7.058
1,1,35,5920,7.234
1,1,36,6096,7.41
1,1,37,6272,7.586
1,1,38,6448,7.7620000000000005
1,1,39,6624,7.938
1,1,40,6800,8.114
1,1,41,6976,8.29
1,2,1,184,10.905999999999999
1,2,2,344,11.065999999999999
1,2,3,520,11.241999999999999
1,2,4,688,11.41
1,2,5,856,11.578
1,2,6,1024,11.745999999999999
1,2,7,1200,11.921999999999999
1,2,8,1368,12.09
1,2,9,1536,12.258
1,2,10,1712,12.434
1,2,11,1896,12.617999999999999
1,2,12,2072,12.794
1,2,13,2248,12.969999999999999
1,2,14,2416,13.138
1,3,1,176,16.122
1,3,2,344,16.29
1,3,3,536,16.482
1,3,4,712,16.658
1,3,5,896,16.842
1,3,6,1072,17.018
1,3,7,1248,17.194
1,4,1,200,20.201999999999998
1,4,2,360,20.362
1,4,3,552,20.554
1,4,4,728,20.73
1,4,5,904,20.906
1,4,6,1080,21.082
1,4,7,1264,21.266
1,4,8,1448,21.45
1,4,9,1632,21.634
1,4,10,1816,21.817999999999998
1,4,11,2000,22.002
1,4,12,2192,22.194
1,4,13,2376,22.378
1,4,14,2560,22.561999999999998
1,4,15,2744,22.746
1,4,16,2928,22.93
1,4,17,3112,23.113999999999997
1,4,18,3288,23.29
1,4,19,3472,23.474
1,4,20,3656,23.657999999999998
1,4,21,3840,23.842
1,4,22,4024,24.026
1,4,23,4208,24.21
1,5,1,176,26.77
1,5,2,360,26.954
1,5,3,544,27.138
1,5,4,720,27.314
1,5,5,896,27.490000000000002
1,5,6,1080,27.674
1,5,7,1272,27.866
1,5,8,1456,28.05
1,5,9,1648,28.242
1,5,10,1832,28.426000000000002
1,5,11,2024,28.618000000000002
1,5,12,2200,28.794
1,5,13,2392,28.986
1,5,14,2584,29.178
1,5,15,2776,29.37
1,5,16,2960,29.554000000000002
1,5,17,3144,29.738
1,5,18,3320,29.914
1,5,19,3504,30.098000000000003
1,5,20,3688,30.282
1,5,21,3872,30.466
1,5,22,4056,30.650000000000002
1,5,23,4256,30.85
1,6,1,176,33.698
1,6,2,352,33.873999999999995
1,7,1,176,37.53
1,7,2,360,37.714
1,7,3,536,37.89
1,7,4,720,38.074
1,7,5,896,38.25
