trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime,trialReadyTime
1.0,LP,23.999,,,7.629,0.0,0.0,8.497,0.868,0.001
2.0,LP,4.253,14.752,0.778,5.085,2.0,2.0,15.53,10.445,9.999
3.0,LP,1.203,18.369,0.924,2.216,2.0,4.0,19.293,17.077,17.031
4.0,LP,23.999,,,17.071,0.0,4.0,38.023,20.952,20.794
5.0,LP,7.65,47.229,0.944,8.647,2.0,6.0,48.173,39.526,39.524
6.0,LP,4.253,54.124,0.769,5.117,2.0,8.0,54.893,49.776,49.676
7.0,LP,0.569,57.029,1.016,1.646,2.0,10.0,58.045,56.399,56.394
8.0,LP,0.569,60.408,0.708,1.297,2.0,12.0,61.116,59.819,59.546
9.0,LP,23.999,,,13.77,0.0,12.0,76.707,62.937,62.617
10.0,LP,23.999,,,6.694,0.0,12.0,84.968,78.274,78.208
11.0,LP,13.596,,,10.18,0.0,12.0,96.816,86.636,86.47
12.0,LP,2.312,100.763,0.974,3.389,2.0,14.0,101.737,98.348,98.318
13.0,LP,7.65,,,5.605,0.0,14.0,109.234,103.629,103.239
14.0,LP,1.203,112.233,0.732,2.129,2.0,16.0,112.965,110.836,110.736
15.0,LP,4.253,119.224,0.501,4.878,2.0,18.0,119.725,114.847,114.467
16.0,LP,13.596,,,7.135,0.0,18.0,128.467,121.332,121.226
17.0,LP,1.203,,,1.649,0.0,18.0,132.225,130.576,129.969
18.0,LP,7.65,,,5.627,0.0,18.0,140.208,134.581,133.728
19.0,LP,7.65,,,5.73,0.0,18.0,147.489,141.759,141.709
20.0,LP,13.596,,,6.453,0.0,18.0,155.519,149.066,148.991
21.0,LP,4.253,,,3.444,0.0,18.0,160.676,157.232,157.021
22.0,LP,23.999,,,3.84,0.0,18.0,166.413,162.573,162.178
23.0,LP,0.206,168.251,0.727,0.982,2.0,20.0,168.978,167.996,167.914
24.0,LP,23.999,,,6.129,0.0,20.0,176.944,170.815,170.48
25.0,LP,1.203,179.878,0.728,2.11,2.0,22.0,180.606,178.496,178.446
26.0,LP,1.203,183.525,0.719,2.096,2.0,24.0,184.244,182.148,182.108
27.0,LP,2.312,188.495,0.718,3.189,2.0,26.0,189.213,186.024,185.746
28.0,LP,0.206,191.249,0.96,1.196,2.0,28.0,192.209,191.013,190.716
29.0,LP,2.312,196.293,0.693,3.083,2.0,30.0,196.986,193.903,193.711
30.0,LP,13.596,,,5.816,0.0,30.0,204.654,198.838,198.489
31.0,LP,23.999,,,5.179,0.0,30.0,211.613,206.434,206.157
32.0,LP,2.312,215.737,0.763,3.319,2.0,32.0,216.5,213.181,213.116
33.0,LP,4.253,222.518,0.501,4.879,2.0,34.0,223.019,218.14,218.004
34.0,LP,0.206,225.019,0.925,1.161,2.0,36.0,225.944,224.783,224.521
