trialIdx,condition,scheduledDelay,rewardedTime,RT,timeWaited,trialEarnings,totalEarnings,sellTime,trialStartTime,trialReadyTime
1.0,LP,23.999,,,10.778,0.0,0.0,11.746,0.968,0.002
2.0,LP,4.253,17.72,0.912,5.23,2.0,2.0,18.632,13.402,13.249
3.0,LP,1.203,21.654,0.892,2.24,2.0,4.0,22.546,20.306,20.134
4.0,LP,23.999,,,4.721,0.0,4.0,28.94,24.219,24.05
5.0,LP,7.65,,,7.864,0.0,4.0,38.319,30.455,30.442
6.0,LP,4.253,44.342,0.938,5.309,2.0,6.0,45.28,39.971,39.821
7.0,LP,0.569,47.542,0.9,1.475,2.0,8.0,48.442,46.967,46.782
8.0,LP,0.569,50.769,0.87,1.45,2.0,10.0,51.639,50.189,49.946
9.0,LP,23.999,,,13.054,0.0,10.0,66.23,53.176,53.143
10.0,LP,23.999,,,6.315,0.0,10.0,74.237,67.922,67.733
11.0,LP,13.596,,,9.08,0.0,10.0,84.975,75.895,75.741
12.0,LP,2.312,89.085,0.693,3.118,2.0,12.0,89.778,86.66,86.479
13.0,LP,7.65,,,7.726,0.0,12.0,99.1,91.374,91.281
14.0,LP,1.203,101.929,0.692,2.009,2.0,14.0,102.621,100.612,100.602
15.0,LP,4.253,,,2.569,0.0,14.0,106.874,104.305,104.123
16.0,LP,13.596,,,4.903,0.0,14.0,113.441,108.538,108.375
17.0,LP,1.203,116.432,0.685,2.031,2.0,16.0,117.117,115.086,114.943
18.0,LP,7.65,,,3.021,0.0,16.0,121.801,118.78,118.618
19.0,LP,7.65,,,2.328,0.0,16.0,125.646,123.318,123.306
20.0,LP,13.596,,,3.837,0.0,16.0,131.118,127.281,127.148
21.0,LP,4.253,136.988,0.689,4.967,2.0,18.0,137.677,132.71,132.62
22.0,LP,23.999,,,9.334,0.0,18.0,148.847,139.513,139.178
23.0,LP,0.206,150.748,0.882,1.102,2.0,20.0,151.63,150.528,150.35
24.0,LP,23.999,,,3.272,0.0,20.0,156.855,153.583,153.132
25.0,LP,1.203,159.824,0.893,2.201,2.0,22.0,160.717,158.516,158.357
26.0,LP,1.203,163.756,0.684,1.992,2.0,24.0,164.44,162.448,162.22
27.0,LP,2.312,168.302,0.712,3.026,2.0,26.0,169.014,165.988,165.943
28.0,LP,0.206,170.972,1.079,1.46,2.0,28.0,172.051,170.591,170.516
29.0,LP,2.312,,,2.806,0.0,28.0,176.405,173.599,173.553
30.0,LP,13.596,,,2.841,0.0,28.0,180.923,178.082,177.907
31.0,LP,23.999,,,3.485,0.0,28.0,186.037,182.552,182.425
32.0,LP,2.312,190.132,0.702,3.12,2.0,30.0,190.834,187.714,187.541
33.0,LP,4.253,197.031,0.501,4.825,2.0,32.0,197.532,192.707,192.336
34.0,LP,0.206,199.363,0.957,1.254,2.0,34.0,200.32,199.066,199.034
35.0,LP,4.253,206.319,0.501,4.84,2.0,36.0,206.82,201.98,201.824
36.0,LP,7.65,,,1.283,0.0,36.0,209.878,208.595,208.322
37.0,LP,0.206,211.917,1.116,1.497,2.0,38.0,213.033,211.536,211.381
38.0,LP,13.596,,,7.054,0.0,38.0,221.692,214.638,214.535
39.0,LP,13.596,,,5.294,0.0,38.0,228.652,223.358,223.195
40.0,LP,0.206,230.416,0.716,0.932,2.0,40.0,231.132,230.2,230.154
41.0,LP,7.65,,,4.478,0.0,40.0,237.211,232.733,232.635
42.0,LP,2.312,,,1.334,0.0,40.0,240.19,238.856,238.713
43.0,LP,0.569,242.368,0.708,1.368,2.0,42.0,243.076,241.708,241.693
44.0,LP,0.206,245.338,0.925,1.346,2.0,44.0,246.263,244.917,244.578
45.0,LP,1.203,249.215,0.697,1.939,2.0,46.0,249.912,247.973,247.766
46.0,LP,13.596,,,1.957,0.0,46.0,253.647,251.69,251.414
47.0,LP,7.65,,,1.483,0.0,46.0,256.843,255.36,255.15
48.0,LP,23.999,,,2.082,0.0,46.0,260.667,258.585,258.345
49.0,LP,0.569,262.759,0.698,1.284,2.0,48.0,263.457,262.173,262.17
50.0,LP,1.203,266.612,0.71,2.071,2.0,50.0,267.322,265.251,264.96
51.0,LP,0.569,269.814,0.71,1.332,2.0,52.0,270.524,269.192,268.824
52.0,LP,7.65,,,2.237,0.0,52.0,274.549,272.312,272.026
53.0,LP,0.569,276.914,0.896,1.519,2.0,54.0,277.81,276.291,276.051
54.0,LP,2.312,,,2.696,0.0,54.0,282.097,279.401,279.313
55.0,LP,23.999,,,2.597,0.0,54.0,286.238,283.641,283.6
56.0,LP,4.253,,,2.423,0.0,54.0,290.238,287.815,287.741
57.0,LP,2.312,,,2.616,0.0,54.0,294.55,291.934,291.74
58.0,LP,1.203,297.294,0.707,1.925,2.0,56.0,298.001,296.076,296.053
59.0,LP,0.206,299.963,0.694,0.918,2.0,58.0,300.657,299.739,299.505
60.0,LP,0.206,302.571,0.701,0.932,2.0,60.0,303.272,302.34,302.16
61.0,LP,0.569,305.637,0.884,1.492,2.0,62.0,306.521,305.029,304.775
62.0,LP,13.596,,,2.929,0.0,62.0,311.355,308.426,308.023
63.0,LP,0.569,313.527,0.706,1.324,2.0,64.0,314.233,312.909,312.858
64.0,LP,4.253,,,2.818,0.0,64.0,318.721,315.903,315.735
65.0,LP,4.253,,,2.288,0.0,64.0,322.616,320.328,320.224
66.0,LP,0.569,324.999,0.685,1.417,2.0,66.0,325.684,324.267,324.12
67.0,LP,0.206,327.87,0.877,1.258,2.0,68.0,328.747,327.489,327.187
68.0,LP,4.253,,,2.808,0.0,68.0,333.405,330.597,330.249
69.0,LP,23.999,,,3.079,0.0,68.0,338.159,335.08,334.908
70.0,LP,23.999,,,3.5,0.0,68.0,343.474,339.974,339.662
71.0,LP,0.206,345.415,0.681,1.066,2.0,70.0,346.096,345.03,344.978
72.0,LP,13.596,,,5.003,0.0,70.0,352.616,347.613,347.599
73.0,LP,0.206,354.572,0.693,1.091,2.0,72.0,355.265,354.174,354.119
74.0,LP,7.65,,,3.521,0.0,72.0,360.636,357.115,356.768
75.0,LP,7.65,,,2.203,0.0,72.0,364.524,362.321,362.139
76.0,LP,0.206,366.544,0.931,1.329,2.0,74.0,367.475,366.146,366.03
77.0,LP,1.203,370.556,0.704,2.078,2.0,76.0,371.26,369.182,368.978
78.0,LP,1.203,374.46,0.889,2.267,2.0,78.0,375.349,373.082,372.762
79.0,LP,4.253,,,2.38,0.0,78.0,379.279,376.899,376.852
80.0,LP,1.203,382.109,0.879,2.196,2.0,80.0,382.988,380.792,380.782
81.0,LP,0.206,384.988,0.893,1.099,2.0,82.0,385.881,384.782,384.49
82.0,LP,0.206,387.765,0.902,1.282,2.0,84.0,388.667,387.385,387.384
83.0,LP,2.312,,,2.567,0.0,84.0,392.795,390.228,390.17
84.0,LP,2.312,396.886,0.7,3.06,2.0,86.0,397.586,394.526,394.298
85.0,LP,0.569,399.938,0.893,1.48,2.0,88.0,400.831,399.351,399.089
86.0,LP,1.203,404.023,0.693,2.071,2.0,90.0,404.716,402.645,402.334
87.0,LP,0.569,407.323,0.693,1.462,2.0,92.0,408.016,406.554,406.218
88.0,LP,4.253,,,3.45,0.0,92.0,413.256,409.806,409.519
89.0,LP,13.596,,,2.458,0.0,92.0,417.28,414.822,414.759
90.0,LP,4.253,,,2.215,0.0,92.0,421.246,419.031,418.783
91.0,LP,4.253,,,2.626,0.0,92.0,425.417,422.791,422.749
92.0,LP,0.206,427.487,0.882,1.246,2.0,94.0,428.369,427.123,426.92
93.0,LP,23.999,,,3.303,0.0,94.0,433.341,430.038,429.871
94.0,LP,1.203,436.396,0.697,2.06,2.0,96.0,437.093,435.033,434.844
95.0,LP,23.999,,,3.792,0.0,96.0,442.451,438.659,438.595
96.0,LP,0.569,444.77,0.885,1.494,2.0,98.0,445.655,444.161,443.954
97.0,LP,0.569,448.063,0.685,1.255,2.0,100.0,448.748,447.493,447.158
98.0,LP,23.999,,,3.275,0.0,100.0,453.814,450.539,450.251
99.0,LP,13.596,,,3.079,0.0,100.0,458.452,455.373,455.316
100.0,LP,0.569,460.576,0.692,1.284,2.0,102.0,461.268,459.984,459.955
101.0,LP,2.312,465.357,0.702,3.03,2.0,104.0,466.059,463.029,462.771
102.0,LP,13.596,,,4.455,0.0,104.0,472.456,468.001,467.562
103.0,LP,7.65,,,2.841,0.0,104.0,476.922,474.081,473.959
104.0,LP,4.253,,,4.302,0.0,104.0,483.02,478.718,478.424
105.0,LP,7.65,,,3.232,0.0,104.0,487.794,484.562,484.523
106.0,LP,2.312,491.821,0.694,3.196,2.0,106.0,492.515,489.319,489.296
107.0,LP,23.999,,,3.82,0.0,106.0,498.163,494.343,494.017
108.0,LP,2.312,502.142,0.682,3.019,2.0,108.0,502.824,499.805,499.665
109.0,LP,4.253,508.861,0.676,4.98,2.0,110.0,509.537,504.557,504.326
110.0,LP,2.312,513.717,0.693,3.051,2.0,112.0,514.41,511.359,511.04
111.0,LP,1.203,517.202,1.316,2.523,2.0,114.0,518.518,515.995,515.915
112.0,LP,7.65,,,3.197,0.0,114.0,523.284,520.087,520.021
113.0,LP,1.203,526.309,0.703,2.043,2.0,116.0,527.012,524.969,524.787
114.0,LP,2.312,531.318,0.688,3.186,2.0,118.0,532.006,528.82,528.514
115.0,LP,7.65,,,4.143,0.0,118.0,537.827,533.684,533.51
116.0,LP,23.999,,,3.967,0.0,118.0,543.418,539.451,539.33
117.0,LP,7.65,,,3.711,0.0,118.0,549.061,545.35,544.922
118.0,LP,0.569,551.209,0.885,1.48,2.0,120.0,552.094,550.614,550.564
119.0,LP,7.65,,,3.557,0.0,120.0,557.164,553.607,553.596
120.0,LP,13.596,,,3.304,0.0,120.0,562.242,558.938,558.668
121.0,LP,2.312,566.341,0.697,3.139,2.0,122.0,567.038,563.899,563.745
122.0,LP,0.206,568.811,0.891,1.101,2.0,124.0,569.702,568.601,568.542
123.0,LP,0.569,572.03,0.888,1.647,2.0,126.0,572.918,571.271,571.205
