A1GTYHV8OYQQLV,1.96
A1CMWA0L8FTSXA,1.82
AJDXSXAWDDAEO,2.3
A3V2XCDF45VN9X,2.1
A1SISJL5ST2PWH,1.44
A1P47Q6LZPLQ6P,2.24
AOS2PVHT2HYTL,2.26
A1U1QHWJPNE6V1,2.22
A110KENBXU7SUJ,1.76
