,0
waic,-82.31531642340174
waic_se,16.29113444777093
p_waic,1.5064573608701792
n_samples,8000
n_data_points,860
warning,False
waic_i,"<xarray.DataArray 'waic_i' (log_lik_dim_0: 860)>
array([-0.00975202, -0.01065537, -0.01164644, -0.01273416, -0.01392844,
       -0.01524023, -0.01668167, -0.01826619, -0.02000867, -0.02192562,
       -0.02403529, -0.02635795, -0.02891602, -0.03173437, -0.03484053,
       -0.03826499, -0.04204153, -0.04620749, -0.05080418, -0.05587726,
       -0.06147711, -0.0676593 , -0.07448502, -0.08202152, -0.00980082,
       -0.01070766, -0.01170243, -0.01279406, -0.01399245, -0.00984674,
       -0.01075369, -0.00988982, -0.01079336, -0.01175448, -0.01284374,
       -4.37422016, -0.00993834, -0.01084397, -0.01180659, -0.01289691,
       -0.01409022, -0.01529631, -0.01674095, -0.01832868, -0.00998686,
       -0.01089427, -0.01185801, -0.01294889, -0.01414162, -0.01003404,
       -0.01007721, -0.01012064, -0.01096077, -0.01192481, -0.01301454,
       -0.01420351, -0.01536892, -0.01681147, -0.01839386, -0.02009013,
       -0.02201179, -0.02412613, -0.0264533 , -0.02901557, -0.03183759,
       -0.03494659, -0.03837266, -0.04214902, -0.04631224, -0.05090259,
       -0.05596427, -0.06154564, -0.06769946, -0.07448298, -0.08195793,
       -0.01017214, -0.01101523, -0.01198272, -0.0130763 , -0.01426927,
       -0.01543799, -0.01688499, -0.01847195, -0.02017266, -0.02209909,
       -0.02421819, -0.02654995, -0.02911652, -0.0319423 , -0.03505425,
       -0.03848205, -0.04225834, -0.04641897, -0.05100314, -3.00728992,
       -0.0102241 , -4.6260174 , -0.01027327, -0.01111917, -0.01203273,
...
       -0.01695139, -0.0170238 , -0.01748267, -0.01849349, -0.01882047,
       -0.01984345, -0.02122966, -0.02229149, -0.0236796 , -0.02549089,
       -0.02745677, -0.01753512, -0.0170427 , -0.01762067, -0.017111  ,
       -0.01712383, -0.0177111 , -0.01718721, -0.01779745, -0.01725604,
       -0.01720058, -0.01759685, -0.01860878, -0.01893075, -0.01995286,
       -0.02133908, -0.01789575, -0.01734468, -0.01728181, -0.01767216,
       -0.01867944, -0.01799075, -0.0174273 , -0.01735378, -0.01773395,
       -0.01873038, -0.01898908, -0.02000266, -0.02137766, -0.01809013,
       -0.01751686, -0.01743578, -0.01780989, -0.01880152, -0.01905106,
       -0.02005589, -0.02141957, -0.02236581, -0.02374922, -0.02555353,
       -0.01819211, -0.01761033, -0.01752325, -0.01789331, -0.01888314,
       -0.01828865, -0.01769423, -0.01837764, -0.01776491, -0.01761031,
       -0.01796992, -0.0189493 , -0.01913755, -0.02013913, -0.02149929,
       -0.02243817, -0.02381291, -0.02560534, -0.01848125, -0.01785976,
       -0.01769872, -0.01805417, -0.0190316 , -0.01921336, -0.01858164,
       -0.0179488 , -0.01777831, -0.0186768 , -0.01802859, -0.0178439 ,
       -4.11940711, -0.01878025, -0.01812177, -0.01792881, -0.01820763,
       -0.01907735, -0.01924807, -0.02018476, -0.02153954, -0.02247058,
       -0.0188852 , -0.01821708, -0.01897685, -0.01828961, -0.01803147,
       -0.0190739 , -0.01837083, -0.01809792, -0.01830865, -0.0191755 ])
Coordinates:
  * log_lik_dim_0  (log_lik_dim_0) int64 0 1 2 3 4 5 ... 854 855 856 857 858 859"
waic_scale,log
