id,sess,key,block,auc,std_wtw,init_wtw,auc1,auc2,auc3,auc4,std_wtw1,std_wtw2,std_wtw3,std_wtw4,sell_RT_median,sell_RT_mean,sell_RT_se,condition
s0085,2,"('s0085', 2)",2,5.794621229400477,2.5845475878955897,,4.796719772256729,7.362715416270972,5.7916605882352945,6.314795833333332,1.9809433325025438,7.362715416270972,3.3127832821963548,2.0255990667329273,0.7845,0.8547941176470593,0.04422760374741489,HP
s0088,2,"('s0088', 2)",1,5.1012971040723984,2.2087747603286574,7.731,6.181988095238096,6.3220925925925915,5.37024609375,2.785428571428571,2.191609576446627,6.3220925925925915,1.8097528032770434,0.5060881946567961,0.781,0.759111111111111,0.01494795053007905,LP
s0088,2,"('s0088', 2)",2,8.03417098765432,2.4999502769915023,,6.212975555555556,8.906727272727274,9.16311111111111,9.1371,2.723659133808827,8.906727272727274,2.605205832961911,0.9437715242578577,0.685,0.7304680851063828,0.016981172197531,HP
s0091,2,"('s0091', 2)",1,4.1191335419926975,1.359010798120095,7.727,5.286917647058824,3.703928571428572,3.1836079545454545,4.0025208333333335,1.4026624868590174,3.703928571428572,0.7711766981110442,1.30525789084112,0.692,0.8180158730158726,0.08518707494981359,LP
s0091,2,"('s0091', 2)",2,4.494449645948072,0.908355370849043,,4.66089947089947,4.4425255102040815,4.367023529411764,4.471529411764706,1.2417274643471516,4.4425255102040815,0.6590117909588852,0.8000196407623605,0.696,0.7969259259259258,0.04824667770180449,HP
s0092,2,"('s0092', 2)",1,3.3346622089070217,1.4071363946859308,7.441,2.7702592592592596,2.9809757085020245,4.321184615384616,4.002741071428572,1.795627953558156,2.9809757085020245,1.1274229005508052,1.2502566289818813,0.746,0.7521929824561403,0.016240771484625195,LP
s0092,2,"('s0092', 2)",2,3.6697575385114325,3.0299865730178217,,3.5489615384615383,2.0784096153846154,3.816997737355813,8.04306613756614,2.3095741445751297,2.0784096153846154,1.835612182902403,4.743301064973667,0.754,0.7636521739130433,0.03967569900426389,HP
s0093,2,"('s0093', 2)",1,8.850587301587304,2.0511965052253336,7.495,8.841249999999999,10.821399999999999,8.223166666666668,7.280294642857144,1.2583667241706606,10.821399999999999,1.5175877148363526,2.2675180564661157,0.7135,0.8798888888888887,0.07416114173099062,LP
s0093,2,"('s0093', 2)",2,10.171033389988379,1.800834524792724,,9.314939393939394,11.027,10.685125000000001,10.337333333333333,1.6403812615351328,11.027,2.771913415742815,0.3192076997122026,0.8875,1.1749166666666666,0.14253578020990484,HP
s0096,2,"('s0096', 2)",1,5.655850000000001,0.5538741982616631,5.548,5.441454545454546,5.8148,5.754909090909091,5.61575,0.5202751655940194,5.8148,0.3733712397127397,0.44254540727477887,0.7,0.7244615384615384,0.013657779748403267,LP
s0096,2,"('s0096', 2)",2,6.609180590568431,1.76519037139863,,5.0125,6.680153846153846,8.15135294117647,8.488533333333335,1.9656202770447326,6.680153846153846,1.5572217805283401,1.0180079807589373,0.708,0.7648292682926828,0.032264317776657364,HP
s0097,2,"('s0097', 2)",1,6.51457442977191,2.007112765597378,11.097,7.443999999999999,7.483341991341991,5.7284523809523815,5.3636285714285705,1.9741506343926056,7.483341991341991,1.652356141744569,0.9094810163954348,0.689,0.7084920634920636,0.013533063251363987,LP
s0097,2,"('s0097', 2)",2,8.310017738359203,1.1908611452385771,,7.803569230769232,8.332444444444445,8.821533333333335,9.043500000000002,1.1249268416449378,8.332444444444445,1.1705742294560677,0.26074556563822937,0.6935,0.7034285714285714,0.007471802083074918,HP
s0098,2,"('s0098', 2)",1,1.8460091318418461,0.5125941408603054,4.27,2.2418666666666667,2.0073461538461537,1.551898412698413,1.5518695652173913,0.7260980221552581,2.0073461538461537,0.235948483857213,0.19622154833311697,0.8165,0.7714000000000002,0.032594551691962265,LP
s0098,2,"('s0098', 2)",2,0.9087291666666666,0.950758173108516,,1.4382978723404258,1.138169811320755,0.5090222222222223,0.503127659574468,0.1857561791181641,1.138169811320755,0.0533668598326252,0.01503558477133582,0.831,0.831,0.0,HP
s0100,2,"('s0100', 2)",1,5.92614813757671,1.4917054034020287,6.454,6.214666666666666,5.842169642857144,6.187090909090909,5.228186948853615,1.9982398946159288,5.842169642857144,0.922956756058332,1.180517595044911,0.893,0.965225806451613,0.06855757972272272,LP
s0100,2,"('s0100', 2)",2,6.402486984406439,1.7720329692251031,,6.735746031746031,7.599986625514402,6.391468666666667,5.184754807692308,0.9000166571342851,7.599986625514402,2.51219800274943,1.4544646789732407,0.7975,0.9501111111111109,0.1187459796446003,HP
s0101,2,"('s0101', 2)",1,6.919286839826841,1.9104363531545656,5.625,6.589499999999999,9.641,6.571660714285715,5.303151515151514,0.7162154587366384,9.641,1.8721811694688566,0.8458853035371453,0.6795,0.7590757575757577,0.030124095272401858,LP
s0101,2,"('s0101', 2)",2,6.444941715194384,1.4641554498975886,,6.088525210084034,6.804552631578947,6.584272727272727,6.293140000000002,1.3957944446505701,6.804552631578947,1.2322054942927698,1.1973897355754883,0.683,0.8721764705882356,0.08737426428783958,HP
s0103,2,"('s0103', 2)",1,7.646236871823831,2.200512629194279,6.301,7.794522727272725,9.656714285714285,6.39696103896104,6.250142857142857,1.212249439690085,9.656714285714285,2.500421514810811,1.2157338088074836,0.7555000000000001,0.7746718750000002,0.018867005429860376,LP
s0103,2,"('s0103', 2)",2,8.095729703451628,1.1036304697521042,,7.459076923076924,9.220600000000001,8.357733333333334,7.553285714285714,1.1673424262985934,9.220600000000001,0.843726927915003,0.7187124826055694,0.701,0.7522340425531914,0.012464243572232445,HP
